名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
米村信子,2010-03,岡山シーガルズ,3,8,16,1,18,4,1,1,25.0,0.0,0,0,0,0,3,0,0,0,41,26,0,1,,0.06,0.0,0.0,63.4
細田絵理,2009-11,デンソーエアリービーズ,4,6,1,2,7,71,28,4,39.4,33.8,0,0,0,1,26,2,6,8,29,10,0,31,,4.0,0.14,9.6,34.5
細田絵理,2009-12,デンソーエアリービーズ,4,5,11,1,13,128,38,7,29.7,24.2,1,0,1,7,40,2,3,9,75,34,0,47,0.0,2.92,0.54,8.8,45.3
細田絵理,2010-01,デンソーエアリービーズ,4,19,7,6,25,253,83,12,32.8,28.1,2,1,0,6,93,5,12,28,123,66,0,94,50.0,3.32,0.24,9.7,53.7
細田絵理,2010-02,デンソーエアリービーズ,4,16,16,3,31,275,86,13,31.3,26.5,0,0,0,6,103,5,9,32,120,54,0,97,,2.77,0.19,10.4,45.0
細田絵理,2010-03,デンソーエアリービーズ,4,8,11,2,16,146,51,5,34.9,31.5,0,0,0,4,49,1,2,21,57,23,0,56,,3.19,0.25,11.7,40.4
羽根翠,2010-01,トヨタ車体クインシーズ,20,5,19,1,16,61,24,3,39.3,34.4,0,0,0,4,29,1,0,14,6,2,0,29,,1.5,0.25,15.5,33.3
羽根翠,2010-02,トヨタ車体クインシーズ,20,4,21,1,25,166,58,8,34.9,30.1,0,0,0,8,87,4,4,32,13,8,0,70,,2.32,0.32,12.6,61.5
羽根翠,2010-03,トヨタ車体クインシーズ,20,12,12,4,24,121,45,2,37.2,35.5,0,0,0,19,81,8,1,23,16,10,0,72,,1.88,0.79,16.7,62.5
船崎恵視,2009-11,トヨタ車体クインシーズ,4,3,5,1,8,2,2,0,100.0,100.0,0,0,0,2,24,2,3,9,0,0,0,6,,0.25,0.25,14.6,
船崎恵視,2009-12,トヨタ車体クインシーズ,4,1,12,0,9,3,1,0,33.3,33.3,0,0,0,2,36,4,2,13,0,0,0,7,,0.11,0.22,18.8,
船崎恵視,2010-01,トヨタ車体クインシーズ,4,6,22,1,28,10,5,0,50.0,50.0,0,0,0,2,110,5,12,37,2,0,0,12,,0.18,0.07,10.2,0.0
船崎恵視,2010-02,トヨタ車体クインシーズ,4,4,21,1,24,12,5,0,41.7,41.7,0,0,0,5,66,1,7,25,0,0,0,11,,0.21,0.21,8.3,
船崎恵視,2010-03,トヨタ車体クインシーズ,4,12,12,4,24,7,2,0,28.6,28.6,0,0,0,4,84,5,6,35,0,0,0,11,,0.08,0.17,14.6,
芝田安希,2009-11,東レアローズ,1,3,3,1,1,6,3,0,50.0,50.0,0,0,0,3,4,0,0,1,5,2,0,6,,3.0,3.0,6.2,40.0
芝田安希,2009-12,東レアローズ,1,10,6,2,16,79,25,4,31.6,26.6,0,0,0,3,40,1,5,11,64,42,0,29,,1.56,0.19,6.2,65.6
芝田安希,2010-01,東レアローズ,1,20,10,6,26,146,45,10,30.8,24.0,3,0,0,6,76,2,5,29,103,70,0,53,0.0,1.73,0.23,10.5,68.0
芝田安希,2010-02,東レアローズ,1,21,11,6,16,14,3,1,21.4,14.3,0,0,0,1,17,2,2,7,27,14,0,6,,0.19,0.06,19.1,51.9
芝田安希,2010-03,東レアローズ,1,18,6,6,10,13,4,0,30.8,30.8,0,0,0,2,4,0,0,2,6,4,0,6,,0.4,0.2,12.5,66.7
芦野李沙,2009-11,パイオニアレッドウィングス,19,5,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芦野李沙,2009-12,パイオニアレッドウィングス,19,1,12,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芦野李沙,2010-01,パイオニアレッドウィングス,19,2,9,0,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
芦野李沙,2010-02,パイオニアレッドウィングス,19,6,17,1,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
芦野李沙,2010-03,パイオニアレッドウィングス,19,2,15,0,2,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,0,,0.0,0.0,25.0,
若浦貴子,2010-01,岡山シーガルズ,33,6,7,1,5,25,9,1,36.0,32.0,0,0,0,0,5,0,0,0,1,1,0,9,,1.8,0.0,0.0,100.0
若浦貴子,2010-02,岡山シーガルズ,33,13,17,4,16,50,13,8,26.0,10.0,0,0,0,1,11,0,0,2,8,3,0,14,,0.81,0.06,4.5,37.5
若浦貴子,2010-03,岡山シーガルズ,33,8,13,1,6,25,6,0,24.0,24.0,0,0,0,0,4,0,0,1,0,0,0,6,,1.0,0.0,6.2,
荒木絵里香,2009-11,東レアローズ,4,3,3,1,6,29,13,2,44.8,37.9,0,0,0,5,29,1,2,10,0,0,0,19,,2.17,0.83,10.3,
荒木絵里香,2009-12,東レアローズ,4,10,6,2,16,73,40,3,54.8,50.7,0,0,0,19,67,4,4,25,1,1,0,63,,2.5,1.19,13.8,100.0
荒木絵里香,2010-01,東レアローズ,4,20,10,6,30,155,77,12,49.7,41.9,1,0,0,23,107,4,10,34,8,4,0,104,0.0,2.57,0.77,9.3,50.0
荒木絵里香,2010-02,東レアローズ,4,21,11,6,32,124,65,7,52.4,46.8,0,0,0,24,122,7,15,38,3,3,0,96,,2.03,0.75,10.5,100.0
荒木絵里香,2010-03,東レアローズ,4,6,0,2,4,18,7,1,38.9,33.3,0,0,0,3,11,0,1,1,1,1,0,10,,1.75,0.75,0.0,100.0
藤原亜紀,2009-11,トヨタ車体クインシーズ,14,3,5,1,7,24,3,2,12.5,4.2,0,0,0,0,15,2,2,7,14,10,0,5,,0.43,0.0,21.7,71.4
藤原亜紀,2009-12,トヨタ車体クインシーズ,14,1,12,0,13,122,37,9,30.3,23.0,0,0,0,2,49,3,5,15,82,47,0,42,,2.85,0.15,11.2,57.3
藤原亜紀,2010-01,トヨタ車体クインシーズ,14,6,22,1,8,50,8,4,16.0,8.0,0,0,0,1,16,2,0,3,37,26,0,11,,1.0,0.12,17.2,70.3
藤原亜紀,2010-02,トヨタ車体クインシーズ,14,4,21,1,2,6,0,1,0.0,-16.7,0,0,0,0,2,0,0,0,10,5,0,0,,0.0,0.0,0.0,50.0
藤原亜紀,2010-03,トヨタ車体クインシーズ,14,12,9,4,2,6,0,0,0.0,0.0,0,0,0,0,2,1,0,0,6,3,0,1,,0.0,0.0,50.0,50.0
西山慶樹,2010-01,JTマーヴェラス,12,15,2,5,2,0,0,0,,,0,0,0,0,5,0,0,3,0,0,0,0,,0.0,0.0,15.0,
西山慶樹,2010-02,JTマーヴェラス,12,21,5,7,6,0,0,0,,,0,0,0,0,6,0,1,2,1,1,0,0,,0.0,0.0,4.2,100.0
西山慶樹,2010-03,JTマーヴェラス,12,9,1,3,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
西脇万里子,2009-11,東レアローズ,2,3,3,1,5,18,5,2,27.8,16.7,0,0,0,0,14,1,2,2,0,0,0,6,,1.0,0.0,7.1,
西脇万里子,2009-12,東レアローズ,2,10,6,2,15,32,15,4,46.9,34.4,0,0,0,7,25,1,1,12,2,0,0,23,,1.0,0.47,15.0,0.0
西脇万里子,2010-01,東レアローズ,2,20,10,6,6,14,9,2,64.3,50.0,0,0,0,0,11,1,1,7,1,1,0,10,,1.5,0.0,22.7,100.0
西脇万里子,2010-02,東レアローズ,2,21,11,6,17,41,16,2,39.0,34.1,0,0,0,5,32,0,4,8,1,0,0,21,,0.94,0.29,3.1,0.0
西脇万里子,2010-03,東レアローズ,2,18,6,6,9,23,7,1,30.4,26.1,0,0,0,3,16,1,1,7,0,0,0,11,,0.78,0.33,15.6,
谷口雅美,2009-11,JTマーヴェラス,2,6,1,2,5,34,7,2,20.6,14.7,7,0,1,0,21,4,1,4,1,1,0,11,0.0,1.4,0.0,22.6,100.0
谷口雅美,2009-12,JTマーヴェラス,2,12,0,4,12,82,31,4,37.8,32.9,16,5,1,13,52,5,7,22,0,0,0,49,31.2,2.58,1.08,16.8,
谷口雅美,2010-01,JTマーヴェラス,2,24,5,8,27,179,61,14,34.1,26.3,41,11,9,5,89,5,9,32,0,0,0,71,26.8,2.26,0.19,12.1,
谷口雅美,2010-02,JTマーヴェラス,2,21,7,7,25,117,47,5,40.2,35.9,22,5,4,6,54,2,4,22,0,0,0,55,22.7,1.88,0.24,12.0,
谷口雅美,2010-03,JTマーヴェラス,2,16,7,4,19,125,51,4,40.8,37.6,26,10,0,4,47,4,4,20,0,0,0,59,38.5,2.68,0.21,17.0,
迫田さおり,2009-11,東レアローズ,14,3,3,1,3,23,11,1,47.8,43.5,6,3,0,0,7,0,0,2,0,0,0,11,50.0,3.67,0.0,7.1,
迫田さおり,2009-12,東レアローズ,14,10,6,2,5,5,2,0,40.0,40.0,0,0,0,1,4,1,0,1,0,0,0,4,,0.4,0.2,31.2,
迫田さおり,2010-01,東レアローズ,14,20,10,6,30,377,137,18,36.3,31.6,69,32,3,7,115,5,8,39,3,1,0,149,46.4,4.57,0.23,11.1,33.3
迫田さおり,2010-02,東レアローズ,14,21,11,6,32,357,126,22,35.3,29.1,62,32,4,8,138,14,8,57,0,0,0,148,51.6,3.94,0.25,19.0,
迫田さおり,2010-03,東レアローズ,14,18,6,6,24,262,94,16,35.9,29.8,39,17,2,6,99,9,7,43,5,4,0,109,43.6,3.92,0.25,18.2,80.0
遠藤りつこ,2009-11,JTマーヴェラス,14,6,1,2,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
遠藤りつこ,2009-12,JTマーヴェラス,14,12,0,4,4,0,0,0,,,0,0,0,0,12,1,0,2,0,0,0,1,,0.0,0.0,12.5,
遠藤りつこ,2010-01,JTマーヴェラス,14,15,5,5,5,0,0,0,,,0,0,0,0,6,0,1,0,0,0,0,0,,0.0,0.0,-4.2,
遠藤りつこ,2010-02,JTマーヴェラス,14,9,2,3,6,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
遠藤りつこ,2010-03,JTマーヴェラス,14,10,7,2,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
都築有美子,2009-11,トヨタ車体クインシーズ,1,3,5,1,8,64,19,4,29.7,23.4,0,0,0,2,19,0,2,6,34,16,0,21,,2.38,0.25,5.3,47.1
都築有美子,2009-12,トヨタ車体クインシーズ,1,1,12,0,13,58,15,3,25.9,20.7,0,0,0,3,24,2,5,3,101,73,0,20,,1.15,0.23,6.2,72.3
都築有美子,2010-01,トヨタ車体クインシーズ,1,6,22,1,28,323,104,13,32.2,28.2,0,0,0,9,105,3,7,29,186,130,0,116,,3.71,0.32,8.1,69.9
都築有美子,2010-02,トヨタ車体クインシーズ,1,4,21,1,25,212,73,14,34.4,27.8,0,0,0,7,94,5,9,32,172,113,0,85,,2.92,0.28,11.4,65.7
都築有美子,2010-03,トヨタ車体クインシーズ,1,12,12,4,24,201,58,12,28.9,22.9,0,0,0,9,77,4,6,32,146,88,0,71,,2.42,0.38,13.6,60.3
野口彩佳,2010-01,岡山シーガルズ,16,10,19,2,7,0,0,0,,,0,0,0,0,0,0,0,0,26,14,0,0,,0.0,0.0,,53.8
野口彩佳,2010-02,岡山シーガルズ,16,3,7,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
野口彩佳,2010-03,岡山シーガルズ,16,8,16,1,10,0,0,0,,,0,0,0,0,0,0,0,0,28,19,0,0,,0.0,0.0,,67.9
金子雅代,2009-11,トヨタ車体クインシーズ,13,0,3,0,1,0,0,0,,,0,0,0,0,1,0,0,1,1,0,0,0,,0.0,0.0,25.0,0.0
金子雅代,2010-03,トヨタ車体クインシーズ,13,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
鈴木裕子,2009-11,デンソーエアリービーズ,20,6,1,2,7,35,18,1,51.4,48.6,0,0,0,4,22,0,1,10,19,13,0,22,,2.57,0.57,10.2,68.4
鈴木裕子,2009-12,デンソーエアリービーズ,20,5,11,1,14,64,28,2,43.8,40.6,0,0,0,1,47,1,2,13,92,54,0,30,,2.0,0.07,8.0,58.7
鈴木裕子,2010-01,デンソーエアリービーズ,20,19,7,6,26,139,54,3,38.8,36.7,0,0,0,3,126,6,8,47,133,68,0,63,,2.08,0.12,12.5,51.1
鈴木裕子,2010-02,デンソーエアリービーズ,20,16,16,3,29,165,63,5,38.2,35.2,1,1,0,5,133,5,8,50,144,86,0,73,100.0,2.17,0.17,11.7,59.7
鈴木裕子,2010-03,デンソーエアリービーズ,20,11,11,3,22,122,51,2,41.8,40.2,0,0,0,6,89,4,11,30,81,54,0,61,,2.32,0.27,9.8,66.7
関李香,2009-11,デンソーエアリービーズ,11,6,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
関李香,2009-12,デンソーエアリービーズ,11,5,11,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
関李香,2010-01,デンソーエアリービーズ,11,19,7,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
関李香,2010-02,デンソーエアリービーズ,11,9,6,2,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
香野晶子,2009-11,パイオニアレッドウィングス,23,5,4,1,9,50,19,1,38.0,36.0,0,0,0,4,32,0,4,8,4,3,0,23,,2.11,0.44,3.1,75.0
香野晶子,2009-12,パイオニアレッドウィングス,23,1,12,0,13,57,23,3,40.4,35.1,0,0,0,8,40,1,1,9,1,1,0,32,,1.77,0.62,7.5,100.0
香野晶子,2010-01,パイオニアレッドウィングス,23,6,23,1,29,123,48,8,39.0,32.5,0,0,0,16,89,8,8,23,11,7,0,72,,1.66,0.55,13.2,63.6
香野晶子,2010-02,パイオニアレッドウィングス,23,8,23,1,31,145,49,9,33.8,27.6,0,0,0,9,107,3,9,45,3,2,0,61,,1.58,0.29,11.2,66.7
香野晶子,2010-03,パイオニアレッドウィングス,23,2,18,0,20,105,40,5,38.1,33.3,0,0,0,12,60,4,7,25,3,2,0,56,,2.0,0.6,14.2,66.7
高木理江,2009-11,JTマーヴェラス,8,6,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高木理江,2009-12,JTマーヴェラス,8,12,0,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高木理江,2010-01,JTマーヴェラス,8,24,5,8,5,3,0,0,0.0,0.0,0,0,0,0,8,1,1,4,7,4,0,1,,0.0,0.0,21.9,57.1
高木理江,2010-02,JTマーヴェラス,8,24,7,8,4,0,0,0,,,0,0,0,0,4,0,0,3,1,0,0,0,,0.0,0.0,18.8,0.0
高木理江,2010-03,JTマーヴェラス,8,16,7,4,5,20,10,2,50.0,40.0,0,0,0,0,10,0,0,3,11,4,0,10,,2.0,0.0,7.5,36.4
高松未,2009-11,岡山シーガルズ,13,0,6,0,4,13,1,1,7.7,0.0,0,0,0,1,11,0,0,3,10,3,0,2,,0.25,0.25,6.8,30.0
高松未,2009-12,岡山シーガルズ,13,9,6,3,15,26,6,0,23.1,23.1,0,0,0,5,46,0,1,9,77,51,0,11,,0.4,0.33,4.3,66.2
高松未,2010-01,岡山シーガルズ,13,10,16,2,15,34,10,3,29.4,20.6,1,0,0,2,38,1,1,14,73,47,0,13,0.0,0.67,0.13,11.2,64.4
高松未,2010-02,岡山シーガルズ,13,13,17,4,13,19,3,0,15.8,15.8,0,0,0,1,24,0,0,7,40,20,0,4,,0.23,0.08,7.3,50.0
高松未,2010-03,岡山シーガルズ,13,8,16,1,16,30,10,0,33.3,33.3,0,0,0,3,35,1,0,17,48,19,0,14,,0.62,0.19,15.0,39.6
高橋美帆,2009-11,パイオニアレッドウィングス,18,5,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋美帆,2009-12,パイオニアレッドウィングス,18,1,12,0,12,46,14,3,30.4,23.9,0,0,0,7,38,1,1,12,2,1,0,22,,1.17,0.58,9.9,50.0
高橋美帆,2010-01,パイオニアレッドウィングス,18,6,23,1,27,108,33,5,30.6,25.9,0,0,0,12,91,7,6,34,3,3,0,52,,1.22,0.44,15.4,100.0
高橋美帆,2010-02,パイオニアレッドウィングス,18,8,23,1,28,113,37,8,32.7,25.7,0,0,0,7,77,2,3,32,4,1,0,46,,1.32,0.25,12.0,25.0
高橋美帆,2010-03,パイオニアレッドウィングス,18,2,18,0,10,6,2,0,33.3,33.3,0,0,0,0,13,0,0,5,0,0,0,2,,0.2,0.0,9.6,
高田ありさ,2009-11,東レアローズ,12,3,3,1,4,0,0,0,,,0,0,0,0,7,1,0,2,12,7,0,1,,0.0,0.0,21.4,58.3
高田ありさ,2009-12,東レアローズ,12,10,6,2,9,5,3,0,60.0,60.0,0,0,0,0,15,0,1,5,17,10,0,3,,0.33,0.0,6.7,58.8
高田ありさ,2010-01,東レアローズ,12,20,10,6,17,16,6,3,37.5,18.8,2,0,1,0,27,0,3,11,18,11,0,6,0.0,0.35,0.0,7.4,61.1
高田ありさ,2010-02,東レアローズ,12,21,11,6,19,8,3,0,37.5,37.5,0,0,0,0,27,1,1,9,32,18,0,4,,0.16,0.0,11.1,56.2
高田ありさ,2010-03,東レアローズ,12,18,6,6,19,20,7,0,35.0,35.0,1,0,0,1,34,1,2,12,29,17,0,9,0.0,0.37,0.05,10.3,58.6
鶴田桂子,2009-11,久光製薬スプリングス,3,4,3,1,7,0,0,0,,,0,0,0,0,18,0,0,3,0,0,0,0,,0.0,0.0,4.2,
鶴田桂子,2009-12,久光製薬スプリングス,3,12,1,4,12,2,2,0,100.0,100.0,0,0,0,0,58,4,2,23,0,0,0,6,,0.17,0.0,15.9,
鶴田桂子,2010-01,久光製薬スプリングス,3,15,9,5,24,11,2,1,18.2,9.1,0,0,0,4,86,3,1,28,1,0,0,9,,0.08,0.17,11.3,0.0
鶴田桂子,2010-02,久光製薬スプリングス,3,22,12,6,32,6,5,0,83.3,83.3,1,1,0,5,93,1,4,36,1,0,0,11,100.0,0.16,0.16,9.7,0.0
鶴田桂子,2010-03,久光製薬スプリングス,3,14,8,4,22,7,1,0,14.3,14.3,0,0,0,0,47,3,3,13,1,0,0,4,,0.05,0.0,11.7,0.0
黒羽桂子,2009-11,デンソーエアリービーズ,3,6,1,2,4,0,0,0,,,0,0,0,0,7,1,0,1,0,0,0,1,,0.0,0.0,17.9,
黒羽桂子,2009-12,デンソーエアリービーズ,3,5,11,1,9,0,0,0,,,0,0,0,0,7,0,0,3,0,0,0,0,,0.0,0.0,10.7,
黒羽桂子,2010-01,デンソーエアリービーズ,3,19,7,6,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
黒羽桂子,2010-02,デンソーエアリービーズ,3,16,16,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
黒羽桂子,2010-03,デンソーエアリービーズ,3,11,11,3,5,0,0,0,,,0,0,0,0,12,1,0,1,0,0,0,1,,0.0,0.0,10.4,
