名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブレシーブ成功率
米田亘希,2021-03,大分三好ヴァイセアドラー,24,12,3,2,0,66.7,66.7,1,0,0,0,13,0,5,1,-7.7,6,1,1,2,0.0,0.17,0.0,25.0
興梠亮,2020-10,ジェイテクトSTINGS,12,1,0,0,0,,,0,0,0,0,0,0,0,0,,1,0,0,0,,0.0,0.0,0.0
興梠亮,2020-11,ジェイテクトSTINGS,12,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
興梠亮,2020-12,ジェイテクトSTINGS,12,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
興梠亮,2021-01,ジェイテクトSTINGS,12,1,0,0,0,,,0,0,0,0,0,0,0,0,,3,3,0,0,,0.0,0.0,100.0
興梠亮,2021-02,ジェイテクトSTINGS,12,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
興梠亮,2021-03,ジェイテクトSTINGS,12,1,0,0,0,,,0,0,0,0,0,0,0,0,,2,1,0,0,,0.0,0.0,50.0
落合一貴,2020-10,東レアローズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
落合一貴,2020-11,東レアローズ,6,3,0,0,0,,,0,0,0,0,3,0,2,0,-16.7,0,0,0,0,,0.0,0.0,
落合一貴,2021-01,東レアローズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
落合一貴,2021-02,東レアローズ,6,5,11,3,3,27.3,0.0,5,1,3,0,6,0,3,0,-12.5,0,0,0,3,20.0,0.6,0.0,
落合一貴,2021-03,東レアローズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
藤中優斗,2020-10,ジェイテクトSTINGS,1,21,81,32,5,39.5,33.3,3,1,0,12,66,0,3,11,3.0,107,55,31,44,33.3,1.52,0.57,65.9
藤中優斗,2020-11,ジェイテクトSTINGS,1,29,89,38,6,42.7,36.0,2,0,0,5,101,4,7,12,5.2,206,88,57,47,0.0,1.31,0.17,56.6
藤中優斗,2020-12,ジェイテクトSTINGS,1,8,32,8,0,25.0,25.0,1,0,0,1,27,0,1,6,4.6,47,19,11,9,0.0,1.0,0.12,52.1
藤中優斗,2021-01,ジェイテクトSTINGS,1,20,71,28,5,39.4,32.4,1,1,0,4,67,1,3,10,4.1,104,39,22,33,100.0,1.4,0.2,48.1
藤中優斗,2021-02,ジェイテクトSTINGS,1,21,60,28,2,46.7,43.3,0,0,0,3,76,0,3,12,3.0,126,53,46,31,,1.33,0.14,60.3
藤中優斗,2021-03,ジェイテクトSTINGS,1,10,33,14,3,42.4,33.3,2,1,1,0,46,0,3,15,6.5,58,24,16,14,50.0,1.4,0.0,55.2
藤中謙也,2020-10,サントリーサンバーズ,10,18,93,40,6,43.0,36.6,16,9,0,3,63,1,8,11,2.8,129,53,38,44,56.2,2.22,0.17,55.8
藤中謙也,2020-11,サントリーサンバーズ,10,30,124,63,6,50.8,46.0,13,5,1,8,120,7,20,11,4.0,268,132,63,78,38.5,2.1,0.27,61.0
藤中謙也,2021-01,サントリーサンバーズ,10,22,82,53,6,64.6,57.3,15,9,2,8,92,1,11,11,1.1,166,53,53,62,60.0,2.41,0.36,47.9
藤中謙也,2021-02,サントリーサンバーズ,10,27,105,59,4,56.2,52.4,26,14,2,10,106,2,12,13,2.1,164,74,42,71,53.8,2.19,0.37,57.9
藤中謙也,2021-03,サントリーサンバーズ,10,9,40,20,1,50.0,47.5,12,6,0,3,39,0,5,6,0.6,47,20,14,23,50.0,2.22,0.33,57.4
藤井直伸,2020-10,東レアローズ,21,15,0,0,0,,,0,0,0,2,38,2,1,8,9.9,0,0,0,4,,0.0,0.13,
藤井直伸,2020-11,東レアローズ,21,28,3,1,1,33.3,0.0,0,0,0,2,97,4,9,27,8.8,4,0,0,7,,0.04,0.07,0.0
藤井直伸,2021-01,東レアローズ,21,21,5,4,0,80.0,80.0,0,0,0,2,74,2,9,14,4.4,2,0,0,8,,0.19,0.1,0.0
藤井直伸,2021-02,東レアローズ,21,30,2,1,1,50.0,0.0,0,0,0,2,92,1,9,12,1.9,2,0,0,4,,0.03,0.07,0.0
藤井直伸,2021-03,東レアローズ,21,13,0,0,0,,,0,0,0,3,48,0,0,12,6.2,1,0,0,3,,0.0,0.23,0.0
藤岡諒馬,2020-10,大分三好ヴァイセアドラー,22,6,0,0,0,,,0,0,0,0,3,0,1,0,-8.3,0,0,0,0,,0.0,0.0,
藤岡諒馬,2020-11,大分三好ヴァイセアドラー,22,18,3,1,0,33.3,33.3,0,0,0,3,56,0,3,6,1.3,0,0,0,4,,0.06,0.17,
藤岡諒馬,2020-12,大分三好ヴァイセアドラー,22,7,0,0,0,,,0,0,0,1,16,0,2,6,6.2,0,0,0,1,,0.0,0.14,
藤岡諒馬,2021-01,大分三好ヴァイセアドラー,22,14,1,1,0,100.0,100.0,0,0,0,4,39,1,5,5,2.6,0,0,0,6,,0.07,0.29,
藤岡諒馬,2021-02,大分三好ヴァイセアドラー,22,14,2,0,0,0.0,0.0,0,0,0,0,30,0,2,5,2.5,0,0,0,0,,0.0,0.0,
藤岡諒馬,2021-03,大分三好ヴァイセアドラー,22,2,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
袴谷亮介,2020-10,ジェイテクトSTINGS,11,10,45,19,7,42.2,26.7,21,8,5,0,20,2,7,4,6.2,0,0,0,21,38.1,1.9,0.0,
袴谷亮介,2020-11,ジェイテクトSTINGS,11,19,72,39,6,54.2,45.8,33,18,0,2,37,2,14,13,4.7,0,0,0,43,54.5,2.05,0.11,
袴谷亮介,2020-12,ジェイテクトSTINGS,11,3,0,0,0,,,0,0,0,0,3,0,3,0,-25.0,0,0,0,0,,0.0,0.0,
袴谷亮介,2021-01,ジェイテクトSTINGS,11,10,8,3,0,37.5,37.5,4,1,0,0,14,0,4,4,0.0,0,0,0,3,25.0,0.3,0.0,
袴谷亮介,2021-02,ジェイテクトSTINGS,11,7,0,0,0,,,0,0,0,0,7,0,4,1,-10.7,0,0,0,0,,0.0,0.0,
袴谷亮介,2021-03,ジェイテクトSTINGS,11,1,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,0,0,0,0,,0.0,0.0,
西村信,2021-03,JTサンダーズ広島,22,5,0,0,0,,,0,0,0,0,2,0,2,0,-25.0,7,2,3,0,,0.0,0.0,50.0
西田寛基,2020-10,サントリーサンバーズ,20,15,0,0,0,,,0,0,0,0,24,1,5,6,5.2,0,0,0,1,,0.0,0.0,
西田寛基,2020-11,サントリーサンバーズ,20,28,1,0,0,0.0,0.0,0,0,0,3,77,3,8,16,6.5,2,1,0,6,,0.0,0.11,50.0
西田寛基,2021-01,サントリーサンバーズ,20,16,0,0,0,,,0,0,0,0,22,0,2,4,2.3,0,0,0,0,,0.0,0.0,
西田寛基,2021-02,サントリーサンバーズ,20,18,0,0,0,,,0,0,0,0,30,3,4,6,11.7,0,0,0,3,,0.0,0.0,
西田寛基,2021-03,サントリーサンバーズ,20,6,0,0,0,,,0,0,0,0,5,0,2,0,-10.0,0,0,0,0,,0.0,0.0,
西田有志,2020-10,ジェイテクトSTINGS,14,17,202,116,16,57.4,49.5,91,57,9,12,66,8,25,27,12.9,0,0,0,136,62.6,6.82,0.71,
西田有志,2020-11,ジェイテクトSTINGS,14,22,267,132,25,49.4,40.1,125,58,20,11,93,12,31,39,15.1,4,0,2,155,46.4,6.0,0.5,25.0
西田有志,2020-12,ジェイテクトSTINGS,14,8,99,52,6,52.5,46.5,44,22,4,5,33,2,7,13,10.6,0,0,0,59,50.0,6.5,0.62,
西田有志,2021-01,ジェイテクトSTINGS,14,22,194,97,17,50.0,41.2,64,37,11,10,81,12,35,21,10.5,0,0,0,119,57.8,4.41,0.45,
西田有志,2021-02,ジェイテクトSTINGS,14,22,217,117,23,53.9,43.3,91,48,14,18,105,14,33,38,14.5,0,0,0,149,52.7,5.32,0.82,
西田有志,2021-03,ジェイテクトSTINGS,14,10,99,60,5,60.6,55.6,40,21,4,6,46,8,9,25,26.1,1,0,1,74,52.5,6.0,0.6,50.0
西知恕,2020-10,JTサンダーズ広島,16,9,28,16,0,57.1,57.1,0,0,0,2,27,1,3,3,3.7,3,3,0,19,,1.78,0.22,100.0
西知恕,2020-11,JTサンダーズ広島,16,13,43,20,2,46.5,41.9,0,0,0,4,30,1,1,5,6.7,4,2,2,25,,1.54,0.31,75.0
西知恕,2020-12,JTサンダーズ広島,16,3,16,7,0,43.8,43.8,0,0,0,0,9,0,0,2,5.6,2,1,1,7,,2.33,0.0,75.0
西知恕,2021-01,JTサンダーズ広島,16,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
西知恕,2021-02,JTサンダーズ広島,16,1,0,0,0,,,0,0,0,0,3,0,0,1,8.3,0,0,0,0,,0.0,0.0,
西知恕,2021-03,JTサンダーズ広島,16,1,1,1,0,100.0,100.0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,,1.0,0.0,
角雅也,2020-10,VC長野トライデンツ,22,13,0,0,0,,,0,0,0,0,0,0,0,0,,11,6,2,0,,0.0,0.0,63.6
角雅也,2020-11,VC長野トライデンツ,22,7,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
角雅也,2020-12,VC長野トライデンツ,22,10,0,0,0,,,0,0,0,0,0,0,0,0,,15,6,4,0,,0.0,0.0,53.3
角雅也,2021-01,VC長野トライデンツ,22,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
角雅也,2021-02,VC長野トライデンツ,22,11,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
角雅也,2021-03,VC長野トライデンツ,22,2,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
谷口渉,2020-10,FC東京,15,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
谷口渉,2020-11,FC東京,15,1,2,2,0,100.0,100.0,0,0,0,0,2,0,0,0,0.0,7,3,2,2,,2.0,0.0,57.1
谷口渉,2020-12,FC東京,15,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
谷口渉,2021-01,FC東京,15,3,0,0,0,,,0,0,0,0,4,0,2,1,-6.2,0,0,0,0,,0.0,0.0,
谷口渉,2021-02,FC東京,15,5,0,0,0,,,0,0,0,0,0,0,0,0,,2,0,1,0,,0.0,0.0,25.0
谷口渉,2021-03,FC東京,15,1,0,0,0,,,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0.0,0.0,
辻口泰地,2021-02,大分三好ヴァイセアドラー,19,2,0,0,0,,,0,0,0,0,3,0,0,2,16.7,0,0,0,0,,0.0,0.0,
近裕崇,2020-10,ウルフドッグス名古屋,6,11,17,12,1,70.6,64.7,0,0,0,1,42,0,5,9,2.4,1,1,0,13,,1.09,0.09,100.0
近裕崇,2020-11,ウルフドッグス名古屋,6,21,41,28,0,68.3,68.3,0,0,0,8,71,1,10,25,6.7,9,2,4,37,,1.33,0.38,44.4
近裕崇,2020-12,ウルフドッグス名古屋,6,8,20,14,0,70.0,70.0,0,0,0,4,30,4,1,6,17.5,2,2,0,22,,1.75,0.5,100.0
近裕崇,2021-01,ウルフドッグス名古屋,6,21,48,30,1,62.5,60.4,0,0,0,9,69,1,9,19,5.1,1,0,1,40,,1.43,0.43,50.0
近裕崇,2021-02,ウルフドッグス名古屋,6,20,44,21,0,47.7,47.7,0,0,0,9,70,4,8,21,10.4,2,1,1,34,,1.05,0.45,75.0
近裕崇,2021-03,ウルフドッグス名古屋,6,14,21,11,1,52.4,47.6,0,0,0,10,54,0,6,12,2.8,0,0,0,21,,0.79,0.71,
迫田郭志,2020-10,FC東京,1,17,110,43,7,39.1,32.7,4,1,2,4,63,3,18,11,2.0,150,73,39,50,25.0,2.53,0.24,61.7
迫田郭志,2020-11,FC東京,1,29,155,60,10,38.7,32.3,10,4,3,6,95,2,23,13,-0.5,232,93,71,68,40.0,2.07,0.21,55.4
迫田郭志,2020-12,FC東京,1,10,62,21,3,33.9,29.0,3,0,0,3,37,1,2,10,8.1,89,40,27,25,0.0,2.1,0.3,60.1
迫田郭志,2021-01,FC東京,1,17,99,29,10,29.3,19.2,10,4,1,4,54,1,12,13,2.3,130,71,34,34,40.0,1.71,0.24,67.7
迫田郭志,2021-02,FC東京,1,30,142,61,4,43.0,40.1,8,4,0,13,118,9,21,35,10.6,279,118,73,83,50.0,2.03,0.43,55.4
迫田郭志,2021-03,FC東京,1,11,55,21,6,38.2,27.3,4,1,0,0,34,1,9,8,2.2,75,27,21,22,25.0,1.91,0.0,50.0
郡浩也,2020-10,ジェイテクトSTINGS,8,2,10,4,0,40.0,40.0,1,0,0,0,2,0,1,0,-12.5,11,5,2,4,0.0,2.0,0.0,54.5
郡浩也,2020-11,ジェイテクトSTINGS,8,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
郡浩也,2021-01,ジェイテクトSTINGS,8,6,28,17,2,60.7,53.6,8,6,0,1,20,3,2,7,21.2,29,14,6,21,75.0,2.83,0.17,58.6
郡浩也,2021-02,ジェイテクトSTINGS,8,10,17,8,0,47.1,47.1,4,2,0,1,11,1,2,2,9.1,10,3,3,10,50.0,0.8,0.1,45.0
郡浩也,2021-03,ジェイテクトSTINGS,8,3,3,2,0,66.7,66.7,2,1,0,0,2,0,1,0,-12.5,2,0,0,2,50.0,0.67,0.0,0.0
酒井啓輔,2020-10,東レアローズ,14,14,1,0,0,0.0,0.0,0,0,0,2,21,0,0,3,3.6,0,0,0,2,,0.0,0.14,
酒井啓輔,2020-11,東レアローズ,14,13,0,0,0,,,0,0,0,1,2,0,1,1,0.0,0,0,0,1,,0.0,0.08,
酒井啓輔,2021-01,東レアローズ,14,6,0,0,0,,,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0.0,0.0,
酒井啓輔,2021-02,東レアローズ,14,8,2,2,0,100.0,100.0,0,0,0,3,15,0,1,3,3.3,0,0,0,5,,0.25,0.38,
酒井啓輔,2021-03,東レアローズ,14,3,0,0,0,,,0,0,0,1,0,0,0,0,,0,0,0,1,,0.0,0.33,
金丸晃大,2020-10,ジェイテクトSTINGS,2,16,0,0,0,,,0,0,0,1,0,0,0,0,,0,0,0,1,,0.0,0.06,
金丸晃大,2020-11,ジェイテクトSTINGS,2,8,1,0,0,0.0,0.0,0,0,0,1,7,0,0,1,3.6,0,0,0,1,,0.0,0.12,
金丸晃大,2020-12,ジェイテクトSTINGS,2,5,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
金丸晃大,2021-01,ジェイテクトSTINGS,2,14,2,0,1,0.0,-50.0,0,0,0,1,3,0,0,0,0.0,3,2,0,1,,0.0,0.07,66.7
金丸晃大,2021-02,ジェイテクトSTINGS,2,10,1,1,0,100.0,100.0,0,0,0,0,7,0,0,1,3.6,0,0,0,1,,0.1,0.0,
金丸晃大,2021-03,ジェイテクトSTINGS,2,6,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
金子聖輝,2020-10,JTサンダーズ広島,17,2,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
金子聖輝,2020-11,JTサンダーズ広島,17,12,64,27,7,42.2,31.2,19,7,5,5,44,3,2,11,11.9,2,0,2,35,36.8,2.25,0.42,50.0
金子聖輝,2020-12,JTサンダーズ広島,17,5,5,2,0,40.0,40.0,1,1,0,2,4,0,0,0,0.0,0,0,0,4,100.0,0.4,0.4,
金子聖輝,2021-01,JTサンダーズ広島,17,8,1,1,0,100.0,100.0,0,0,0,0,3,0,0,1,8.3,0,0,0,1,,0.12,0.0,
金子聖輝,2021-02,JTサンダーズ広島,17,15,4,2,0,50.0,50.0,0,0,0,2,43,2,5,13,9.3,2,0,0,6,,0.13,0.13,0.0
金子聖輝,2021-03,JTサンダーズ広島,17,13,13,5,1,38.5,30.8,0,0,0,5,46,2,3,8,7.1,0,0,0,12,,0.38,0.38,
鈴木悠二,2020-10,東レアローズ,18,14,0,0,0,,,0,0,0,0,20,1,2,7,11.2,0,0,0,1,,0.0,0.0,
鈴木悠二,2020-11,東レアローズ,18,21,0,0,0,,,0,0,0,0,24,1,5,7,6.2,0,0,0,1,,0.0,0.0,
鈴木悠二,2021-01,東レアローズ,18,17,2,1,0,50.0,50.0,0,0,0,1,19,1,6,3,1.3,0,0,0,3,,0.06,0.06,
鈴木悠二,2021-02,東レアローズ,18,30,32,17,2,53.1,46.9,0,0,0,1,109,12,19,34,14.4,7,5,0,30,,0.57,0.03,71.4
鈴木悠二,2021-03,東レアローズ,18,12,5,2,1,40.0,20.0,0,0,0,0,24,0,4,6,2.1,1,1,0,2,,0.17,0.0,100.0
長友優磨,2020-10,FC東京,14,14,96,49,8,51.0,42.7,45,26,4,2,39,0,7,9,1.3,0,0,0,51,57.8,3.5,0.14,
長友優磨,2020-11,FC東京,14,20,32,18,2,56.2,50.0,16,13,0,3,29,2,2,8,12.1,1,0,0,23,81.2,0.9,0.15,0.0
長友優磨,2020-12,FC東京,14,7,40,16,6,40.0,25.0,7,3,0,1,14,1,2,2,7.1,0,0,0,18,42.9,2.29,0.14,
長友優磨,2021-01,FC東京,14,12,98,49,3,50.0,46.9,36,16,1,2,33,1,4,10,7.6,3,1,0,52,44.4,4.08,0.17,33.3
長友優磨,2021-02,FC東京,14,22,181,80,18,44.2,34.3,86,33,14,4,69,1,13,18,3.3,1,0,0,85,38.4,3.64,0.18,0.0
長友優磨,2021-03,FC東京,14,2,1,0,1,0.0,-100.0,0,0,0,0,3,0,1,1,0.0,0,0,0,0,,0.0,0.0,
長田翼,2020-10,VC長野トライデンツ,24,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
長田翼,2020-11,VC長野トライデンツ,24,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
長田翼,2020-12,VC長野トライデンツ,24,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
長田翼,2021-01,VC長野トライデンツ,24,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
長田翼,2021-02,VC長野トライデンツ,24,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
関田誠大,2020-10,堺ブレイザーズ,11,19,8,4,1,50.0,37.5,1,0,1,6,74,4,10,17,7.8,1,0,0,14,0.0,0.21,0.32,0.0
関田誠大,2020-11,堺ブレイザーズ,11,29,8,5,0,62.5,62.5,0,0,0,3,104,6,10,30,10.6,2,0,0,14,,0.17,0.1,0.0
関田誠大,2020-12,堺ブレイザーズ,11,9,1,0,0,0.0,0.0,0,0,0,2,30,1,4,4,3.3,2,0,0,3,,0.0,0.22,0.0
関田誠大,2021-01,堺ブレイザーズ,11,24,7,4,1,57.1,42.9,0,0,0,3,87,4,12,20,6.9,2,0,0,11,,0.17,0.12,0.0
関田誠大,2021-02,堺ブレイザーズ,11,33,8,4,0,50.0,50.0,0,0,0,7,115,4,12,22,5.7,3,0,1,15,,0.12,0.21,16.7
関田誠大,2021-03,堺ブレイザーズ,11,7,1,1,0,100.0,100.0,0,0,0,2,30,3,1,8,15.8,1,0,0,6,,0.14,0.29,0.0
陳建禎,2020-10,JTサンダーズ広島,19,15,77,36,5,46.8,40.3,11,7,1,4,80,1,7,18,4.7,113,56,20,41,63.6,2.4,0.27,58.4
陳建禎,2020-11,JTサンダーズ広島,19,22,150,75,5,50.0,46.7,22,12,2,9,84,4,14,19,6.2,126,55,28,88,54.5,3.41,0.41,54.8
陳建禎,2021-01,JTサンダーズ広島,19,22,114,46,6,40.4,35.1,13,6,0,6,81,3,10,22,7.4,130,53,30,55,46.2,2.09,0.27,52.3
陳建禎,2021-02,JTサンダーズ広島,19,22,115,57,7,49.6,43.5,12,8,1,9,88,3,13,27,7.4,110,48,28,69,66.7,2.59,0.41,56.4
陳建禎,2021-03,JTサンダーズ広島,19,13,59,32,6,54.2,44.1,7,4,1,4,38,1,6,6,2.6,73,28,26,37,57.1,2.46,0.31,56.2
饒書涵,2020-11,ジェイテクトSTINGS,5,18,65,32,4,49.2,43.1,0,0,0,8,51,1,3,7,3.9,6,4,2,41,,1.78,0.44,83.3
饒書涵,2020-12,ジェイテクトSTINGS,5,8,23,16,3,69.6,56.5,0,0,0,5,20,0,2,2,0.0,3,3,0,21,,2.0,0.62,100.0
饒書涵,2021-01,ジェイテクトSTINGS,5,21,60,40,1,66.7,65.0,0,0,0,6,60,0,6,9,1.2,14,4,4,46,,1.9,0.29,42.9
饒書涵,2021-02,ジェイテクトSTINGS,5,16,51,33,1,64.7,62.7,0,0,0,5,51,2,0,7,7.4,4,2,0,40,,2.06,0.31,50.0
高松卓矢,2020-10,大分三好ヴァイセアドラー,15,15,90,33,6,36.7,30.0,17,6,1,3,50,2,11,16,6.5,93,36,26,38,35.3,2.2,0.2,52.7
高松卓矢,2020-11,大分三好ヴァイセアドラー,15,12,69,21,2,30.4,27.5,3,0,0,2,40,4,7,8,10.6,64,28,12,27,0.0,1.75,0.17,53.1
高松卓矢,2020-12,大分三好ヴァイセアドラー,15,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
高松卓矢,2021-01,大分三好ヴァイセアドラー,15,7,12,3,1,25.0,16.7,1,1,0,0,17,0,3,3,0.0,11,7,1,3,100.0,0.43,0.0,68.2
高梨健太,2020-10,ウルフドッグス名古屋,22,18,142,56,6,39.4,35.2,17,6,2,6,66,1,17,19,2.3,118,59,31,63,35.3,3.11,0.33,63.1
高梨健太,2020-11,ウルフドッグス名古屋,22,26,193,103,6,53.4,50.3,26,19,0,10,107,4,26,19,2.1,153,75,31,117,73.1,3.96,0.38,59.2
高梨健太,2020-12,ウルフドッグス名古屋,22,8,68,32,1,47.1,45.6,7,4,0,5,34,3,4,9,12.5,53,18,14,40,57.1,4.0,0.62,47.2
高梨健太,2021-01,ウルフドッグス名古屋,22,21,171,92,12,53.8,46.8,28,16,3,7,85,8,20,29,12.1,159,80,37,107,57.1,4.38,0.33,61.9
高梨健太,2021-02,ウルフドッグス名古屋,22,20,147,69,7,46.9,42.2,21,11,3,8,85,2,20,20,2.4,154,63,36,79,52.4,3.45,0.4,52.6
高梨健太,2021-03,ウルフドッグス名古屋,22,14,96,41,2,42.7,40.6,13,7,0,4,62,1,6,11,3.6,105,38,25,46,53.8,2.93,0.29,48.1
高橋健太郎,2020-10,東レアローズ,2,13,28,13,1,46.4,42.9,0,0,0,7,20,0,3,2,-1.2,4,1,2,20,,1.0,0.54,50.0
高橋健太郎,2020-11,東レアローズ,2,22,55,35,3,63.6,58.2,0,0,0,14,42,3,12,9,5.4,1,0,0,52,,1.59,0.64,0.0
高橋健太郎,2021-01,東レアローズ,2,18,32,16,3,50.0,40.6,0,0,0,5,24,1,8,0,-4.2,5,1,4,22,,0.89,0.28,60.0
高橋健太郎,2021-02,東レアローズ,2,33,88,53,1,60.2,59.1,0,0,0,15,61,5,20,15,6.1,11,4,4,73,,1.61,0.45,54.5
高橋健太郎,2021-03,東レアローズ,2,11,30,18,1,60.0,56.7,0,0,0,3,20,1,10,4,-2.5,1,1,0,22,,1.64,0.27,100.0
高澤和貴,2020-10,VC長野トライデンツ,21,8,0,0,0,,,0,0,0,0,5,0,1,1,0.0,3,3,0,0,,0.0,0.0,100.0
高澤和貴,2020-11,VC長野トライデンツ,21,10,0,0,0,,,0,0,0,0,8,0,1,0,-3.1,1,0,1,0,,0.0,0.0,50.0
高澤和貴,2021-01,VC長野トライデンツ,21,21,0,0,0,,,0,0,0,0,0,0,0,0,,13,1,2,0,,0.0,0.0,15.4
高澤和貴,2021-02,VC長野トライデンツ,21,18,0,0,0,,,0,0,0,0,0,0,0,0,,5,4,1,0,,0.0,0.0,90.0
高澤和貴,2021-03,VC長野トライデンツ,21,5,0,0,0,,,0,0,0,0,0,0,0,0,,7,4,1,0,,0.0,0.0,64.3
高野直哉,2020-10,堺ブレイザーズ,4,18,93,42,7,45.2,37.6,12,4,1,5,57,2,14,16,4.4,126,48,44,49,33.3,2.33,0.28,55.6
高野直哉,2020-11,堺ブレイザーズ,4,28,136,68,9,50.0,43.4,21,13,2,8,88,1,18,22,2.3,171,75,54,77,61.9,2.43,0.29,59.6
高野直哉,2020-12,堺ブレイザーズ,4,9,52,30,5,57.7,48.1,9,7,0,7,38,4,8,12,13.2,65,28,21,41,77.8,3.33,0.78,59.2
高野直哉,2021-01,堺ブレイザーズ,4,21,101,54,9,53.5,44.6,17,9,3,10,78,1,16,28,5.1,143,69,28,65,52.9,2.57,0.48,58.0
高野直哉,2021-02,堺ブレイザーズ,4,31,166,84,5,50.6,47.6,21,14,1,8,106,2,29,22,0.2,232,98,73,94,66.7,2.71,0.26,58.0
高野直哉,2021-03,堺ブレイザーズ,4,5,18,4,1,22.2,16.7,2,1,0,0,7,0,3,0,-10.7,38,8,9,4,50.0,0.8,0.0,32.9
鳥飼亜斗夢,2020-10,サントリーサンバーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
鵜野幸也,2020-10,堺ブレイザーズ,23,5,26,6,2,23.1,15.4,9,1,2,2,12,0,4,5,2.1,17,7,4,8,11.1,1.2,0.4,52.9
鵜野幸也,2020-11,堺ブレイザーズ,23,2,3,1,0,33.3,33.3,1,0,0,0,2,0,1,1,0.0,4,2,0,1,0.0,0.5,0.0,50.0
鵜野幸也,2020-12,堺ブレイザーズ,23,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
鵜野幸也,2021-01,堺ブレイザーズ,23,24,164,83,7,50.6,46.3,41,20,0,3,93,5,11,27,9.7,153,67,36,91,48.8,3.46,0.12,55.6
鵜野幸也,2021-02,堺ブレイザーズ,23,24,151,71,6,47.0,43.0,34,18,0,5,72,1,10,11,1.7,142,62,39,77,52.9,2.96,0.21,57.4
鵜野幸也,2021-03,堺ブレイザーズ,23,8,36,11,1,30.6,27.8,10,5,0,1,24,2,6,7,9.4,47,15,12,14,50.0,1.38,0.12,44.7
鶴田大樹,2020-10,サントリーサンバーズ,1,20,0,0,0,,,0,0,0,0,0,0,0,0,,78,35,29,0,,0.0,0.0,63.5
鶴田大樹,2020-11,サントリーサンバーズ,1,30,0,0,0,,,0,0,0,0,0,0,0,0,,166,80,53,0,,0.0,0.0,64.2
鶴田大樹,2021-01,サントリーサンバーズ,1,22,0,0,0,,,0,0,0,0,0,0,0,0,,134,45,53,0,,0.0,0.0,53.4
鶴田大樹,2021-02,サントリーサンバーズ,1,28,0,0,0,,,0,0,0,0,0,0,0,0,,165,94,31,0,,0.0,0.0,66.4
鶴田大樹,2021-03,サントリーサンバーズ,1,9,0,0,0,,,0,0,0,0,0,0,0,0,,37,15,14,0,,0.0,0.0,59.5
黒田彪斗,2020-10,FC東京,26,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
黒田彪斗,2020-11,FC東京,26,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
黒田彪斗,2021-01,FC東京,26,9,55,28,3,50.9,45.5,3,1,0,1,26,3,6,10,15.4,43,19,8,32,33.3,3.11,0.11,53.5
黒田彪斗,2021-02,FC東京,26,8,30,10,2,33.3,26.7,1,0,0,3,20,0,5,2,-3.8,20,4,10,13,0.0,1.25,0.38,45.0
