名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
安井勇誠,12,JTサンダーズ,11,10,64,27,4,42.2,35.9,5,5,0,1,27,1,3,11,40,24,0,29,100.0,2.7,0.1,11.1,60.0
安永拓弥,01,JTサンダーズ,1,21,25,15,3,60.0,48.0,0,0,0,9,58,2,17,11,0,0,0,26,,0.7,0.4,0.9,
安永拓弥,02,JTサンダーズ,1,7,8,3,0,37.5,37.5,0,0,0,5,14,1,2,2,2,0,0,9,,0.4,0.7,7.1,0.0
安永拓弥,10,JTサンダーズ,1,4,7,4,0,57.1,57.1,0,0,0,2,13,1,2,0,1,1,0,7,,1.0,0.5,3.8,100.0
安永拓弥,11,JTサンダーズ,1,26,54,27,2,50.0,46.3,1,0,0,11,56,2,14,11,2,1,0,40,0.0,1.0,0.4,2.2,50.0
安永拓弥,12,JTサンダーズ,1,5,8,5,0,62.5,62.5,0,0,0,2,14,0,4,0,0,0,0,7,,1.0,0.4,-7.1,
富松崇彰,01,東レアローズ,1,26,76,46,4,60.5,55.3,0,0,0,22,82,2,3,24,1,0,0,70,,1.8,0.8,8.8,0.0
富松崇彰,02,東レアローズ,1,8,24,10,1,41.7,37.5,0,0,0,7,21,0,1,10,1,0,0,17,,1.2,0.9,10.7,0.0
富松崇彰,11,東レアローズ,1,30,77,37,5,48.1,41.6,0,0,0,22,94,1,6,23,1,0,0,60,,1.2,0.7,5.6,0.0
富松崇彰,12,東レアローズ,1,15,35,18,2,51.4,45.7,0,0,0,19,43,1,2,8,2,1,0,38,,1.2,1.3,5.8,50.0
専田和也,01,パナソニックパンサーズ,12,9,0,0,0,,,0,0,0,0,2,0,1,1,10,4,0,0,,0.0,0.0,0.0,40.0
専田和也,02,パナソニックパンサーズ,12,3,0,0,0,,,0,0,0,0,0,0,0,0,4,1,0,0,,0.0,0.0,,25.0
専田和也,11,パナソニックパンサーズ,12,19,0,0,0,,,0,0,0,0,19,0,6,4,10,5,0,0,,0.0,0.0,-2.6,50.0
専田和也,12,パナソニックパンサーズ,12,5,0,0,0,,,0,0,0,0,8,0,2,1,0,0,0,0,,0.0,0.0,-3.1,
小宮雄一郎,01,東レアローズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小宮雄一郎,02,東レアローズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小宮雄一郎,11,東レアローズ,19,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小宮雄一郎,12,東レアローズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小田嶋大貴,02,FC東京,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山内晶大,01,パナソニックパンサーズ,10,7,19,10,2,52.6,42.1,0,0,0,3,32,2,2,15,2,1,0,15,,1.4,0.4,16.4,50.0
山岡祐也,01,FC東京,10,29,1,0,0,0.0,0.0,0,0,0,0,93,0,2,34,2,0,0,0,,0.0,0.0,8.6,0.0
山岡祐也,02,FC東京,10,6,0,0,0,,,0,0,0,0,19,0,1,6,0,0,0,0,,0.0,0.0,6.6,
山岡祐也,10,FC東京,10,2,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
山岡祐也,11,FC東京,10,20,2,1,0,50.0,50.0,0,0,0,0,25,0,4,4,1,0,0,1,,0.0,0.0,0.0,0.0
山岡祐也,12,FC東京,10,8,0,0,0,,,0,0,0,0,14,0,2,4,0,0,0,0,,0.0,0.0,3.6,
山本将平,01,FC東京,6,29,147,60,16,40.8,29.9,25,12,3,8,132,12,27,59,196,121,0,80,48.0,2.1,0.3,15.2,61.7
山本将平,10,FC東京,6,3,18,10,2,55.6,44.4,4,2,0,0,6,0,2,4,19,9,0,10,50.0,3.3,0.0,8.3,47.4
山本将平,11,FC東京,6,26,137,47,12,34.3,25.5,17,8,3,7,96,8,22,39,235,150,0,62,47.1,1.8,0.3,12.8,63.8
山本将平,12,FC東京,6,8,38,10,1,26.3,23.7,1,1,0,2,24,1,8,8,46,30,0,13,100.0,1.2,0.2,4.2,65.2
山本洋平,01,FC東京,23,8,0,0,0,,,0,0,0,0,0,0,0,0,14,5,0,0,,0.0,0.0,,35.7
山本洋平,02,FC東京,23,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山本洋平,11,FC東京,23,2,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
山本洋平,12,FC東京,23,4,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,0,,0.0,0.0,,0.0
山本湧,01,サントリーサンバーズ,15,6,3,3,0,100.0,100.0,0,0,0,3,18,2,3,7,0,0,0,8,,0.5,0.5,16.7,
山本湧,02,サントリーサンバーズ,15,8,2,0,0,0.0,0.0,0,0,0,0,27,2,5,7,0,0,0,2,,0.0,0.0,9.3,
山本湧,11,サントリーサンバーズ,15,3,0,0,0,,,0,0,0,0,3,0,2,0,0,0,0,0,,0.0,0.0,-16.7,
山村宏太,01,サントリーサンバーズ,1,26,45,24,2,53.3,48.9,0,0,0,16,75,1,1,14,7,5,0,41,,0.9,0.6,5.7,71.4
山村宏太,02,サントリーサンバーズ,1,8,7,4,0,57.1,57.1,0,0,0,5,17,0,3,4,3,1,0,9,,0.5,0.6,1.5,33.3
山村宏太,10,サントリーサンバーズ,1,4,6,3,0,50.0,50.0,0,0,0,0,9,0,1,2,0,0,0,3,,0.8,0.0,2.8,
山村宏太,11,サントリーサンバーズ,1,19,27,16,0,59.3,59.3,0,0,0,6,40,1,1,9,3,2,0,23,,0.8,0.3,7.5,66.7
山村宏太,12,サントリーサンバーズ,1,11,26,14,0,53.8,53.8,0,0,0,9,27,1,2,12,8,4,0,24,,1.3,0.8,13.0,50.0
山添信也,01,パナソニックパンサーズ,3,22,39,21,2,53.8,48.7,0,0,0,7,77,1,4,32,3,3,0,29,,1.0,0.3,10.4,100.0
山添信也,02,パナソニックパンサーズ,3,9,22,14,0,63.6,63.6,0,0,0,1,38,0,3,14,1,0,0,15,,1.6,0.1,7.2,0.0
山添信也,11,パナソニックパンサーズ,3,33,65,36,3,55.4,50.8,0,0,0,11,121,2,7,34,8,6,0,49,,1.1,0.3,7.2,75.0
山添信也,12,パナソニックパンサーズ,3,14,20,14,1,70.0,65.0,0,0,0,3,58,2,5,9,1,1,0,19,,1.0,0.2,5.2,100.0
山田脩造,01,豊田合成トレフェルサ,1,11,23,7,2,30.4,21.7,0,0,0,0,11,0,3,4,14,10,0,7,,0.6,0.0,2.3,71.4
山田脩造,02,豊田合成トレフェルサ,1,5,22,8,0,36.4,36.4,1,0,0,2,12,0,3,4,21,13,0,10,0.0,1.6,0.4,2.1,61.9
山田脩造,11,豊田合成トレフェルサ,1,14,34,14,3,41.2,32.4,0,0,0,2,19,0,2,6,15,7,0,16,,1.0,0.1,5.3,46.7
山田脩造,12,豊田合成トレフェルサ,1,3,4,3,0,75.0,75.0,0,0,0,0,2,0,1,0,2,1,0,3,,1.0,0.0,-12.5,50.0
山田要平,01,FC東京,4,6,6,5,0,83.3,83.3,0,0,0,0,4,0,0,1,0,0,0,5,,0.8,0.0,6.2,
山田要平,10,FC東京,4,2,2,1,0,50.0,50.0,0,0,0,0,2,0,0,1,0,0,0,1,,0.5,0.0,12.5,
山田要平,11,FC東京,4,26,17,10,0,58.8,58.8,0,0,0,1,67,4,5,14,2,0,0,15,,0.4,0.0,9.3,0.0
山田要平,12,FC東京,4,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
山近哲,01,豊田合成トレフェルサ,2,5,3,1,0,33.3,33.3,0,0,0,0,2,0,0,0,0,0,0,1,,0.2,0.0,0.0,
山近哲,02,豊田合成トレフェルサ,2,3,3,1,1,33.3,0.0,0,0,0,0,4,0,1,0,0,0,0,1,,0.3,0.0,-6.2,
山近哲,11,豊田合成トレフェルサ,2,3,3,3,0,100.0,100.0,0,0,0,0,3,0,1,0,0,0,0,3,,1.0,0.0,-8.3,
山近哲,12,豊田合成トレフェルサ,2,3,2,2,0,100.0,100.0,0,0,0,1,6,0,3,1,0,0,0,3,,0.7,0.3,-8.3,
岡崎将司,01,FC東京,1,28,152,72,12,47.4,39.5,56,26,5,7,87,6,28,24,27,13,0,85,46.4,2.6,0.2,5.7,48.1
岡崎将司,02,FC東京,1,7,43,13,3,30.2,23.3,11,2,0,2,32,3,5,9,28,21,0,18,18.2,1.9,0.3,12.5,75.0
岡崎将司,10,FC東京,1,2,4,2,0,50.0,50.0,0,0,0,1,6,2,1,0,4,3,0,5,,1.0,0.5,29.2,75.0
岡崎将司,11,FC東京,1,16,27,14,2,51.9,44.4,3,2,0,1,32,2,5,16,36,21,0,17,66.7,0.9,0.1,14.8,58.3
岡崎将司,12,FC東京,1,10,27,13,0,48.1,48.1,0,0,0,2,20,1,4,5,32,17,0,16,,1.3,0.2,6.2,53.1
岡本祥吾,01,サントリーサンバーズ,6,21,5,3,0,60.0,60.0,1,1,0,5,73,0,1,16,1,0,0,8,100.0,0.1,0.2,5.1,0.0
岡本祥吾,02,サントリーサンバーズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
岡本祥吾,10,サントリーサンバーズ,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡本祥吾,11,サントリーサンバーズ,6,14,3,3,0,100.0,100.0,0,0,0,6,38,0,4,7,0,0,0,9,,0.2,0.4,2.0,
岡本祥吾,12,サントリーサンバーズ,6,11,3,3,0,100.0,100.0,0,0,0,3,38,0,4,7,2,0,0,6,,0.3,0.3,2.0,0.0
岡本秀明,01,豊田合成トレフェルサ,13,19,10,7,0,70.0,70.0,0,0,0,0,14,0,4,4,48,26,0,7,,0.4,0.0,0.0,54.2
岡本秀明,02,豊田合成トレフェルサ,13,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,6,5,0,0,,0.0,0.0,,83.3
岡本秀明,11,豊田合成トレフェルサ,13,17,4,2,0,50.0,50.0,0,0,0,0,21,0,3,8,19,11,0,2,,0.1,0.0,6.0,57.9
岡本秀明,12,豊田合成トレフェルサ,13,9,3,0,0,0.0,0.0,0,0,0,0,2,0,1,0,11,7,0,0,,0.0,0.0,-12.5,63.6
川口太一,01,豊田合成トレフェルサ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
川口太一,02,豊田合成トレフェルサ,20,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
川口太一,11,豊田合成トレフェルサ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
川口太一,12,豊田合成トレフェルサ,20,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
廣瀬優希,01,ジェイテクトSTINGS,21,4,3,2,0,66.7,66.7,0,0,0,0,6,0,4,1,1,0,0,2,,0.5,0.0,-12.5,0.0
廣瀬優希,02,ジェイテクトSTINGS,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
廣瀬優希,11,ジェイテクトSTINGS,21,4,4,3,0,75.0,75.0,0,0,0,4,10,1,4,2,0,0,0,8,,0.8,1.0,5.0,
廣瀬優希,12,ジェイテクトSTINGS,21,13,33,19,4,57.6,45.5,0,0,0,6,49,5,15,10,1,0,0,30,,1.5,0.5,7.7,0.0
手原紳,01,FC東京,16,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
手原紳,02,FC東京,16,2,1,1,0,100.0,100.0,0,0,0,0,3,0,0,1,0,0,0,1,,0.5,0.0,8.3,
手塚大,01,FC東京,9,14,53,17,4,32.1,24.5,18,5,3,3,16,1,4,9,4,3,0,21,27.8,1.2,0.2,14.1,75.0
手塚大,02,FC東京,9,7,66,36,4,54.5,48.5,21,8,3,2,26,1,6,5,8,6,0,39,38.1,5.1,0.3,2.9,75.0
手塚大,10,FC東京,9,3,12,6,2,50.0,33.3,4,2,1,0,8,0,1,2,1,0,0,6,50.0,2.0,0.0,3.1,0.0
手塚大,11,FC東京,9,29,183,82,14,44.8,37.2,57,23,8,12,99,3,14,42,2,1,0,97,40.4,2.8,0.4,10.1,50.0
手塚大,12,FC東京,9,6,45,20,2,44.4,40.0,14,4,2,3,24,5,4,7,4,3,0,28,28.6,3.3,0.5,24.0,75.0
新井洋介,02,豊田合成トレフェルサ,18,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
星谷健太朗,01,サントリーサンバーズ,17,6,7,2,1,28.6,14.3,0,0,0,3,18,1,2,3,1,0,0,6,,0.3,0.5,6.9,0.0
星谷健太朗,10,サントリーサンバーズ,17,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
星谷健太朗,11,サントリーサンバーズ,17,18,14,6,1,42.9,35.7,0,0,0,13,37,0,4,7,2,1,0,19,,0.3,0.7,2.0,50.0
星谷健太朗,12,サントリーサンバーズ,17,12,16,6,2,37.5,25.0,0,0,0,8,28,1,1,9,6,4,0,15,,0.5,0.7,10.7,66.7
星野秀知,01,東レアローズ,10,26,113,58,4,51.3,47.8,0,0,0,7,112,9,28,47,187,108,0,74,,2.2,0.3,12.3,57.8
星野秀知,02,東レアローズ,10,8,30,12,3,40.0,30.0,0,0,0,0,22,1,7,5,45,27,0,13,,1.5,0.0,2.3,60.0
星野秀知,11,東レアローズ,10,33,144,55,7,38.2,33.3,1,0,0,7,107,3,27,35,206,128,0,65,0.0,1.7,0.2,4.7,62.1
星野秀知,12,東レアローズ,10,15,64,36,3,56.2,51.6,0,0,0,10,58,0,13,15,119,79,0,46,,2.4,0.7,0.9,66.4
木村泰輔,01,堺ブレイザーズ,15,2,4,2,1,50.0,25.0,0,0,0,0,5,2,0,0,0,0,0,4,,1.0,0.0,40.0,
木村泰輔,02,堺ブレイザーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村泰輔,11,堺ブレイザーズ,15,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,,0.0,0.0,-8.3,
木村泰輔,12,堺ブレイザーズ,15,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
木村築,11,FC東京,30,1,4,1,1,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
本間隆太,01,ジェイテクトSTINGS,17,27,0,0,0,,,0,0,0,0,0,0,0,0,134,78,0,0,,0.0,0.0,,58.2
本間隆太,02,ジェイテクトSTINGS,17,6,0,0,0,,,0,0,0,0,0,0,0,0,29,14,0,0,,0.0,0.0,,48.3
本間隆太,10,ジェイテクトSTINGS,17,3,0,0,0,,,0,0,0,0,0,0,0,0,10,4,0,0,,0.0,0.0,,40.0
本間隆太,11,ジェイテクトSTINGS,17,29,0,0,0,,,0,0,0,0,0,0,0,0,131,70,0,0,,0.0,0.0,,53.4
本間隆太,12,ジェイテクトSTINGS,17,11,0,0,0,,,0,0,0,0,0,0,0,0,50,29,0,0,,0.0,0.0,,58.0
李博,01,東レアローズ,15,26,87,45,5,51.7,46.0,1,0,0,11,82,0,7,19,4,1,0,56,0.0,1.7,0.4,3.7,25.0
李博,02,東レアローズ,15,8,25,17,1,68.0,64.0,0,0,0,5,18,0,1,7,0,0,0,22,,2.1,0.6,8.3,
李博,11,東レアローズ,15,21,50,33,1,66.0,64.0,1,1,0,9,46,1,2,13,1,1,0,43,100.0,1.6,0.4,8.2,100.0
李博,12,東レアローズ,15,5,18,10,2,55.6,44.4,0,0,0,1,21,1,2,8,2,2,0,12,,2.0,0.2,11.9,100.0
松岡祐太,01,堺ブレイザーズ,13,6,39,17,4,43.6,33.3,10,4,1,0,17,1,0,7,0,0,0,18,40.0,2.8,0.0,16.2,
松岡祐太,02,堺ブレイザーズ,13,1,6,1,0,16.7,16.7,2,0,0,0,2,0,0,2,0,0,0,1,0.0,1.0,0.0,25.0,
松岡祐太,11,堺ブレイザーズ,13,8,35,18,2,51.4,45.7,15,8,1,2,14,0,4,7,0,0,0,20,53.3,2.2,0.2,5.4,
松岡祐太,12,堺ブレイザーズ,13,2,5,1,0,20.0,20.0,0,0,0,0,1,0,0,0,0,0,0,1,,0.5,0.0,0.0,
松崎廣光,10,サントリーサンバーズ,21,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
松崎廣光,11,サントリーサンバーズ,21,11,4,2,0,50.0,50.0,1,0,0,0,12,1,2,3,20,10,0,3,0.0,0.2,0.0,10.4,50.0
松崎廣光,12,サントリーサンバーズ,21,9,18,5,2,27.8,16.7,0,0,0,1,14,0,3,7,27,12,0,6,,0.6,0.1,7.1,44.4
松崎良輔,11,ジェイテクトSTINGS,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松崎良輔,12,ジェイテクトSTINGS,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松本慶彦,01,堺ブレイザーズ,1,22,67,40,1,59.7,58.2,0,0,0,8,65,0,2,18,4,2,0,48,,1.8,0.4,6.2,50.0
松本慶彦,02,堺ブレイザーズ,1,6,18,11,1,61.1,55.6,0,0,0,4,20,0,1,7,1,1,0,15,,1.8,0.7,7.5,100.0
松本慶彦,11,堺ブレイザーズ,1,24,66,29,4,43.9,37.9,0,0,0,9,68,0,5,17,6,4,0,38,,1.2,0.4,4.4,66.7
松本慶彦,12,堺ブレイザーズ,1,17,53,30,4,56.6,49.1,0,0,0,6,49,1,3,11,1,1,0,37,,1.8,0.4,6.1,100.0
柳澤広平,02,ジェイテクトSTINGS,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳田将洋,01,サントリーサンバーズ,13,26,161,74,16,46.0,36.0,22,5,4,6,101,12,19,43,123,55,0,92,22.7,2.8,0.2,17.8,44.7
柳田将洋,02,サントリーサンバーズ,13,8,49,26,5,53.1,42.9,5,2,0,1,29,1,6,11,38,19,0,28,40.0,3.2,0.1,7.8,50.0
柳田将洋,10,サントリーサンバーズ,13,4,19,6,1,31.6,26.3,2,1,0,0,12,1,5,4,16,5,0,7,50.0,1.5,0.0,6.2,31.2
柳田将洋,11,サントリーサンバーズ,13,24,114,51,14,44.7,32.5,18,11,3,3,60,5,16,21,95,57,0,59,61.1,2.1,0.1,10.4,60.0
柳田将洋,12,サントリーサンバーズ,13,7,25,12,1,48.0,44.0,6,2,0,0,16,2,4,6,14,7,0,14,33.3,1.7,0.0,15.6,50.0
栗山雅史,01,サントリーサンバーズ,19,26,146,69,11,47.3,39.7,14,8,3,6,68,2,5,22,163,91,0,77,57.1,2.7,0.2,9.2,55.8
栗山雅史,02,サントリーサンバーズ,19,8,28,12,1,42.9,39.3,0,0,0,2,36,3,5,12,39,23,0,17,,1.5,0.2,13.2,59.0
栗山雅史,10,サントリーサンバーズ,19,4,25,13,2,52.0,44.0,2,0,1,1,13,1,2,5,30,17,0,15,0.0,3.2,0.2,13.5,56.7
栗山雅史,11,サントリーサンバーズ,19,19,112,47,7,42.0,35.7,34,17,2,3,43,2,8,13,77,31,0,52,50.0,2.5,0.2,7.6,40.3
栗山雅史,12,サントリーサンバーズ,19,11,79,37,5,46.8,40.5,14,11,0,0,36,2,11,11,43,11,0,39,78.6,3.4,0.0,5.6,25.6
梅野聡,01,東レアローズ,9,4,0,0,0,,,0,0,0,0,10,0,3,2,0,0,0,0,,0.0,0.0,-2.5,
梅野聡,02,東レアローズ,9,3,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
梅野聡,11,東レアローズ,9,8,2,1,0,50.0,50.0,0,0,0,1,16,0,1,4,1,0,0,2,,0.1,0.1,4.7,0.0
梅野聡,12,東レアローズ,9,10,2,1,0,50.0,50.0,0,0,0,1,38,1,3,14,1,0,0,3,,0.1,0.1,9.9,0.0
椿山竜介,01,サントリーサンバーズ,14,8,16,8,4,50.0,25.0,4,1,3,0,11,0,1,5,0,0,0,8,25.0,1.0,0.0,9.1,
椿山竜介,02,サントリーサンバーズ,14,6,0,0,0,,,0,0,0,0,6,0,2,2,0,0,0,0,,0.0,0.0,0.0,
椿山竜介,10,サントリーサンバーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
椿山竜介,11,サントリーサンバーズ,14,19,153,70,14,45.8,36.6,74,35,8,2,49,3,13,14,1,0,0,75,47.3,3.7,0.1,6.6,0.0
椿山竜介,12,サントリーサンバーズ,14,2,13,5,1,38.5,30.8,5,0,1,0,3,0,1,1,0,0,0,5,0.0,2.5,0.0,0.0,
横田一義,01,堺ブレイザーズ,12,5,11,5,1,45.5,36.4,0,0,0,4,14,2,4,0,0,0,0,11,,1.0,0.8,7.1,
横田一義,11,堺ブレイザーズ,12,13,25,15,1,60.0,56.0,0,0,0,5,36,0,5,12,0,0,0,20,,1.2,0.4,4.9,
横田一義,12,堺ブレイザーズ,12,7,10,4,1,40.0,30.0,0,0,0,1,14,0,4,4,1,0,0,5,,0.6,0.1,0.0,0.0
橘尚吾,01,FC東京,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
橘尚吾,10,FC東京,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
橘尚吾,11,FC東京,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
橘裕也,01,FC東京,3,29,0,0,0,,,0,0,0,0,0,0,0,0,142,73,0,0,,0.0,0.0,,51.4
橘裕也,02,FC東京,3,7,0,0,0,,,0,0,0,0,0,0,0,0,34,20,0,0,,0.0,0.0,,58.8
橘裕也,10,FC東京,3,3,0,0,0,,,0,0,0,0,0,0,0,0,20,9,0,0,,0.0,0.0,,45.0
橘裕也,11,FC東京,3,30,0,0,0,,,0,0,0,0,0,0,0,0,145,83,0,0,,0.0,0.0,,57.2
橘裕也,12,FC東京,3,12,0,0,0,,,0,0,0,0,0,0,0,0,56,37,0,0,,0.0,0.0,,66.1
永野健,01,パナソニックパンサーズ,17,26,0,0,0,,,0,0,0,0,0,0,0,0,121,81,0,0,,0.0,0.0,,66.9
永野健,02,パナソニックパンサーズ,17,9,0,0,0,,,0,0,0,0,0,0,0,0,52,37,0,0,,0.0,0.0,,71.2
永野健,11,パナソニックパンサーズ,17,33,0,0,0,,,0,0,0,0,0,0,0,0,148,101,0,0,,0.0,0.0,,68.2
永野健,12,パナソニックパンサーズ,17,14,0,0,0,,,0,0,0,0,0,0,0,0,65,52,0,0,,0.0,0.0,,80.0
江頭広樹,01,ジェイテクトSTINGS,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
江頭広樹,10,ジェイテクトSTINGS,20,2,0,0,0,,,0,0,0,0,4,1,1,3,0,0,0,1,,0.0,0.0,37.5,
江頭広樹,11,ジェイテクトSTINGS,20,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
池田政之,01,パナソニックパンサーズ,11,11,11,3,1,27.3,18.2,4,1,1,2,3,0,0,0,0,0,0,5,25.0,0.3,0.2,0.0,
池田政之,02,パナソニックパンサーズ,11,8,9,7,0,77.8,77.8,0,0,0,2,3,0,2,1,0,0,0,9,,0.9,0.2,-8.3,
池田政之,11,パナソニックパンサーズ,11,21,6,1,0,16.7,16.7,2,1,0,1,6,1,2,2,0,0,0,3,50.0,0.0,0.0,16.7,
池田政之,12,パナソニックパンサーズ,11,2,5,3,0,60.0,60.0,4,2,0,0,1,0,0,0,0,0,0,3,50.0,1.5,0.0,0.0,
浅野博亮,01,ジェイテクトSTINGS,19,18,126,43,9,34.1,27.0,4,2,0,0,52,3,7,22,124,75,0,46,50.0,2.4,0.0,13.0,60.5
浅野博亮,10,ジェイテクトSTINGS,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅野博亮,11,ジェイテクトSTINGS,19,25,129,54,10,41.9,34.1,16,5,4,5,61,2,9,23,140,91,0,61,31.2,2.2,0.2,9.0,65.0
浅野博亮,12,ジェイテクトSTINGS,19,14,62,26,4,41.9,35.5,4,0,2,2,40,1,6,14,99,71,0,29,0.0,1.9,0.1,7.5,71.7
深津旭弘,01,JTサンダーズ,3,26,10,4,0,40.0,40.0,0,0,0,12,90,0,5,33,2,0,0,16,,0.2,0.5,7.8,0.0
深津旭弘,02,JTサンダーズ,3,8,3,2,0,66.7,66.7,0,0,0,1,25,0,2,11,0,0,0,3,,0.2,0.1,9.0,
深津旭弘,10,JTサンダーズ,3,4,1,1,0,100.0,100.0,0,0,0,3,15,1,0,6,1,0,0,5,,0.2,0.8,16.7,0.0
深津旭弘,11,JTサンダーズ,3,31,8,2,0,25.0,25.0,0,0,0,8,130,2,9,52,1,0,0,12,,0.1,0.3,9.8,0.0
深津旭弘,12,JTサンダーズ,3,15,2,2,0,100.0,100.0,0,0,0,4,59,1,4,18,0,0,0,7,,0.1,0.3,7.6,
深津英臣,01,パナソニックパンサーズ,2,26,8,3,1,37.5,25.0,1,0,0,6,92,2,5,29,0,0,0,11,0.0,0.1,0.2,8.7,
深津英臣,02,パナソニックパンサーズ,2,8,0,0,0,,,0,0,0,0,18,0,1,6,0,0,0,0,,0.0,0.0,6.9,
深津英臣,11,パナソニックパンサーズ,2,33,7,4,1,57.1,42.9,0,0,0,7,135,4,5,53,2,0,0,15,,0.1,0.2,11.9,0.0
深津英臣,12,パナソニックパンサーズ,2,14,4,3,0,75.0,75.0,0,0,0,3,63,1,4,26,0,0,0,7,,0.2,0.2,10.3,
清水邦広,01,パナソニックパンサーズ,1,26,278,135,21,48.6,41.0,126,56,8,12,121,5,11,67,4,0,0,152,44.4,5.2,0.5,15.7,0.0
清水邦広,02,パナソニックパンサーズ,1,9,77,39,4,50.6,45.5,36,20,3,5,32,0,5,12,0,0,0,44,55.6,4.3,0.6,5.5,
清水邦広,11,パナソニックパンサーズ,1,33,330,167,29,50.6,41.8,137,68,17,10,141,15,20,52,2,1,0,192,49.6,5.1,0.3,16.3,50.0
清水邦広,12,パナソニックパンサーズ,1,14,142,79,8,55.6,50.0,68,41,5,10,65,7,9,15,4,0,0,96,60.3,5.6,0.7,13.1,0.0
清野真一,01,ジェイテクトSTINGS,5,6,17,7,1,41.2,35.3,6,2,0,0,14,1,3,5,0,0,0,8,33.3,1.2,0.0,10.7,
清野真一,02,ジェイテクトSTINGS,5,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
清野真一,10,ジェイテクトSTINGS,5,1,1,1,0,100.0,100.0,1,1,0,0,1,0,0,0,0,0,0,1,100.0,1.0,0.0,0.0,
清野真一,11,ジェイテクトSTINGS,5,12,51,16,1,31.4,29.4,18,2,0,1,27,2,7,9,0,0,0,19,11.1,1.3,0.1,9.3,
清野真一,12,ジェイテクトSTINGS,5,5,29,15,1,51.7,48.3,11,4,1,0,13,1,4,5,0,0,0,16,36.4,3.0,0.0,9.6,
渡辺俊介,01,東レアローズ,6,26,0,0,0,,,0,0,0,0,0,0,0,0,158,97,0,0,,0.0,0.0,,61.4
渡辺俊介,02,東レアローズ,6,8,0,0,0,,,0,0,0,0,0,0,0,0,51,28,0,0,,0.0,0.0,,54.9
