名前,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
谷平拓海,富士通カワサキレッドスピリッツ,14,6,0,2,4,10,4,2,40.0,20.0,1,0,0,0,4,0,2,1,9,6,1,4,0.0,1.0,0.0,-6.2,72.2
越川優,ヴォレアス北海道,0,30,6,10,19,94,42,4,44.7,40.4,9,3,1,7,72,6,16,18,98,51,25,55,33.3,2.21,0.37,9.0,64.8
辰巳遼,ヴォレアス北海道,17,27,6,9,17,5,3,0,60.0,60.0,0,0,0,5,70,0,8,12,1,1,0,8,,0.18,0.29,1.4,100.0
逢沢亘,兵庫デルフィーノ,3,7,23,1,27,75,28,13,37.3,20.0,1,0,1,8,81,3,17,22,5,1,2,39,0.0,1.04,0.3,5.2,40.0
那和朋紀,兵庫デルフィーノ,20,2,6,0,8,26,13,0,50.0,50.0,0,0,0,4,22,0,2,5,1,1,0,17,,1.62,0.5,3.4,100.0
酒井駿,長野GaRons,1,20,15,6,35,311,146,32,46.9,36.7,32,13,7,11,133,6,25,30,333,147,92,163,40.6,4.17,0.31,5.5,58.0
野垣昂大,ヴィアティン三重,3,14,19,3,32,13,7,1,53.8,46.2,0,0,0,8,92,2,4,17,5,0,1,17,,0.22,0.25,5.7,10.0
鈴木匡教,つくばユナイテッドSunGAIA,26,10,11,3,6,5,3,0,60.0,60.0,0,0,0,1,5,1,3,0,0,0,0,5,,0.5,0.17,5.0,
鎌田敏弥,つくばユナイテッドSunGAIA,10,13,20,3,24,29,16,4,55.2,41.4,1,1,0,1,10,0,3,4,18,8,4,17,100.0,0.67,0.04,2.5,55.6
長屋梓,サフィルヴァ北海道,26,4,9,1,10,0,0,0,,,0,0,0,0,15,1,3,3,0,0,0,1,,0.0,0.0,6.7,
長濱裕,きんでんトリニティーブリッツ,3,8,25,1,31,0,0,0,,,0,0,0,0,0,0,0,0,170,78,57,0,,0.0,0.0,,62.6
長谷山拓,富士通カワサキレッドスピリッツ,18,33,2,11,34,10,5,0,50.0,50.0,0,0,0,11,123,4,8,34,3,0,1,20,,0.15,0.32,8.5,16.7
長谷川優太,大同特殊鋼レッドスター,9,17,15,5,31,5,2,0,40.0,40.0,0,0,0,5,97,5,18,19,1,0,0,12,,0.06,0.16,5.4,0.0
長谷川博紀,ヴィアティン三重,8,10,16,2,20,84,33,7,39.3,31.0,1,0,0,8,49,0,5,8,0,0,0,41,0.0,1.65,0.4,1.5,
関根俊哉,ヴォレアス北海道,7,9,1,3,1,2,0,0,0.0,0.0,0,0,0,1,2,0,0,0,2,0,1,1,,0.0,1.0,0.0,25.0
関谷拓巳,つくばユナイテッドSunGAIA,22,19,21,5,27,0,0,0,,,0,0,0,0,0,0,0,0,154,65,28,0,,0.0,0.0,,51.3
阿部航平,つくばユナイテッドSunGAIA,4,19,21,5,37,105,47,3,44.8,41.9,0,0,0,29,137,5,11,33,2,2,0,81,,1.27,0.78,7.7,100.0
阿部誠樹,サフィルヴァ北海道,6,9,22,2,31,205,83,18,40.5,31.7,27,7,5,4,128,5,37,42,203,89,48,92,25.9,2.68,0.13,4.9,55.7
青島賢司,サフィルヴァ北海道,1,4,13,1,7,0,0,0,,,0,0,0,0,10,0,0,2,0,0,0,0,,0.0,0.0,5.0,
高井大輝,長野GaRons,14,20,15,6,30,3,0,0,0.0,0.0,0,0,0,0,79,2,5,23,1,0,0,2,,0.0,0.0,8.2,0.0
高杉優希,東京ヴェルディ,21,0,6,0,5,4,2,0,50.0,50.0,0,0,0,0,18,0,2,4,0,0,0,2,,0.4,0.0,2.8,
高瀬太一,長野GaRons,9,20,15,6,35,237,104,30,43.9,31.2,67,35,7,9,97,5,22,32,0,0,0,118,52.2,2.97,0.26,7.7,
鰐川怜児,長野GaRons,2,20,15,6,35,88,51,6,58.0,51.1,0,0,0,20,96,9,35,15,4,2,2,80,,1.46,0.57,4.2,75.0
黒木隆生,きんでんトリニティーブリッツ,19,7,22,1,8,22,12,0,54.5,54.5,0,0,0,3,14,0,10,2,1,1,0,15,,1.5,0.38,-14.3,100.0
