名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブレシーブ成功率
柴田真果,2021-03,JTマーヴェラス,5,9,5,4,0,80.0,80.0,0,0,0,2,28,0,2,8,5.4,0,0,0,6,,0.44,0.22,
栄絵里香,2021-02,久光スプリングス,11,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
栄絵里香,2021-03,久光スプリングス,11,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
梅津憂理,2021-02,KUROBEアクアフェアリーズ,13,4,43,11,2,25.6,20.9,5,1,0,2,14,1,2,1,5.4,18,9,3,14,20.0,2.75,0.5,58.3
梅津憂理,2021-03,KUROBEアクアフェアリーズ,13,9,60,16,2,26.7,23.3,0,0,0,2,38,3,4,13,13.8,43,16,15,21,,1.78,0.22,54.7
森田夕貴,2021-03,岡山シーガルズ,19,3,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
森田茉莉,2021-03,PFUブルーキャッツ,3,4,0,0,0,,,0,0,0,0,0,0,0,0,,18,6,7,0,,0.0,0.0,52.8
森谷史佳,2021-02,デンソーエアリービーズ,10,6,8,2,2,25.0,0.0,0,0,0,0,9,0,0,1,2.8,1,0,1,2,,0.33,0.0,50.0
森谷史佳,2021-03,デンソーエアリービーズ,10,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
楢崎慈恵,2021-02,岡山シーガルズ,27,8,0,0,0,,,0,0,0,0,0,0,0,0,,30,17,7,0,,0.0,0.0,68.3
楢崎慈恵,2021-03,岡山シーガルズ,27,2,0,0,0,,,0,0,0,0,0,0,0,0,,5,4,0,0,,0.0,0.0,80.0
榊原美沙都,2021-02,トヨタ車体クインシーズ,8,8,0,0,0,,,0,0,0,0,0,0,0,0,,44,26,4,0,,0.0,0.0,63.6
榊原美沙都,2021-03,トヨタ車体クインシーズ,8,9,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
榊原菜那,2021-02,JTマーヴェラス,9,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
榊原菜那,2021-03,JTマーヴェラス,9,2,2,0,0,0.0,0.0,0,0,0,2,2,0,0,0,0.0,0,0,0,2,,0.0,1.0,
権田寛奈,2021-03,埼玉上尾メディックス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
横田真未,2021-02,デンソーエアリービーズ,16,6,30,16,1,53.3,50.0,0,0,0,5,9,0,4,2,-5.6,2,1,0,21,,2.67,0.83,50.0
横田真未,2021-03,デンソーエアリービーズ,16,3,13,7,1,53.8,46.2,0,0,0,1,16,1,0,3,10.9,1,0,1,9,,2.33,0.33,50.0
橋本梨紗,2021-02,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
橋本梨紗,2021-03,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
橘井友香,2021-02,JTマーヴェラス,4,4,1,1,0,100.0,100.0,0,0,0,0,3,0,0,2,16.7,1,1,0,1,,0.25,0.0,100.0
橘井友香,2021-03,JTマーヴェラス,4,9,45,14,1,31.1,28.9,0,0,0,0,21,1,1,8,13.1,10,6,1,15,,1.56,0.0,65.0
櫻井美樹,2021-02,ヴィクトリーナ姫路,2,6,1,1,0,100.0,100.0,0,0,0,0,18,1,1,3,8.3,1,0,0,2,,0.17,0.0,0.0
櫻井美樹,2021-03,ヴィクトリーナ姫路,2,3,0,0,0,,,0,0,0,0,4,0,0,1,6.2,0,0,0,0,,0.0,0.0,
水杉玲奈,2021-03,東レアローズ,11,8,0,0,0,,,0,0,0,0,0,0,0,0,,32,14,8,0,,0.0,0.0,56.2
池谷優佳,2021-02,久光スプリングス,15,3,0,0,0,,,0,0,0,0,0,0,0,0,,1,1,0,0,,0.0,0.0,100.0
池谷優佳,2021-03,久光スプリングス,15,7,0,0,0,,,0,0,0,0,0,0,0,0,,11,1,4,0,,0.0,0.0,27.3
津賀菜緒,2021-03,PFUブルーキャッツ,13,4,10,4,0,40.0,40.0,0,0,0,0,2,0,0,1,12.5,0,0,0,4,,1.0,0.0,
浮島杏加子,2021-02,KUROBEアクアフェアリーズ,12,4,40,14,3,35.0,27.5,6,3,1,0,11,0,0,1,2.3,6,2,1,14,50.0,3.5,0.0,41.7
浮島杏加子,2021-03,KUROBEアクアフェアリーズ,12,4,16,4,0,25.0,25.0,0,0,0,1,0,0,0,0,,1,0,0,5,,1.0,0.25,0.0
深萱知代,2021-02,JTマーヴェラス,12,4,0,0,0,,,0,0,0,0,4,0,0,0,0.0,7,4,2,0,,0.0,0.0,71.4
深萱知代,2021-03,JTマーヴェラス,12,5,0,0,0,,,0,0,0,0,9,0,0,3,8.3,4,2,2,0,,0.0,0.0,75.0
清田萌,2021-02,ヴィクトリーナ姫路,17,4,0,0,0,,,0,0,0,0,2,0,1,0,-12.5,0,0,0,0,,0.0,0.0,
渡邉かや,2021-02,ヴィクトリーナ姫路,21,5,0,0,0,,,0,0,0,0,6,0,0,0,0.0,6,1,3,0,,0.0,0.0,41.7
渡邉かや,2021-03,ヴィクトリーナ姫路,21,1,0,0,0,,,0,0,0,0,3,1,0,1,41.7,0,0,0,1,,0.0,0.0,
渡邊彩,2021-02,トヨタ車体クインシーズ,7,4,18,6,1,33.3,27.8,0,0,0,3,11,0,0,2,4.5,0,0,0,9,,1.5,0.75,
渡邊彩,2021-03,トヨタ車体クインシーズ,7,9,34,18,2,52.9,47.1,0,0,0,3,30,0,1,7,5.0,1,1,0,21,,2.0,0.33,100.0
渡邊真恵,2021-02,岡山シーガルズ,6,8,47,16,0,34.0,34.0,4,1,0,0,28,0,0,8,7.1,5,2,1,16,25.0,2.0,0.0,50.0
渡邊真恵,2021-03,岡山シーガルズ,6,8,57,16,4,28.1,21.1,3,0,1,1,14,0,1,4,5.4,5,1,2,17,0.0,2.0,0.12,40.0
澤田由佳,2021-02,NECレッドロケッツ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
澤田由佳,2021-03,NECレッドロケッツ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
濱松明日香,2021-02,久光スプリングス,17,3,14,6,3,42.9,21.4,0,0,0,0,8,0,0,1,3.1,0,0,0,6,,2.0,0.0,
濱松明日香,2021-03,久光スプリングス,17,4,22,10,2,45.5,36.4,0,0,0,2,11,0,3,2,-2.3,0,0,0,12,,2.5,0.5,
瀬戸杏華,2021-03,PFUブルーキャッツ,2,1,6,2,0,33.3,33.3,0,0,0,0,3,0,0,1,8.3,0,0,0,2,,2.0,0.0,
熊井風音,2021-02,トヨタ車体クインシーズ,10,1,2,0,0,0.0,0.0,0,0,0,0,1,0,0,1,25.0,2,0,0,0,,0.0,0.0,0.0
熊井風音,2021-03,トヨタ車体クインシーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
田中咲希,2021-02,ヴィクトリーナ姫路,13,6,52,17,4,32.7,25.0,3,1,0,1,22,2,2,3,10.2,38,17,7,20,33.3,2.83,0.17,53.9
田中瑞稀,2021-02,JTマーヴェラス,6,4,46,15,2,32.6,28.3,5,1,1,1,19,1,2,7,11.8,25,10,4,17,20.0,3.75,0.25,48.0
田中瑞稀,2021-03,JTマーヴェラス,6,9,96,39,4,40.6,36.5,6,3,0,2,30,1,6,4,1.7,48,18,12,42,50.0,4.33,0.22,50.0
田原愛里,2021-02,デンソーエアリービーズ,8,4,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
田原愛里,2021-03,デンソーエアリービーズ,8,1,0,0,0,,,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0.0,0.0,
田口絢佳,2021-02,岡山シーガルズ,3,1,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,0,0,0,0,,0.0,0.0,
田口絢佳,2021-03,岡山シーガルズ,3,4,7,1,1,14.3,0.0,0,0,0,2,6,0,1,2,4.2,0,0,0,3,,0.25,0.5,
田川紘美,2021-02,埼玉上尾メディックス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
白井美沙紀,2021-03,東レアローズ,4,9,3,0,1,0.0,-33.3,0,0,0,2,28,0,5,10,4.5,1,0,0,2,,0.0,0.22,0.0
白澤明香里,2021-02,久光スプリングス,13,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
白澤明香里,2021-03,久光スプリングス,13,2,0,0,0,,,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0.0,0.0,
目黒優佳,2021-02,JTマーヴェラス,11,4,0,0,0,,,0,0,0,0,0,0,0,0,,20,11,7,0,,0.0,0.0,72.5
目黒優佳,2021-03,JTマーヴェラス,11,9,0,0,0,,,0,0,0,0,0,0,0,0,,28,15,10,0,,0.0,0.0,71.4
目黒安希,2021-02,埼玉上尾メディックス,22,1,0,0,0,,,0,0,0,0,1,0,0,1,25.0,2,2,0,0,,0.0,0.0,100.0
目黒安希,2021-03,埼玉上尾メディックス,22,2,13,4,2,30.8,15.4,0,0,0,0,7,0,0,2,7.1,15,4,1,4,,2.0,0.0,30.0
石橋桃子,2021-02,デンソーエアリービーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
石橋桃子,2021-03,デンソーエアリービーズ,12,1,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
神田さくら,2021-02,JTマーヴェラス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
神田さくら,2021-03,JTマーヴェラス,17,5,7,3,0,42.9,42.9,0,0,0,0,19,1,1,4,9.2,1,1,0,4,,0.6,0.0,100.0
福井愛加,2021-02,ヴィクトリーナ姫路,19,6,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
福井愛加,2021-03,ヴィクトリーナ姫路,19,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
福留慧美,2021-02,デンソーエアリービーズ,19,7,0,0,0,,,0,0,0,0,0,0,0,0,,25,16,2,0,,0.0,0.0,68.0
福留慧美,2021-03,デンソーエアリービーズ,19,3,0,0,0,,,0,0,0,0,0,0,0,0,,4,2,0,0,,0.0,0.0,50.0
積山春花,2021-02,デンソーエアリービーズ,2,7,5,2,0,40.0,40.0,0,0,0,0,6,0,1,2,4.2,0,0,0,2,,0.29,0.0,
積山春花,2021-03,デンソーエアリービーズ,2,1,2,2,0,100.0,100.0,0,0,0,0,0,0,0,0,,0,0,0,2,,2.0,0.0,
窪田美侑,2021-02,日立リヴァーレ,4,6,17,5,1,29.4,23.5,0,0,0,0,14,1,1,5,14.3,8,2,1,6,,0.83,0.0,31.2
窪田美侑,2021-03,日立リヴァーレ,4,4,0,0,0,,,0,0,0,0,8,1,0,3,21.9,6,2,4,1,,0.0,0.0,66.7
立石優華,2021-02,KUROBEアクアフェアリーズ,18,4,0,0,0,,,0,0,0,0,0,0,0,0,,19,8,2,0,,0.0,0.0,47.4
立石優華,2021-03,KUROBEアクアフェアリーズ,18,9,0,0,0,,,0,0,0,0,0,0,0,0,,37,19,12,0,,0.0,0.0,67.6
細沼綾,2021-02,KUROBEアクアフェアリーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
細沼綾,2021-03,KUROBEアクアフェアリーズ,14,4,16,3,1,18.8,12.5,0,0,0,1,9,1,1,2,13.9,4,4,0,5,,0.75,0.25,100.0
綿引菜都美,2021-03,PFUブルーキャッツ,10,4,9,1,1,11.1,0.0,0,0,0,2,13,1,0,3,13.5,0,0,0,4,,0.25,0.5,
脇田美怜,2021-02,ヴィクトリーナ姫路,10,4,29,10,5,34.5,17.2,3,0,2,0,7,1,2,1,10.7,12,2,3,11,0.0,2.5,0.0,29.2
脇田美怜,2021-03,ヴィクトリーナ姫路,10,1,4,0,0,0.0,0.0,0,0,0,0,2,0,1,0,-12.5,1,1,0,0,,0.0,0.0,100.0
舛田紗淑,2021-02,KUROBEアクアフェアリーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
舛田紗淑,2021-03,KUROBEアクアフェアリーズ,9,8,70,28,3,40.0,35.7,1,0,0,1,30,2,4,8,10.0,51,30,6,31,0.0,3.5,0.12,64.7
船田芽依,2021-03,岡山シーガルズ,22,2,0,0,0,,,0,0,0,0,4,1,0,0,25.0,6,5,0,1,,0.0,0.0,83.3
花井萌里,2021-02,ヴィクトリーナ姫路,4,6,0,0,0,,,0,0,0,0,0,0,0,0,,32,17,6,0,,0.0,0.0,62.5
花井萌里,2021-03,ヴィクトリーナ姫路,4,3,0,0,0,,,0,0,0,0,0,0,0,0,,10,6,3,0,,0.0,0.0,75.0
芳賀舞波,2021-02,日立リヴァーレ,6,8,26,5,0,19.2,19.2,0,0,0,2,17,0,1,4,4.4,2,1,0,7,,0.62,0.25,50.0
芳賀舞波,2021-03,日立リヴァーレ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
荒木彩花,2021-02,久光スプリングス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
荒木彩花,2021-03,久光スプリングス,20,5,12,4,1,33.3,25.0,0,0,0,2,15,0,1,6,8.3,0,0,0,6,,0.8,0.4,
荒谷栞,2021-02,ヴィクトリーナ姫路,11,3,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,,0,0,0,2,,0.67,0.0,
菊池杏菜,2021-02,KUROBEアクアフェアリーズ,5,3,0,0,0,,,0,0,0,0,6,0,0,0,0.0,0,0,0,0,,0.0,0.0,
菊池杏菜,2021-03,KUROBEアクアフェアリーズ,5,9,1,0,0,0.0,0.0,0,0,0,0,30,0,0,6,5.0,1,0,0,0,,0.0,0.0,0.0
藤井莉子,2021-03,NECレッドロケッツ,19,4,0,0,0,,,0,0,0,0,0,0,0,0,,7,2,3,0,,0.0,0.0,50.0
藪田美穂子,2021-02,トヨタ車体クインシーズ,17,7,33,6,4,18.2,6.1,3,0,0,0,12,0,1,3,4.2,18,9,0,6,0.0,0.86,0.0,50.0
藪田美穂子,2021-03,トヨタ車体クインシーズ,17,9,58,13,5,22.4,13.8,6,0,1,1,24,0,1,5,4.2,67,21,23,14,0.0,1.44,0.11,48.5
西崎愛菜,2021-03,JTマーヴェラス,20,5,0,0,0,,,0,0,0,0,7,0,1,1,0.0,0,0,0,0,,0.0,0.0,
西川吉野,2021-03,東レアローズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
西川有喜,2021-02,JTマーヴェラス,13,4,38,11,4,28.9,18.4,11,3,3,2,17,3,3,5,20.6,2,2,0,16,27.3,2.75,0.5,100.0
西川有喜,2021-03,JTマーヴェラス,13,9,74,31,1,41.9,40.5,14,5,0,3,16,1,1,8,17.2,1,0,0,35,35.7,3.44,0.33,0.0
西村弥菜美,2021-02,岡山シーガルズ,10,7,0,0,0,,,0,0,0,0,0,0,0,0,,1,1,0,0,,0.0,0.0,100.0
西村弥菜美,2021-03,岡山シーガルズ,10,8,0,0,0,,,0,0,0,0,0,0,0,0,,29,11,7,0,,0.0,0.0,50.0
貞包里穂,2021-02,ヴィクトリーナ姫路,1,4,32,12,1,37.5,34.4,4,0,0,0,12,0,0,3,6.2,16,6,3,12,0.0,3.0,0.0,46.9
貞包里穂,2021-03,ヴィクトリーナ姫路,1,1,9,1,0,11.1,11.1,2,1,0,0,2,0,0,1,12.5,5,2,1,1,50.0,1.0,0.0,50.0
辻彩乃,2021-02,トヨタ車体クインシーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
道下ひなの,2021-02,KUROBEアクアフェアリーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
道下ひなの,2021-03,KUROBEアクアフェアリーズ,21,4,10,7,0,70.0,70.0,0,0,0,1,8,0,1,3,6.2,0,0,0,8,,1.75,0.25,
遠藤彩萌,2021-03,岡山シーガルズ,13,4,24,6,0,25.0,25.0,0,0,0,1,6,0,1,0,-4.2,8,2,4,7,,1.5,0.25,50.0
野中瑠衣,2021-02,日立リヴァーレ,19,7,34,11,3,32.4,23.5,0,0,0,2,26,0,0,12,11.5,33,17,5,13,,1.57,0.29,59.1
野中瑠衣,2021-03,日立リヴァーレ,19,5,29,6,5,20.7,3.4,0,0,0,2,18,0,0,5,6.9,40,18,6,8,,1.2,0.4,52.5
野呂加南子,2021-03,東レアローズ,13,9,100,31,5,31.0,26.0,6,0,0,1,30,2,3,7,10.0,80,31,20,34,0.0,3.44,0.11,51.2
野嶋華澄,2021-02,NECレッドロケッツ,8,9,32,17,0,53.1,53.1,0,0,0,2,25,0,0,6,6.0,0,0,0,19,,1.89,0.22,
野嶋華澄,2021-03,NECレッドロケッツ,8,4,16,7,0,43.8,43.8,1,0,0,2,21,1,0,4,9.5,2,0,1,10,0.0,1.75,0.5,25.0
野本梨佳,2021-02,久光スプリングス,8,3,28,12,0,42.9,42.9,6,3,0,0,11,0,0,5,11.4,7,4,1,12,50.0,4.0,0.0,64.3
野本梨佳,2021-03,久光スプリングス,8,1,10,1,0,10.0,10.0,0,0,0,0,3,0,1,0,-8.3,2,1,0,1,,1.0,0.0,50.0
金杉由香,2021-02,ヴィクトリーナ姫路,6,4,51,17,2,33.3,29.4,2,0,0,0,10,0,3,3,0.0,8,2,1,17,0.0,4.25,0.0,31.2
金杉由香,2021-03,ヴィクトリーナ姫路,6,2,24,6,1,25.0,20.8,0,0,0,1,4,0,0,1,6.2,18,9,4,7,,3.0,0.5,61.1
金田修佳,2021-02,岡山シーガルズ,18,8,111,36,4,32.4,28.8,0,0,0,1,33,0,1,8,5.3,54,34,13,37,,4.5,0.12,75.0
金田修佳,2021-03,岡山シーガルズ,18,7,80,21,2,26.2,23.8,0,0,0,3,30,4,0,5,17.5,40,24,7,28,,3.0,0.43,68.8
鎌田咲希,2021-02,埼玉上尾メディックス,17,1,0,0,0,,,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0.0,0.0,
鎌田咲希,2021-03,埼玉上尾メディックス,17,3,0,0,0,,,0,0,0,0,1,0,0,1,25.0,0,0,0,0,,0.0,0.0,
長内美和子,2021-02,日立リヴァーレ,13,8,91,21,10,23.1,12.1,7,1,0,3,21,0,0,9,10.7,11,9,0,24,14.3,2.62,0.38,81.8
長内美和子,2021-03,日立リヴァーレ,13,5,63,23,2,36.5,33.3,0,0,0,2,19,1,4,4,5.3,0,0,0,26,,4.6,0.4,
長瀬そら,2021-02,岡山シーガルズ,26,8,43,15,0,34.9,34.9,0,0,0,2,21,0,0,5,6.0,0,0,0,17,,1.88,0.25,
長瀬そら,2021-03,岡山シーガルズ,26,6,23,8,3,34.8,21.7,0,0,0,0,14,0,0,3,5.4,1,0,1,8,,1.33,0.0,50.0
長野有紗,2021-02,ヴィクトリーナ姫路,5,6,25,11,3,44.0,32.0,0,0,0,0,20,2,3,9,17.5,1,0,0,13,,1.83,0.0,0.0
長野有紗,2021-03,ヴィクトリーナ姫路,5,3,14,6,0,42.9,42.9,0,0,0,1,4,0,1,1,0.0,2,1,0,7,,2.0,0.33,50.0
雑賀恵斗,2021-02,日立リヴァーレ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
雑賀恵斗,2021-03,日立リヴァーレ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
青柳京古,2021-02,埼玉上尾メディックス,11,3,14,5,2,35.7,21.4,0,0,0,2,11,1,1,3,13.6,0,0,0,8,,1.67,0.67,
青柳京古,2021-03,埼玉上尾メディックス,11,4,22,9,1,40.9,36.4,0,0,0,1,19,1,1,4,9.2,0,0,0,11,,2.25,0.25,
高柳有里,2021-02,岡山シーガルズ,9,4,16,6,1,37.5,31.2,0,0,0,0,13,1,1,3,11.5,23,7,6,7,,1.5,0.0,43.5
高柳有里,2021-03,岡山シーガルズ,9,3,7,5,0,71.4,71.4,0,0,0,1,3,0,0,1,8.3,17,3,7,6,,1.67,0.33,38.2
高橋茉莉奈,2021-02,JTマーヴェラス,19,4,6,2,1,33.3,16.7,0,0,0,3,19,1,0,6,13.2,2,1,1,6,,0.5,0.75,75.0
高橋茉莉奈,2021-03,JTマーヴェラス,19,5,5,1,0,20.0,20.0,0,0,0,2,11,0,2,2,0.0,0,0,0,3,,0.2,0.4,
高相みな実,2021-03,PFUブルーキャッツ,8,4,29,17,1,58.6,55.2,1,0,0,1,14,3,2,3,23.2,29,10,9,21,0.0,4.25,0.25,50.0
高野由里加,2021-02,岡山シーガルズ,21,2,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0.0,0.0,
鴫原ひなた,2021-02,トヨタ車体クインシーズ,1,8,79,24,7,30.4,21.5,15,4,1,2,25,1,3,5,6.0,52,31,8,27,26.7,3.0,0.25,67.3
鴫原ひなた,2021-03,トヨタ車体クインシーズ,1,7,44,10,5,22.7,11.4,3,1,0,1,22,1,2,7,10.2,38,9,15,12,33.3,1.43,0.14,43.4
麻野七奈未,2021-02,デンソーエアリービーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
麻野七奈未,2021-03,デンソーエアリービーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
齋藤加奈子,2021-02,日立リヴァーレ,7,6,0,0,0,,,0,0,0,0,0,0,0,0,,17,11,1,0,,0.0,0.0,67.6
齋藤加奈子,2021-03,日立リヴァーレ,7,3,0,0,0,,,0,0,0,0,1,0,0,1,25.0,4,1,2,0,,0.0,0.0,50.0
