試合日,年月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2021-03-07,2021-03,トヨタ車体クインシーズ,25,,周田夏紀,3,□,nan,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,5,1,1,0,15.0,0,0,0,-,1
2021-02-27,2021-02,NECレッドロケッツ,3,,塚田しおり,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2021-02-27,2021-02,NECレッドロケッツ,4,,柳田光綺,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2021-02-27,2021-02,NECレッドロケッツ,5,,曽我啓菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,NECレッドロケッツ,6,,上野香織,4,■,■,■,■,nan,23,9,3,39.1,26.1,2.25,0,0,0,-,3,0.75,10,0,0,2,5.0,0,0,0,-,12
2021-02-27,2021-02,NECレッドロケッツ,8,,野嶋華澄,4,■,■,■,■,nan,14,9,0,64.3,64.3,2.25,0,0,0,-,1,0.25,12,0,0,3,6.2,0,0,0,-,10
2021-02-27,2021-02,NECレッドロケッツ,9,,廣瀬七海,4,■,■,■,■,nan,43,17,0,39.5,39.5,4.25,10,2,0,20.0,0,-,6,0,2,0,-8.3,0,0,0,-,17
2021-02-27,2021-02,NECレッドロケッツ,10,,澤田由佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,NECレッドロケッツ,11,,古谷ちなみ,4,■,■,■,■,nan,34,11,3,32.4,23.5,2.75,10,4,1,40.0,2,0.50,12,1,2,3,10.4,29,10,11,53.4,14
2021-02-27,2021-02,NECレッドロケッツ,12,,山内美咲,4,■,■,■,■,nan,22,7,1,31.8,27.3,1.75,3,0,0,0.0,1,0.25,29,3,3,14,19.8,25,6,12,48.0,11
2021-02-27,2021-02,NECレッドロケッツ,14,,安田美南,4,■,■,■,■,nan,6,5,0,83.3,83.3,1.25,0,0,0,-,0,-,15,2,2,1,11.7,0,0,0,-,7
2021-02-27,2021-02,NECレッドロケッツ,15,,吉田あゆみ,4,□,□,□,□,nan,3,1,0,33.3,33.3,0.25,0,0,0,-,0,-,6,0,2,1,-4.2,8,6,1,81.2,1
2021-02-27,2021-02,NECレッドロケッツ,16,L,小島満菜美,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,11,4,5,59.1,0
2021-02-27,2021-02,NECレッドロケッツ,17,,川上雛菜,3,□,nan,□,□,nan,1,1,0,100.0,100.0,0.33,1,1,0,100.0,0,-,5,0,0,2,10.0,0,0,0,-,1
2021-02-27,2021-02,NECレッドロケッツ,18,L,佐藤澪,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,KUROBEアクアフェアリーズ,5,,菊池杏菜,3,nan,□,□,■,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,0,0.0,0,0,0,-,0
2021-02-27,2021-02,KUROBEアクアフェアリーズ,6,,山城愛心,4,■,■,■,■,nan,38,8,0,21.1,21.1,2.00,1,0,0,0.0,0,-,10,0,0,5,12.5,26,6,7,36.5,8
2021-02-27,2021-02,KUROBEアクアフェアリーズ,7,,島田美紅,4,■,■,■,■,nan,20,6,6,30.0,0.0,1.50,0,0,0,-,1,0.25,13,1,1,3,11.5,15,5,8,60.0,8
2021-02-27,2021-02,KUROBEアクアフェアリーズ,9,,舛田紗淑,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,KUROBEアクアフェアリーズ,11,,杉原若葉,1,nan,nan,□,nan,nan,4,2,0,50.0,50.0,2.00,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,2
2021-02-27,2021-02,KUROBEアクアフェアリーズ,12,,浮島杏加子,4,■,■,■,■,nan,40,14,3,35.0,27.5,3.50,6,3,1,50.0,0,-,11,0,0,1,2.3,6,2,1,41.7,14
2021-02-27,2021-02,KUROBEアクアフェアリーズ,13,,梅津憂理,4,■,■,■,■,nan,43,11,2,25.6,20.9,2.75,5,1,0,20.0,2,0.50,14,1,2,1,5.4,18,9,3,58.3,14
2021-02-27,2021-02,KUROBEアクアフェアリーズ,14,,細沼綾,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,KUROBEアクアフェアリーズ,15,,小西愛衣,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,KUROBEアクアフェアリーズ,16,,星加輝,3,■,■,■,nan,nan,2,1,0,50.0,50.0,0.33,0,0,0,-,0,-,7,0,1,0,-3.6,0,0,0,-,1
2021-02-27,2021-02,KUROBEアクアフェアリーズ,18,L,立石優華,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,19,8,2,47.4,0
2021-02-27,2021-02,KUROBEアクアフェアリーズ,19,,小杉凜華,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2021-02-27,2021-02,KUROBEアクアフェアリーズ,20,,戸部真由香,4,■,■,■,■,nan,9,5,1,55.6,44.4,1.25,0,0,0,-,0,-,14,2,1,3,17.9,0,0,0,-,7
2021-02-27,2021-02,KUROBEアクアフェアリーズ,21,,道下ひなの,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,埼玉上尾メディックス,3,,サンティアゴアライジャダフニ,3,■,■,■,nan,nan,14,8,0,57.1,57.1,2.67,0,0,0,-,3,1.00,10,1,2,1,7.5,0,0,0,-,12
2021-02-27,2021-02,埼玉上尾メディックス,4,,堀江美志,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,埼玉上尾メディックス,5,,山崎のの花,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-,0
2021-02-27,2021-02,埼玉上尾メディックス,6,,山口珠李,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,埼玉上尾メディックス,7,L,山岸あかね,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,19,9,2,52.6,0
2021-02-27,2021-02,埼玉上尾メディックス,9,,内瀬戸真実,3,■,■,■,nan,nan,36,15,1,41.7,38.9,5.00,4,1,1,25.0,1,0.33,8,0,0,1,3.1,15,5,5,50.0,16
2021-02-27,2021-02,埼玉上尾メディックス,10,,佐藤優花,3,■,■,■,nan,nan,43,9,2,20.9,16.3,3.00,2,1,0,50.0,0,-,18,0,1,3,2.8,14,6,3,53.6,9
2021-02-27,2021-02,埼玉上尾メディックス,11,,青柳京古,3,■,■,■,nan,nan,14,5,2,35.7,21.4,1.67,0,0,0,-,2,0.67,11,1,1,3,13.6,0,0,0,-,8
2021-02-27,2021-02,埼玉上尾メディックス,12,,岩澤実育,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,1,1,0.0,2,0,0,0.0,0
2021-02-27,2021-02,埼玉上尾メディックス,15,,ジョセフシャイナ,3,■,■,■,nan,nan,23,6,1,26.1,21.7,2.00,6,2,1,33.3,4,1.33,10,1,1,3,15.0,0,0,0,-,11
2021-02-27,2021-02,埼玉上尾メディックス,17,,鎌田咲希,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2021-02-27,2021-02,埼玉上尾メディックス,19,,仁井田桃子,1,nan,□,nan,nan,nan,6,2,0,33.3,33.3,2.00,0,0,0,-,0,-,0,0,0,0,,2,0,1,25.0,2
2021-02-27,2021-02,埼玉上尾メディックス,20,,田川紘美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,埼玉上尾メディックス,22,,目黒安希,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,2,2,0,100.0,0
2021-02-27,2021-02,日立リヴァーレ,1,,上坂瑠子,3,■,■,■,nan,nan,40,8,1,20.0,17.5,2.67,4,0,0,0.0,0,-,11,1,1,5,18.2,28,17,5,69.6,9
2021-02-27,2021-02,日立リヴァーレ,2,,小野寺友香,2,■,■,nan,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,1,0.50,4,0,0,0,0.0,0,0,0,-,1
2021-02-27,2021-02,日立リヴァーレ,4,,窪田美侑,2,nan,□,■,nan,nan,17,5,1,29.4,23.5,2.50,0,0,0,-,0,-,6,1,0,2,25.0,4,0,1,12.5,6
2021-02-27,2021-02,日立リヴァーレ,6,,芳賀舞波,3,■,■,■,nan,nan,15,3,0,20.0,20.0,1.00,0,0,0,-,0,-,6,0,0,3,12.5,2,1,0,50.0,3
2021-02-27,2021-02,日立リヴァーレ,7,L,齋藤加奈子,1,●,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,4,2,1,62.5,0
2021-02-27,2021-02,日立リヴァーレ,10,L,小池杏菜,3,〇,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,7,6,0,85.7,0
2021-02-27,2021-02,日立リヴァーレ,11,,中村安里,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,日立リヴァーレ,13,,長内美和子,3,■,■,■,nan,nan,34,10,5,29.4,14.7,3.33,3,0,0,0.0,1,0.33,11,0,0,5,11.4,8,8,0,100.0,11
2021-02-27,2021-02,日立リヴァーレ,14,,入澤まい,3,■,■,■,nan,nan,22,6,1,27.3,22.7,2.00,0,0,0,-,1,0.33,7,0,1,4,10.7,4,1,2,50.0,7
2021-02-27,2021-02,日立リヴァーレ,17,,オクム大庭冬美ハウィ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-27,2021-02,日立リヴァーレ,18,,境紗里奈,2,□,nan,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,0,0.0,0,0,0,-,0
2021-02-27,2021-02,日立リヴァーレ,19,,野中瑠衣,2,■,■,nan,nan,nan,13,4,2,30.8,15.4,2.00,0,0,0,-,0,-,3,0,0,0,0.0,9,6,1,72.2,4
2021-02-27,2021-02,日立リヴァーレ,20,,上沢沙織,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2021-02-27,2021-02,日立リヴァーレ,21,,雑賀恵斗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-28,2021-02,NECレッドロケッツ,3,,塚田しおり,4,nan,□,■,■,■,3,2,0,66.7,66.7,0.50,0,0,0,-,0,-,14,0,1,2,1.8,1,0,0,0.0,2
2021-02-28,2021-02,NECレッドロケッツ,4,,柳田光綺,3,□,nan,nan,□,■,15,7,0,46.7,46.7,2.33,0,0,0,-,0,-,6,0,1,3,8.3,0,0,0,-,7
2021-02-28,2021-02,NECレッドロケッツ,5,,曽我啓菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-28,2021-02,NECレッドロケッツ,6,,上野香織,5,■,■,■,■,■,14,5,2,35.7,21.4,1.00,0,0,0,-,4,0.80,21,3,1,6,20.2,0,0,0,-,12
2021-02-28,2021-02,NECレッドロケッツ,8,,野嶋華澄,5,■,■,■,■,■,18,8,0,44.4,44.4,1.60,0,0,0,-,1,0.20,13,0,0,3,5.8,0,0,0,-,9
2021-02-28,2021-02,NECレッドロケッツ,9,,廣瀬七海,5,■,■,■,■,□,40,12,4,30.0,20.0,2.40,9,1,1,11.1,1,0.20,8,2,3,2,21.9,0,0,0,-,15
2021-02-28,2021-02,NECレッドロケッツ,10,,澤田由佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-28,2021-02,NECレッドロケッツ,11,,古谷ちなみ,2,■,■,nan,nan,nan,19,4,4,21.1,0.0,2.00,1,0,0,0.0,0,-,4,0,2,0,-12.5,20,6,5,42.5,4
2021-02-28,2021-02,NECレッドロケッツ,12,,山内美咲,4,□,nan,■,■,■,23,10,0,43.5,43.5,2.50,1,1,0,100.0,1,0.25,14,0,2,4,3.6,19,8,2,47.4,11
2021-02-28,2021-02,NECレッドロケッツ,14,,安田美南,2,■,■,nan,nan,nan,2,1,0,50.0,50.0,0.50,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,1
2021-02-28,2021-02,NECレッドロケッツ,15,,吉田あゆみ,5,■,■,■,■,■,59,27,2,45.8,42.4,5.40,1,0,0,0.0,1,0.20,21,0,1,8,8.3,43,14,12,46.5,28
2021-02-28,2021-02,NECレッドロケッツ,16,L,小島満菜美,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,9,4,0,44.4,0
2021-02-28,2021-02,NECレッドロケッツ,17,,川上雛菜,5,□,□,□,□,□,11,3,1,27.3,18.2,0.60,0,0,0,-,0,-,7,0,0,1,3.6,8,5,0,62.5,3
2021-02-28,2021-02,NECレッドロケッツ,18,L,佐藤澪,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-28,2021-02,日立リヴァーレ,1,,上坂瑠子,5,■,■,■,■,■,57,27,3,47.4,42.1,5.40,9,6,0,66.7,3,0.60,20,0,0,10,12.5,54,30,12,66.7,30
2021-02-28,2021-02,日立リヴァーレ,2,,小野寺友香,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,3,0.60,12,1,0,5,18.8,1,0,0,0.0,4
2021-02-28,2021-02,日立リヴァーレ,4,,窪田美侑,4,□,□,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,8,0,1,3,6.2,4,2,0,50.0,0
2021-02-28,2021-02,日立リヴァーレ,6,,芳賀舞波,5,■,■,■,■,■,11,2,0,18.2,18.2,0.40,0,0,0,-,2,0.40,11,0,1,1,0.0,0,0,0,-,4
2021-02-28,2021-02,日立リヴァーレ,7,L,齋藤加奈子,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,13,9,0,69.2,0
2021-02-28,2021-02,日立リヴァーレ,10,L,小池杏菜,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-28,2021-02,日立リヴァーレ,11,,中村安里,4,□,□,□,nan,□,5,0,0,0.0,0.0,-,0,0,0,-,1,0.25,3,0,0,2,16.7,0,0,0,-,1
2021-02-28,2021-02,日立リヴァーレ,13,,長内美和子,5,■,■,■,■,■,57,11,5,19.3,10.5,2.20,4,1,0,25.0,2,0.40,10,0,0,4,10.0,3,1,0,33.3,13
2021-02-28,2021-02,日立リヴァーレ,14,,入澤まい,5,■,■,■,■,■,23,10,2,43.5,34.8,2.00,0,0,0,-,1,0.20,12,2,2,6,25.0,0,0,0,-,13
2021-02-28,2021-02,日立リヴァーレ,17,,オクム大庭冬美ハウィ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-28,2021-02,日立リヴァーレ,18,,境紗里奈,3,□,nan,□,nan,□,1,0,0,0.0,0.0,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2021-02-28,2021-02,日立リヴァーレ,19,,野中瑠衣,5,■,■,■,■,■,21,7,1,33.3,28.6,1.40,0,0,0,-,2,0.40,23,0,0,12,13.0,24,11,4,54.2,9
2021-02-28,2021-02,日立リヴァーレ,20,,上沢沙織,2,nan,□,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2021-02-28,2021-02,日立リヴァーレ,21,,雑賀恵斗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,KUROBEアクアフェアリーズ,5,,菊池杏菜,4,□,□,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,10,0,0,4,10.0,0,0,0,-,0
2021-03-06,2021-03,KUROBEアクアフェアリーズ,6,,山城愛心,2,■,■,nan,nan,nan,16,3,2,18.8,6.2,1.50,1,0,1,0.0,0,-,3,0,0,2,16.7,22,10,6,59.1,3
2021-03-06,2021-03,KUROBEアクアフェアリーズ,7,,島田美紅,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,1,4.2,0,0,0,-,0
2021-03-06,2021-03,KUROBEアクアフェアリーズ,9,,舛田紗淑,3,nan,□,■,■,nan,29,10,2,34.5,27.6,3.33,1,0,0,0.0,1,0.33,10,0,1,3,5.0,24,18,0,75.0,11
2021-03-06,2021-03,KUROBEアクアフェアリーズ,10,,リーシモーン,4,■,■,■,■,nan,48,16,6,33.3,20.8,4.00,8,2,2,25.0,3,0.75,12,0,3,4,2.1,1,0,0,0.0,19
2021-03-06,2021-03,KUROBEアクアフェアリーズ,11,,杉原若葉,4,■,■,■,■,nan,15,3,2,20.0,6.7,0.75,0,0,0,-,0,-,13,1,1,7,19.2,4,4,0,100.0,4
2021-03-06,2021-03,KUROBEアクアフェアリーズ,12,,浮島杏加子,2,□,nan,□,nan,nan,10,4,0,40.0,40.0,2.00,0,0,0,-,1,0.50,0,0,0,0,,0,0,0,-,5
2021-03-06,2021-03,KUROBEアクアフェアリーズ,13,,梅津憂理,4,■,■,■,■,nan,34,11,1,32.4,29.4,2.75,0,0,0,-,1,0.25,12,0,2,4,4.2,19,8,5,55.3,12
2021-03-06,2021-03,KUROBEアクアフェアリーズ,14,,細沼綾,4,■,■,■,■,nan,16,3,1,18.8,12.5,0.75,0,0,0,-,1,0.25,9,1,1,2,13.9,4,4,0,100.0,5
2021-03-06,2021-03,KUROBEアクアフェアリーズ,16,,星加輝,3,■,■,□,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,6,1,0,2,25.0,0,0,0,-,2
2021-03-06,2021-03,KUROBEアクアフェアリーズ,18,L,立石優華,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,10,6,3,75.0,0
2021-03-06,2021-03,KUROBEアクアフェアリーズ,19,,小杉凜華,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2021-03-06,2021-03,KUROBEアクアフェアリーズ,20,,戸部真由香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,KUROBEアクアフェアリーズ,21,,道下ひなの,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,埼玉上尾メディックス,3,,サンティアゴアライジャダフニ,3,■,■,nan,■,nan,9,6,0,66.7,66.7,2.00,0,0,0,-,0,-,11,0,0,4,9.1,0,0,0,-,6
2021-03-06,2021-03,埼玉上尾メディックス,4,,堀江美志,3,nan,□,□,□,nan,6,3,0,50.0,50.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,3
2021-03-06,2021-03,埼玉上尾メディックス,5,,山崎のの花,4,■,■,■,■,nan,3,2,0,66.7,66.7,0.50,0,0,0,-,0,-,11,0,0,2,4.5,0,0,0,-,2
2021-03-06,2021-03,埼玉上尾メディックス,6,,山口珠李,2,nan,□,■,nan,nan,4,1,0,25.0,25.0,0.50,0,0,0,-,1,0.50,5,0,0,1,5.0,0,0,0,-,2
2021-03-06,2021-03,埼玉上尾メディックス,7,L,山岸あかね,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,13,7,1,57.7,0
2021-03-06,2021-03,埼玉上尾メディックス,9,,内瀬戸真実,4,■,■,■,■,nan,43,14,2,32.6,27.9,3.50,3,0,0,0.0,1,0.25,14,0,2,5,5.4,25,18,0,72.0,15
2021-03-06,2021-03,埼玉上尾メディックス,10,,佐藤優花,3,■,nan,■,■,nan,31,11,2,35.5,29.0,3.67,6,3,1,50.0,0,-,9,0,2,0,-5.6,22,11,4,59.1,11
2021-03-06,2021-03,埼玉上尾メディックス,11,,青柳京古,4,■,■,■,■,nan,22,9,1,40.9,36.4,2.25,0,0,0,-,1,0.25,19,1,1,4,9.2,0,0,0,-,11
2021-03-06,2021-03,埼玉上尾メディックス,12,,岩澤実育,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2021-03-06,2021-03,埼玉上尾メディックス,15,,ジョセフシャイナ,4,■,■,■,■,nan,34,12,3,35.3,26.5,3.00,6,1,1,16.7,2,0.50,11,1,3,0,2.3,0,0,0,-,15
2021-03-06,2021-03,埼玉上尾メディックス,16,,佐々木海空,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2021-03-06,2021-03,埼玉上尾メディックス,17,,鎌田咲希,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2021-03-06,2021-03,埼玉上尾メディックス,18,,権田寛奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,埼玉上尾メディックス,22,,目黒安希,2,□,■,nan,nan,nan,13,4,2,30.8,15.4,2.00,0,0,0,-,0,-,7,0,0,2,7.1,15,4,1,30.0,4
2021-03-06,2021-03,東レアローズ,1,,井上奈々朱,4,■,■,■,■,nan,27,8,1,29.6,25.9,2.00,0,0,0,-,0,-,9,0,2,1,-2.8,0,0,0,-,8
2021-03-06,2021-03,東レアローズ,2,,大野果歩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,東レアローズ,3,,伊藤望,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,東レアローズ,4,,白井美沙紀,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.25,11,0,2,3,2.3,0,0,0,-,1
2021-03-06,2021-03,東レアローズ,5,,中田紫乃,4,■,■,■,■,nan,32,11,5,34.4,18.8,2.75,7,1,3,14.3,1,0.25,12,0,0,2,4.2,19,5,5,39.5,12
2021-03-06,2021-03,東レアローズ,6,L,中島未来,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,28,18,5,73.2,0
2021-03-06,2021-03,東レアローズ,8,,小川愛里奈,4,■,■,■,■,nan,26,14,0,53.8,53.8,3.50,9,3,0,33.3,2,0.50,14,1,2,5,12.5,1,0,1,50.0,17
2021-03-06,2021-03,東レアローズ,11,,水杉玲奈,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,4,3,0,75.0,0
2021-03-06,2021-03,東レアローズ,13,,野呂加南子,4,■,■,■,■,nan,41,18,1,43.9,41.5,4.50,0,0,0,-,0,-,12,0,0,5,10.4,33,13,8,51.5,18
2021-03-06,2021-03,東レアローズ,14,,大崎琴未,4,■,■,■,■,nan,14,2,0,14.3,14.3,0.50,1,0,0,0.0,2,0.50,20,0,3,7,5.0,0,0,0,-,4
2021-03-06,2021-03,東レアローズ,15,,坂本侑,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2021-03-06,2021-03,東レアローズ,16,,西川吉野,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,NECレッドロケッツ,3,,塚田しおり,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,0
2021-03-06,2021-03,NECレッドロケッツ,4,,柳田光綺,4,■,■,■,■,nan,50,18,3,36.0,30.0,4.50,5,3,1,60.0,1,0.25,10,0,1,1,0.0,1,0,0,0.0,19
2021-03-06,2021-03,NECレッドロケッツ,5,,曽我啓菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,NECレッドロケッツ,6,,上野香織,4,■,■,■,■,nan,21,12,2,57.1,47.6,3.00,0,0,0,-,0,-,14,2,3,2,12.5,1,1,0,100.0,14
2021-03-06,2021-03,NECレッドロケッツ,8,,野嶋華澄,4,■,■,■,■,nan,16,7,0,43.8,43.8,1.75,1,0,0,0.0,2,0.50,21,1,0,4,9.5,2,0,1,25.0,10
2021-03-06,2021-03,NECレッドロケッツ,10,,澤田由佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,NECレッドロケッツ,11,,古谷ちなみ,3,■,■,■,nan,nan,20,11,2,55.0,45.0,3.67,2,2,0,100.0,0,-,3,0,2,1,-8.3,10,4,3,55.0,11
2021-03-06,2021-03,NECレッドロケッツ,12,,山内美咲,4,■,■,■,■,nan,27,7,2,25.9,18.5,1.75,6,2,0,33.3,2,0.50,14,3,0,5,30.4,23,7,9,50.0,12
2021-03-06,2021-03,NECレッドロケッツ,14,,安田美南,4,■,■,■,■,nan,4,4,0,100.0,100.0,1.00,0,0,0,-,0,-,18,2,2,2,11.1,0,0,0,-,6
2021-03-06,2021-03,NECレッドロケッツ,15,,吉田あゆみ,2,nan,nan,□,■,nan,16,5,1,31.2,25.0,2.50,1,0,0,0.0,0,-,10,1,1,4,17.5,21,8,4,47.6,6
2021-03-06,2021-03,NECレッドロケッツ,16,L,小島満菜美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,NECレッドロケッツ,17,,川上雛菜,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,2,2,0,100.0,0
2021-03-06,2021-03,NECレッドロケッツ,18,,佐藤澪,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,3,1,1,50.0,0
2021-03-06,2021-03,NECレッドロケッツ,19,L,藤井莉子,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,7,2,3,50.0,0
2021-03-07,2021-03,東レアローズ,1,,井上奈々朱,5,■,■,■,■,■,11,5,0,45.5,45.5,1.00,1,0,0,0.0,2,0.40,7,0,2,0,-7.1,0,0,0,-,7
2021-03-07,2021-03,東レアローズ,2,,大野果歩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
