名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
岡野弘子,2011-12,岡山シーガルズ,15,7,7,2,9,0,0,0,,,0,0,0,1,7,1,0,0,0,0,0,2,,0.0,0.11,14.3,
岡野弘子,2012-01,岡山シーガルズ,15,14,14,4,18,0,0,0,,,0,0,0,0,23,0,0,6,0,0,0,0,,0.0,0.0,6.5,
岡野弘子,2012-02,岡山シーガルズ,15,15,16,4,20,0,0,0,,,0,0,0,0,21,0,0,5,1,0,0,0,,0.0,0.0,6.0,0.0
岡野弘子,2012-03,岡山シーガルズ,15,5,4,1,5,0,0,0,,,0,0,0,0,12,0,0,5,0,0,0,0,,0.0,0.0,10.4,
岩坂名奈,2011-12,久光製薬スプリングス,4,8,4,2,12,28,8,2,28.6,21.4,0,0,0,11,52,3,5,24,5,4,0,22,,0.67,0.92,14.9,80.0
岩坂名奈,2012-01,久光製薬スプリングス,4,18,14,5,26,75,30,2,40.0,37.3,0,0,0,14,90,11,11,35,5,4,0,55,,1.15,0.54,18.9,80.0
峯村沙紀,2011-12,東レアローズ,11,8,5,2,6,3,1,0,33.3,33.3,0,0,0,0,3,0,0,1,5,0,0,1,,0.17,0.0,8.3,0.0
峯村沙紀,2012-01,東レアローズ,11,22,8,7,6,8,3,1,37.5,25.0,2,0,0,0,4,1,0,1,1,0,0,4,0.0,0.5,0.0,31.2,0.0
峯村沙紀,2012-02,東レアローズ,11,23,8,7,18,33,12,3,36.4,27.3,0,0,0,3,17,0,0,5,41,31,0,15,,0.67,0.17,7.4,75.6
峯村沙紀,2012-03,東レアローズ,11,6,1,2,1,3,1,0,33.3,33.3,0,0,0,1,0,0,0,0,0,0,0,2,,1.0,1.0,,
島村春世,2012-03,NECレッドロケッツ,8,4,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
川島亜依美,2011-12,岡山シーガルズ,28,7,7,2,9,12,4,0,33.3,33.3,0,0,0,3,10,0,0,4,1,1,0,7,,0.44,0.33,10.0,100.0
川島亜依美,2012-01,岡山シーガルズ,28,14,14,4,19,25,12,2,48.0,40.0,0,0,0,3,28,2,2,13,1,0,0,17,,0.63,0.16,17.0,0.0
川島亜依美,2012-02,岡山シーガルズ,28,15,16,4,21,80,21,4,26.2,21.2,0,0,0,11,60,2,2,19,1,1,0,34,,1.0,0.52,10.4,100.0
川島亜依美,2012-03,岡山シーガルズ,28,5,4,1,7,17,7,1,41.2,35.3,0,0,0,3,6,0,0,2,0,0,0,10,,1.0,0.43,8.3,
川畑愛希,2011-12,岡山シーガルズ,8,7,7,2,14,170,59,6,34.7,31.2,0,0,0,2,35,2,4,7,37,25,0,63,,4.21,0.14,7.9,67.6
川畑愛希,2012-01,岡山シーガルズ,8,14,14,4,27,342,90,15,26.3,21.9,9,2,1,4,98,5,3,27,111,64,0,99,22.2,3.33,0.15,11.2,57.7
川畑愛希,2012-02,岡山シーガルズ,8,15,16,4,25,249,67,12,26.9,22.1,5,0,1,2,64,2,1,17,97,54,0,71,0.0,2.68,0.08,9.4,55.7
川畑愛希,2012-03,岡山シーガルズ,8,5,4,1,9,95,32,4,33.7,29.5,1,0,0,2,27,0,0,10,36,22,0,34,0.0,3.56,0.22,9.3,61.1
平井香菜子,2011-12,久光製薬スプリングス,9,8,4,2,12,53,23,1,43.4,41.5,0,0,0,8,34,2,3,13,0,0,0,33,,1.92,0.67,13.2,
平井香菜子,2012-01,久光製薬スプリングス,9,18,14,5,32,156,68,5,43.6,40.4,0,0,0,14,114,8,4,39,8,6,0,90,,2.12,0.44,14.7,75.0
平井香菜子,2012-02,久光製薬スプリングス,9,22,13,6,35,175,83,9,47.4,42.3,0,0,0,20,124,6,5,32,9,6,0,109,,2.37,0.57,10.3,66.7
平井香菜子,2012-03,久光製薬スプリングス,9,6,3,2,9,46,13,3,28.3,21.7,0,0,0,5,25,1,1,8,1,0,0,19,,1.44,0.56,11.0,0.0
平松美有紀,2011-12,トヨタ車体クインシーズ,18,4,7,1,4,13,4,3,30.8,7.7,0,0,0,0,5,0,2,0,0,0,0,4,,1.0,0.0,-10.0,
平松美有紀,2012-01,トヨタ車体クインシーズ,18,8,18,2,16,47,24,1,51.1,48.9,0,0,0,4,22,2,6,3,1,0,0,30,,1.5,0.25,5.7,0.0
平松美有紀,2012-02,トヨタ車体クインシーズ,18,12,19,2,26,112,45,10,40.2,31.2,0,0,0,11,39,0,3,14,0,0,0,56,,1.73,0.42,7.1,
平松美有紀,2012-03,トヨタ車体クインシーズ,18,1,6,0,2,8,2,0,25.0,25.0,0,0,0,0,3,0,0,3,0,0,0,2,,1.0,0.0,25.0,
座安琴希,2011-12,久光製薬スプリングス,10,8,4,2,12,0,0,0,,,0,0,0,0,0,0,0,0,56,42,0,0,,0.0,0.0,,75.0
座安琴希,2012-01,久光製薬スプリングス,10,18,14,5,30,0,0,0,,,0,0,0,0,0,0,0,0,172,114,0,0,,0.0,0.0,,66.3
座安琴希,2012-02,久光製薬スプリングス,10,22,13,6,35,0,0,0,,,0,0,0,0,0,0,0,0,189,145,0,0,,0.0,0.0,,76.7
座安琴希,2012-03,久光製薬スプリングス,10,6,3,2,9,0,0,0,,,0,0,0,0,0,0,0,0,43,38,0,0,,0.0,0.0,,88.4
張紫音,2011-12,NECレッドロケッツ,11,2,9,0,6,10,5,1,50.0,40.0,0,0,0,1,6,0,0,2,0,0,0,6,,0.83,0.17,8.3,
張紫音,2012-01,NECレッドロケッツ,11,10,24,0,31,166,49,15,29.5,20.5,22,5,6,7,78,6,5,40,2,1,0,62,22.7,1.58,0.23,18.9,50.0
張紫音,2012-02,NECレッドロケッツ,11,11,18,2,20,69,29,0,42.0,42.0,0,0,0,6,49,9,7,15,0,0,0,44,,1.45,0.3,22.4,
張紫音,2012-03,NECレッドロケッツ,11,4,3,1,7,37,14,2,37.8,32.4,0,0,0,3,32,3,4,10,1,1,0,20,,2.0,0.43,14.1,100.0
持丸結美子,2011-12,パイオニアレッドウィングス,16,1,9,0,9,1,0,0,0.0,0.0,1,0,0,0,20,1,1,8,9,2,0,1,0.0,0.0,0.0,13.8,22.2
持丸結美子,2012-01,パイオニアレッドウィングス,16,10,19,3,29,78,18,4,23.1,17.9,2,0,0,3,71,3,5,30,126,59,0,24,0.0,0.62,0.1,13.0,46.8
持丸結美子,2012-02,パイオニアレッドウィングス,16,13,21,3,31,16,4,1,25.0,18.8,0,0,0,0,55,1,2,20,58,23,0,5,,0.13,0.0,10.0,39.7
持丸結美子,2012-03,パイオニアレッドウィングス,16,4,4,1,7,0,0,0,,,0,0,0,0,11,2,0,5,7,5,0,2,,0.0,0.0,29.5,71.4
新鍋理沙,2011-12,久光製薬スプリングス,3,8,4,2,12,103,40,6,38.8,33.0,9,1,1,2,40,1,5,9,81,44,0,43,11.1,3.33,0.17,5.0,54.3
新鍋理沙,2012-01,久光製薬スプリングス,3,18,14,5,31,209,96,12,45.9,40.2,10,4,0,2,111,3,7,23,165,116,0,101,40.0,3.1,0.06,6.3,70.3
新鍋理沙,2012-02,久光製薬スプリングス,3,22,13,6,35,204,87,9,42.6,38.2,8,1,1,9,132,4,10,38,167,109,0,100,12.5,2.49,0.26,8.3,65.3
新鍋理沙,2012-03,久光製薬スプリングス,3,6,3,2,7,52,21,2,40.4,36.5,4,0,1,2,22,0,4,8,43,31,0,23,0.0,3.0,0.29,4.5,72.1
日隈佑,2012-02,トヨタ車体クインシーズ,7,5,3,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
服部晃佳,2011-12,パイオニアレッドウィングス,5,1,9,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
服部晃佳,2012-01,パイオニアレッドウィングス,5,10,19,3,12,5,2,0,40.0,40.0,0,0,0,0,30,0,2,8,32,14,0,2,,0.17,0.0,5.0,43.8
服部晃佳,2012-02,パイオニアレッドウィングス,5,13,21,3,33,199,61,13,30.7,24.1,0,0,0,3,94,2,7,22,264,150,0,66,,1.85,0.09,6.1,56.8
服部晃佳,2012-03,パイオニアレッドウィングス,5,4,4,1,8,64,18,3,28.1,23.4,0,0,0,2,21,1,4,2,78,42,0,21,,2.25,0.25,2.4,53.8
木島綾菜,2011-12,デンソーエアリービーズ,19,9,0,3,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木島綾菜,2012-01,デンソーエアリービーズ,19,20,8,6,15,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木島綾菜,2012-02,デンソーエアリービーズ,19,19,14,5,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木島綾菜,2012-03,デンソーエアリービーズ,19,2,6,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木村沙織,2011-12,東レアローズ,5,8,5,2,13,127,50,11,39.4,30.7,31,7,3,5,36,1,1,11,136,81,0,56,22.6,3.85,0.38,9.7,59.6
木村沙織,2012-01,東レアローズ,5,22,8,7,30,315,127,23,40.3,33.0,49,21,4,7,124,7,4,52,199,114,0,141,42.9,4.23,0.23,15.3,57.3
木村沙織,2012-02,東レアローズ,5,18,4,6,14,144,49,12,34.0,25.7,17,4,4,2,37,4,5,8,93,71,0,55,23.5,3.5,0.14,12.8,76.3
木村沙織,2012-03,東レアローズ,5,6,1,2,7,87,30,7,34.5,26.4,5,1,2,2,26,1,1,10,41,23,0,33,20.0,4.29,0.29,12.5,56.1
木村美里,2011-12,東レアローズ,14,8,5,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村美里,2012-01,東レアローズ,14,22,8,7,4,0,0,0,,,0,0,0,0,0,0,0,0,6,3,0,0,,0.0,0.0,,50.0
木村美里,2012-02,東レアローズ,14,23,8,7,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
木村美里,2012-03,東レアローズ,14,6,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉山祥子,2011-12,NECレッドロケッツ,2,2,9,0,10,66,23,5,34.8,27.3,0,0,0,5,13,0,0,2,1,1,0,28,,2.3,0.5,3.8,100.0
杉山祥子,2012-01,NECレッドロケッツ,2,10,24,0,32,148,67,3,45.3,43.2,0,0,0,24,70,1,2,20,11,4,0,92,,2.09,0.75,7.9,36.4
杉山祥子,2012-02,NECレッドロケッツ,2,11,18,2,29,187,75,10,40.1,34.8,0,0,0,26,78,3,6,13,5,1,0,104,,2.59,0.9,6.1,20.0
杉山祥子,2012-03,NECレッドロケッツ,2,4,3,1,7,55,18,2,32.7,29.1,0,0,0,6,20,0,0,5,0,0,0,24,,2.57,0.86,6.2,
村田しおり,2011-12,久光製薬スプリングス,13,8,4,2,3,0,0,0,,,0,0,0,0,0,0,0,0,3,3,0,0,,0.0,0.0,,100.0
村田しおり,2012-01,久光製薬スプリングス,13,18,14,5,4,0,0,0,,,0,0,0,0,0,0,0,0,17,9,0,0,,0.0,0.0,,52.9
村田しおり,2012-02,久光製薬スプリングス,13,22,13,6,24,0,0,0,,,0,0,0,0,0,0,0,0,38,21,0,0,,0.0,0.0,,55.3
村田しおり,2012-03,久光製薬スプリングス,13,6,3,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
村田奈都美,2011-12,岡山シーガルズ,12,7,7,2,5,34,12,5,35.3,20.6,0,0,0,0,8,0,0,2,24,12,0,12,,2.4,0.0,6.2,50.0
村田奈都美,2012-01,岡山シーガルズ,12,14,14,4,11,52,10,1,19.2,17.3,0,0,0,1,12,0,3,2,31,18,0,11,,0.91,0.09,-2.1,58.1
村田奈都美,2012-02,岡山シーガルズ,12,12,15,3,14,61,15,4,24.6,18.0,1,0,0,1,22,0,2,3,39,24,0,16,0.0,1.07,0.07,1.1,61.5
村田奈都美,2012-03,岡山シーガルズ,12,5,4,1,5,42,7,1,16.7,14.3,0,0,0,2,16,0,1,6,16,10,0,9,,1.4,0.4,7.8,62.5
松浦寛子,2011-12,NECレッドロケッツ,9,2,9,0,10,56,17,4,30.4,23.2,0,0,0,1,37,3,2,11,65,31,0,21,,1.7,0.1,14.2,47.7
松浦寛子,2012-01,NECレッドロケッツ,9,10,24,0,29,39,15,1,38.5,35.9,0,0,0,10,75,2,4,29,22,10,0,27,,0.52,0.34,11.0,45.5
松浦寛子,2012-02,NECレッドロケッツ,9,11,18,2,24,24,10,0,41.7,41.7,0,0,0,3,57,3,5,13,1,0,0,16,,0.42,0.12,8.8,0.0
松浦寛子,2012-03,NECレッドロケッツ,9,4,3,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
松浦麻琴,2011-12,NECレッドロケッツ,5,2,9,0,11,5,1,1,20.0,0.0,1,0,1,2,30,1,2,12,0,0,0,4,0.0,0.09,0.18,11.7,
松浦麻琴,2012-01,NECレッドロケッツ,5,10,24,0,21,1,0,0,0.0,0.0,0,0,0,2,39,2,4,14,1,0,0,4,,0.0,0.1,11.5,0.0
松浦麻琴,2012-02,NECレッドロケッツ,5,11,18,2,13,1,1,0,100.0,100.0,0,0,0,0,27,3,2,8,0,0,0,4,,0.08,0.0,16.7,
松浦麻琴,2012-03,NECレッドロケッツ,5,4,3,1,3,1,0,0,0.0,0.0,0,0,0,0,9,1,0,3,0,0,0,1,,0.0,0.0,19.4,
栄絵里香,2011-12,デンソーエアリービーズ,18,9,0,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
栄絵里香,2012-01,デンソーエアリービーズ,18,20,8,6,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栄絵里香,2012-02,デンソーエアリービーズ,18,19,14,5,5,1,0,0,0.0,0.0,0,0,0,0,7,0,0,3,1,0,0,0,,0.0,0.0,10.7,0.0
栄絵里香,2012-03,デンソーエアリービーズ,18,2,6,0,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
梶原雪路,2011-12,トヨタ車体クインシーズ,22,4,7,1,8,0,0,0,,,0,0,0,0,0,0,0,0,22,14,0,0,,0.0,0.0,,63.6
梶原雪路,2012-01,トヨタ車体クインシーズ,22,8,18,2,21,0,0,0,,,0,0,0,0,0,0,0,0,89,56,0,0,,0.0,0.0,,62.9
梶原雪路,2012-02,トヨタ車体クインシーズ,22,12,19,2,17,0,0,0,,,0,0,0,0,0,0,0,0,75,49,0,0,,0.0,0.0,,65.3
梶原雪路,2012-03,トヨタ車体クインシーズ,22,1,6,0,7,0,0,0,,,0,0,0,0,0,0,0,0,40,26,0,0,,0.0,0.0,,65.0
森和代,2011-12,岡山シーガルズ,21,7,7,2,11,32,15,0,46.9,46.9,0,0,0,6,31,0,0,11,25,15,0,21,,1.36,0.55,8.9,60.0
森和代,2012-01,岡山シーガルズ,21,14,14,4,21,72,29,3,40.3,36.1,0,0,0,12,49,0,1,14,16,6,0,41,,1.38,0.57,6.6,37.5
森和代,2012-02,岡山シーガルズ,21,15,16,4,21,77,22,1,28.6,27.3,0,0,0,18,48,2,4,7,19,10,0,42,,1.05,0.86,5.7,52.6
森和代,2012-03,岡山シーガルズ,21,5,4,1,8,31,12,2,38.7,32.3,0,0,0,2,14,0,1,4,8,5,0,14,,1.5,0.25,5.4,62.5
森谷史佳,2011-12,パイオニアレッドウィングス,15,1,9,0,9,26,4,2,15.4,7.7,0,0,0,2,27,0,1,10,0,0,0,6,,0.44,0.22,8.3,
森谷史佳,2012-01,パイオニアレッドウィングス,15,10,19,3,27,128,46,10,35.9,28.1,0,0,0,8,81,2,7,30,5,3,0,56,,1.7,0.3,9.6,60.0
森谷史佳,2012-02,パイオニアレッドウィングス,15,13,21,3,31,132,43,10,32.6,25.0,0,0,0,18,63,4,3,18,8,3,0,65,,1.39,0.58,12.3,37.5
森谷史佳,2012-03,パイオニアレッドウィングス,15,4,4,1,8,43,22,0,51.2,51.2,0,0,0,5,19,0,3,8,6,5,0,27,,2.75,0.62,6.6,83.3
橋本直子,2011-12,JTマーヴェラス,10,6,4,2,8,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
橋本直子,2012-01,JTマーヴェラス,10,17,14,5,26,2,1,0,50.0,50.0,1,0,0,1,18,0,1,4,0,0,0,2,0.0,0.04,0.04,4.2,
橋本直子,2012-02,JTマーヴェラス,10,13,19,3,32,4,2,0,50.0,50.0,1,0,0,0,31,2,2,7,0,0,0,4,0.0,0.06,0.0,10.5,
橋本直子,2012-03,JTマーヴェラス,10,3,4,1,7,0,0,0,,,0,0,0,0,12,1,0,4,0,0,0,1,,0.0,0.0,16.7,
櫻井由香,2011-12,デンソーエアリービーズ,9,9,0,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
櫻井由香,2012-01,デンソーエアリービーズ,9,20,8,6,3,0,0,0,,,0,0,0,0,0,0,0,0,7,6,0,0,,0.0,0.0,,85.7
櫻井由香,2012-02,デンソーエアリービーズ,9,19,14,5,4,0,0,0,,,0,0,0,0,0,0,0,0,5,3,0,0,,0.0,0.0,,60.0
櫻井由香,2012-03,デンソーエアリービーズ,9,2,6,0,1,0,0,0,,,0,0,0,0,0,0,0,0,3,1,0,0,,0.0,0.0,,33.3
水田祐未,2011-12,久光製薬スプリングス,5,8,4,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
水田祐未,2012-01,久光製薬スプリングス,5,18,14,5,7,31,10,0,32.3,32.3,0,0,0,4,24,2,1,9,0,0,0,16,,1.43,0.57,16.7,
水田祐未,2012-02,久光製薬スプリングス,5,22,13,6,35,140,60,6,42.9,38.6,0,0,0,10,106,2,8,30,3,2,0,72,,1.71,0.29,7.1,66.7
水田祐未,2012-03,久光製薬スプリングス,5,6,3,2,9,39,18,2,46.2,41.0,0,0,0,7,32,2,2,13,0,0,0,27,,2.0,0.78,14.8,
江口友里香,2011-12,デンソーエアリービーズ,22,9,0,3,4,0,0,0,,,0,0,0,0,8,1,2,2,1,1,0,1,,0.0,0.0,12.5,100.0
江口友里香,2012-01,デンソーエアリービーズ,22,20,8,6,17,0,0,0,,,0,0,0,0,0,0,0,0,18,8,0,0,,0.0,0.0,,44.4
江口友里香,2012-02,デンソーエアリービーズ,22,19,14,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
江口友里香,2012-03,デンソーエアリービーズ,22,2,6,0,4,0,0,0,,,0,0,0,0,0,0,0,0,8,7,0,0,,0.0,0.0,,87.5
河村聖子,2011-12,トヨタ車体クインシーズ,6,4,7,1,4,2,2,0,100.0,100.0,0,0,0,0,6,0,0,2,1,0,0,2,,0.5,0.0,8.3,0.0
河村聖子,2012-01,トヨタ車体クインシーズ,6,8,18,2,6,0,0,0,,,0,0,0,0,6,0,0,1,0,0,0,0,,0.0,0.0,4.2,
河村聖子,2012-02,トヨタ車体クインシーズ,6,7,16,1,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
河村聖子,2012-03,トヨタ車体クインシーズ,6,1,6,0,1,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,0,,0.0,0.0,16.7,
沼田さくら,2011-12,パイオニアレッドウィングス,3,1,9,0,3,3,0,0,0.0,0.0,0,0,0,1,10,1,0,2,0,0,0,2,,0.0,0.33,15.0,
沼田さくら,2012-01,パイオニアレッドウィングス,3,10,19,3,4,7,2,1,28.6,14.3,0,0,0,0,6,0,0,1,0,0,0,2,,0.5,0.0,4.2,
沼田さくら,2012-02,パイオニアレッドウィングス,3,13,21,3,3,9,3,0,33.3,33.3,0,0,0,0,6,0,0,0,0,0,0,3,,1.0,0.0,0.0,
沼田さくら,2012-03,パイオニアレッドウィングス,3,4,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
泉岡未来,2011-12,デンソーエアリービーズ,12,9,0,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
泉岡未来,2012-01,デンソーエアリービーズ,12,20,8,6,3,7,2,1,28.6,14.3,0,0,0,0,0,0,0,0,1,0,0,2,,0.67,0.0,,0.0
泉岡未来,2012-02,デンソーエアリービーズ,12,19,14,5,3,5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,,0.0,0.0,,0.0
泉岡未来,2012-03,デンソーエアリービーズ,12,2,6,0,5,9,5,1,55.6,44.4,0,0,0,0,0,0,0,0,0,0,0,5,,1.0,0.0,,
浅津ゆうこ,2011-12,パイオニアレッドウィングス,10,1,9,0,10,92,31,6,33.7,27.2,20,4,1,5,27,2,0,7,1,1,0,38,20.0,3.1,0.5,13.9,100.0
浅津ゆうこ,2012-01,パイオニアレッドウィングス,10,10,19,3,29,267,83,12,31.1,26.6,44,8,1,14,70,2,7,21,2,2,0,99,18.2,2.86,0.48,7.9,100.0
浅津ゆうこ,2012-02,パイオニアレッドウィングス,10,13,21,3,34,284,106,17,37.3,31.3,33,7,3,15,86,3,4,35,2,2,0,124,21.2,3.12,0.44,12.5,100.0
浅津ゆうこ,2012-03,パイオニアレッドウィングス,10,4,4,1,8,80,28,1,35.0,33.8,11,1,0,3,16,0,2,6,0,0,0,31,9.1,3.5,0.38,6.2,
渡邉和香里,2011-12,パイオニアレッドウィングス,17,1,9,0,5,0,0,0,,,0,0,0,0,12,0,0,1,0,0,0,0,,0.0,0.0,2.1,
渡邉和香里,2012-01,パイオニアレッドウィングス,17,10,19,3,21,0,0,0,,,0,0,0,0,37,1,2,11,0,0,0,1,,0.0,0.0,8.8,
渡邉和香里,2012-02,パイオニアレッドウィングス,17,13,21,3,22,0,0,0,,,0,0,0,0,31,1,0,10,0,0,0,1,,0.0,0.0,11.3,
渡邉和香里,2012-03,パイオニアレッドウィングス,17,4,4,1,7,0,0,0,,,0,0,0,0,13,1,0,2,0,0,0,1,,0.0,0.0,11.5,
滝口奈美,2011-12,NECレッドロケッツ,15,2,9,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
滝口奈美,2012-01,NECレッドロケッツ,15,10,24,0,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
滝口奈美,2012-02,NECレッドロケッツ,15,11,18,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
澁澤夏美,2011-12,NECレッドロケッツ,6,2,9,0,2,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,0.0,,
澁澤夏美,2012-01,NECレッドロケッツ,6,3,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
濱口華菜里,2011-12,東レアローズ,3,8,5,2,13,0,0,0,,,0,0,0,0,0,0,0,0,33,25,0,0,,0.0,0.0,,75.8
濱口華菜里,2012-01,東レアローズ,3,22,8,7,28,0,0,0,,,0,0,0,0,0,0,0,0,80,44,0,0,,0.0,0.0,,55.0
濱口華菜里,2012-02,東レアローズ,3,23,8,7,31,0,0,0,,,0,0,0,0,0,0,0,0,117,86,0,0,,0.0,0.0,,73.5
濱口華菜里,2012-03,東レアローズ,3,6,1,2,7,0,0,0,,,0,0,0,0,0,0,0,0,28,16,0,0,,0.0,0.0,,57.1
瀬尾有耶,2011-12,岡山シーガルズ,29,4,5,1,4,0,0,0,,,0,0,0,0,8,0,0,3,9,4,0,0,,0.0,0.0,9.4,44.4
瀬尾有耶,2012-01,岡山シーガルズ,29,3,4,1,2,0,0,0,,,0,0,0,0,3,0,0,1,3,0,0,0,,0.0,0.0,8.3,0.0
瀬尾有耶,2012-02,岡山シーガルズ,29,14,10,4,3,0,0,0,,,0,0,0,0,3,0,0,1,1,0,0,0,,0.0,0.0,8.3,0.0
瀬尾有耶,2012-03,岡山シーガルズ,29,3,1,1,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
熊谷桜子,2011-12,デンソーエアリービーズ,5,9,0,3,9,3,0,0,0.0,0.0,0,0,0,3,41,2,1,11,1,1,0,5,,0.0,0.33,11.0,100.0
熊谷桜子,2012-01,デンソーエアリービーズ,5,20,8,6,28,11,2,0,18.2,18.2,0,0,0,7,110,5,6,39,1,0,0,14,,0.07,0.25,12.0,0.0
熊谷桜子,2012-02,デンソーエアリービーズ,5,19,14,5,33,24,6,0,25.0,25.0,0,0,0,7,141,8,7,64,0,0,0,21,,0.18,0.21,15.8,
熊谷桜子,2012-03,デンソーエアリービーズ,5,2,6,0,8,1,0,0,0.0,0.0,0,0,0,0,36,2,3,13,0,0,0,2,,0.0,0.0,12.5,
田代佳奈美,2011-12,東レアローズ,13,8,5,2,5,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.2,0.0,,
田代佳奈美,2012-01,東レアローズ,13,22,8,7,24,0,0,0,,,0,0,0,0,41,3,4,13,0,0,0,3,,0.0,0.0,12.8,
田代佳奈美,2012-02,東レアローズ,13,23,8,7,25,0,0,0,,,0,0,0,0,30,0,1,8,0,0,0,0,,0.0,0.0,5.8,
田代佳奈美,2012-03,東レアローズ,13,6,1,2,5,0,0,0,,,0,0,0,0,9,1,1,5,0,0,0,1,,0.0,0.0,22.2,
田原香理,2011-12,トヨタ車体クインシーズ,5,4,7,1,8,34,10,2,29.4,23.5,0,0,0,5,21,2,2,3,1,1,0,17,,1.25,0.62,10.7,100.0
田原香理,2012-01,トヨタ車体クインシーズ,5,8,18,2,21,92,44,8,47.8,39.1,0,0,0,6,40,0,3,8,1,1,0,50,,2.1,0.29,3.1,100.0
田原香理,2012-02,トヨタ車体クインシーズ,5,12,19,2,15,54,28,3,51.9,46.3,0,0,0,8,25,0,2,6,1,1,0,36,,1.87,0.53,4.0,100.0
田原香理,2012-03,トヨタ車体クインシーズ,5,1,6,0,7,21,5,0,23.8,23.8,0,0,0,9,15,1,0,2,0,0,0,15,,0.71,1.29,10.0,
田村翔子,2011-12,パイオニアレッドウィングス,13,1,9,0,3,21,7,2,33.3,23.8,2,0,1,2,8,0,1,4,18,7,0,9,0.0,2.33,0.67,9.4,38.9
田村翔子,2012-01,パイオニアレッドウィングス,13,10,19,3,2,7,0,1,0.0,-14.3,0,0,0,0,0,0,0,0,4,0,0,0,,0.0,0.0,,0.0
田村翔子,2012-02,パイオニアレッドウィングス,13,12,18,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田村翔子,2012-03,パイオニアレッドウィングス,13,4,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
白垣里紗,2012-01,NECレッドロケッツ,16,7,18,0,10,61,11,7,18.0,6.6,9,0,3,1,12,0,1,3,2,1,0,12,0.0,1.1,0.1,4.2,50.0
白垣里紗,2012-02,NECレッドロケッツ,16,8,15,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
眞恵子,2011-12,トヨタ車体クインシーズ,9,4,7,1,11,135,46,7,34.1,28.9,1,0,0,2,26,2,5,6,0,0,0,50,0.0,4.18,0.18,8.7,
眞恵子,2012-01,トヨタ車体クインシーズ,9,8,18,2,26,299,112,14,37.5,32.8,5,0,0,13,57,1,6,16,2,1,0,126,0.0,4.31,0.5,6.1,50.0
