名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
藤原亜紀,2011-03,トヨタ車体クインシーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤田夏未,2010-12,トヨタ車体クインシーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
西山慶樹,2010-11,JTマーヴェラス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
西山慶樹,2010-12,JTマーヴェラス,12,3,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
西山慶樹,2011-01,JTマーヴェラス,12,12,0,0,0,,,0,0,0,0,19,0,3,4,0,0,0,0,,0.0,0.0,1.3,
西山慶樹,2011-02,JTマーヴェラス,12,14,0,0,0,,,0,0,0,0,24,0,3,5,0,0,0,0,,0.0,0.0,2.1,
西山慶樹,2011-03,JTマーヴェラス,12,4,0,0,0,,,0,0,0,0,5,0,0,0,0,0,0,0,,0.0,0.0,0.0,
西脇万里子,2010-12,東レアローズ,1,6,16,9,3,56.2,37.5,0,0,0,1,11,0,1,3,1,1,0,10,,1.5,0.17,4.5,100.0
西脇万里子,2011-01,東レアローズ,1,6,30,14,1,46.7,43.3,0,0,0,2,17,0,0,5,0,0,0,16,,2.33,0.33,7.4,
西脇万里子,2011-02,東レアローズ,1,1,2,1,1,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
西脇万里子,2011-03,東レアローズ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
谷口雅美,2010-11,JTマーヴェラス,2,4,4,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
谷口雅美,2010-12,JTマーヴェラス,2,17,81,36,3,44.4,40.7,27,13,2,7,42,5,2,16,0,0,0,48,48.1,2.12,0.41,20.2,
谷口雅美,2011-01,JTマーヴェラス,2,24,163,60,9,36.8,31.3,61,10,8,9,88,3,8,29,2,1,0,72,16.4,2.5,0.38,9.4,50.0
谷口雅美,2011-02,JTマーヴェラス,2,15,112,37,12,33.0,22.3,39,10,5,5,58,2,5,13,12,10,0,44,25.6,2.47,0.33,6.9,83.3
赤阪瑠美,2010-11,トヨタ車体クインシーズ,8,8,14,5,2,35.7,21.4,1,0,1,0,10,0,1,2,0,0,0,5,0.0,0.62,0.0,2.5,
赤阪瑠美,2010-12,トヨタ車体クインシーズ,8,20,16,5,0,31.2,31.2,6,3,0,0,29,2,5,8,0,0,0,7,50.0,0.25,0.0,9.5,
赤阪瑠美,2011-01,トヨタ車体クインシーズ,8,25,19,3,2,15.8,5.3,0,0,0,0,44,5,4,13,0,0,0,8,,0.12,0.0,16.5,
赤阪瑠美,2011-02,トヨタ車体クインシーズ,8,29,1,1,0,100.0,100.0,0,0,0,0,38,1,5,11,0,0,0,2,,0.03,0.0,6.6,
赤阪瑠美,2011-03,トヨタ車体クインシーズ,8,8,0,0,0,,,0,0,0,0,19,3,1,6,0,0,0,3,,0.0,0.0,22.4,
迫田さおり,2010-11,東レアローズ,9,6,65,31,4,47.7,41.5,24,13,2,1,26,1,1,9,0,0,0,33,54.2,5.17,0.17,11.5,
迫田さおり,2010-12,東レアローズ,9,23,274,99,14,36.1,31.0,58,28,3,12,68,2,10,12,0,0,0,113,48.3,4.3,0.52,3.7,
迫田さおり,2011-01,東レアローズ,9,31,382,139,19,36.4,31.4,77,31,8,11,116,1,6,31,2,2,0,151,40.3,4.48,0.35,6.2,100.0
迫田さおり,2011-02,東レアローズ,9,32,360,141,19,39.2,33.9,88,37,5,12,126,3,6,34,1,0,0,156,42.0,4.41,0.38,7.9,0.0
迫田さおり,2011-03,東レアローズ,9,8,86,34,3,39.5,36.0,28,14,1,4,28,2,0,8,0,0,0,40,50.0,4.25,0.5,14.3,
都築有美子,2010-11,トヨタ車体クインシーズ,1,8,58,15,2,25.9,22.4,5,1,0,2,44,2,2,14,30,24,0,19,20.0,1.88,0.25,11.4,80.0
都築有美子,2010-12,トヨタ車体クインシーズ,1,21,175,69,6,39.4,36.0,3,0,2,7,86,5,4,34,91,62,0,81,0.0,3.29,0.33,14.5,68.1
都築有美子,2011-01,トヨタ車体クインシーズ,1,30,326,92,13,28.2,24.2,6,1,0,21,107,2,6,35,85,59,0,115,16.7,3.07,0.7,8.6,69.4
都築有美子,2011-02,トヨタ車体クインシーズ,1,24,153,55,6,35.9,32.0,1,0,0,14,86,3,7,30,157,111,0,72,0.0,2.29,0.58,10.2,70.7
都築有美子,2011-03,トヨタ車体クインシーズ,1,6,16,2,0,12.5,12.5,0,0,0,2,17,1,4,4,27,20,0,5,,0.33,0.33,5.9,74.1
野口彩佳,2010-11,岡山シーガルズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
野口彩佳,2010-12,岡山シーガルズ,16,6,0,0,0,,,0,0,0,0,6,1,2,0,14,8,0,1,,0.0,0.0,8.3,57.1
野口彩佳,2011-01,岡山シーガルズ,16,12,4,2,0,50.0,50.0,0,0,0,0,8,0,3,0,18,13,0,2,,0.17,0.0,-9.4,72.2
野口彩佳,2011-02,岡山シーガルズ,16,14,0,0,0,,,0,0,0,0,5,0,1,0,42,30,0,0,,0.0,0.0,-5.0,71.4
野本梨佳,2010-12,久光製薬スプリングス,14,1,4,2,0,50.0,50.0,0,0,0,0,2,0,2,0,9,2,0,2,,2.0,0.0,-25.0,22.2
野本梨佳,2011-01,久光製薬スプリングス,14,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
野本梨佳,2011-02,久光製薬スプリングス,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
鈴木裕子,2010-11,デンソーエアリービーズ,6,9,66,19,4,28.8,22.7,0,0,0,3,31,2,7,5,46,40,0,24,,2.11,0.33,4.8,87.0
鈴木裕子,2010-12,デンソーエアリービーズ,6,25,143,51,7,35.7,30.8,0,0,0,6,92,2,4,33,158,97,0,59,,2.04,0.24,10.1,61.4
鈴木裕子,2011-01,デンソーエアリービーズ,6,30,203,81,7,39.9,36.5,0,0,0,9,91,0,10,17,148,98,0,90,,2.7,0.3,1.9,66.2
鈴木裕子,2011-02,デンソーエアリービーズ,6,31,184,79,10,42.9,37.5,0,0,0,8,103,3,7,38,127,81,0,90,,2.55,0.26,10.4,63.8
鈴木裕子,2011-03,デンソーエアリービーズ,6,9,37,14,0,37.8,37.8,0,0,0,2,27,0,1,6,30,21,0,16,,1.56,0.22,4.6,70.0
長岡望悠,2010-12,久光製薬スプリングス,13,6,9,3,1,33.3,22.2,0,0,0,0,0,0,0,0,6,5,0,3,,0.5,0.0,,83.3
長岡望悠,2011-01,久光製薬スプリングス,13,20,21,10,1,47.6,42.9,0,0,0,5,0,0,0,0,10,6,0,15,,0.5,0.25,,60.0
長岡望悠,2011-02,久光製薬スプリングス,13,25,77,34,4,44.2,39.0,10,3,2,1,23,1,1,2,7,3,0,36,30.0,1.36,0.04,5.4,42.9
長岡望悠,2011-03,久光製薬スプリングス,13,4,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,2,2,0,1,,0.25,0.0,,100.0
雨堤みなみ,2010-11,久光製薬スプリングス,11,3,0,0,0,,,0,0,0,0,5,0,0,0,0,0,0,0,,0.0,0.0,0.0,
香野晶子,2010-11,パイオニアレッドウィングス,23,6,31,9,3,29.0,19.4,0,0,0,1,18,0,2,3,3,2,0,10,,1.5,0.17,1.4,66.7
香野晶子,2010-12,パイオニアレッドウィングス,23,22,66,22,3,33.3,28.8,0,0,0,5,68,4,5,16,8,8,0,31,,1.0,0.23,9.9,100.0
香野晶子,2011-01,パイオニアレッドウィングス,23,30,108,38,5,35.2,30.6,0,0,0,6,98,5,9,25,6,6,0,49,,1.27,0.2,9.2,100.0
香野晶子,2011-02,パイオニアレッドウィングス,23,27,96,29,4,30.2,26.0,0,0,0,8,89,4,7,30,14,10,0,41,,1.07,0.3,11.0,71.4
香野晶子,2011-03,パイオニアレッドウィングス,23,10,41,16,4,39.0,29.3,1,0,0,0,29,3,1,9,5,5,0,19,0.0,1.6,0.0,17.2,100.0
高木理江,2010-11,JTマーヴェラス,8,7,58,18,5,31.0,22.4,1,0,0,0,30,0,0,5,68,51,0,18,0.0,2.57,0.0,4.2,75.0
高木理江,2010-12,JTマーヴェラス,8,18,110,41,6,37.3,31.8,2,0,0,4,46,2,2,14,95,68,0,47,0.0,2.28,0.22,10.9,71.6
高木理江,2011-01,JTマーヴェラス,8,11,62,19,5,30.6,22.6,2,0,0,0,39,2,2,7,67,46,0,21,0.0,1.73,0.0,8.3,68.7
高木理江,2011-02,JTマーヴェラス,8,4,0,0,0,,,0,0,0,0,0,0,0,0,4,1,0,0,,0.0,0.0,,25.0
高木理江,2011-03,JTマーヴェラス,8,3,17,4,2,23.5,11.8,0,0,0,1,17,0,0,2,31,25,0,5,,1.33,0.33,2.9,80.6
高松未,2010-11,岡山シーガルズ,13,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高松未,2010-12,岡山シーガルズ,13,1,2,0,1,0.0,-50.0,0,0,0,0,2,0,0,1,6,5,0,0,,0.0,0.0,12.5,83.3
高松未,2011-01,岡山シーガルズ,13,3,8,2,1,25.0,12.5,0,0,0,0,3,0,0,0,13,5,0,2,,0.67,0.0,0.0,38.5
高松未,2011-02,岡山シーガルズ,13,4,0,0,0,,,0,0,0,0,2,0,0,1,2,0,0,0,,0.0,0.0,12.5,0.0
高松未,2011-03,岡山シーガルズ,13,2,7,1,0,14.3,14.3,0,0,0,1,3,0,0,1,4,2,0,2,,0.5,0.5,8.3,50.0
高橋美帆,2010-11,パイオニアレッドウィングス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋美帆,2010-12,パイオニアレッドウィングス,18,1,4,1,0,25.0,25.0,0,0,0,0,4,0,1,0,0,0,0,1,,1.0,0.0,-6.2,
高橋菜穂子,2010-11,デンソーエアリービーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋菜穂子,2011-01,デンソーエアリービーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋菜穂子,2011-02,デンソーエアリービーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋菜穂子,2011-03,デンソーエアリービーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高田ありさ,2010-11,東レアローズ,6,5,2,0,0,0.0,0.0,0,0,0,0,8,0,1,1,7,6,0,0,,0.0,0.0,0.0,85.7
高田ありさ,2010-12,東レアローズ,6,21,13,7,0,53.8,53.8,0,0,0,3,37,1,3,6,29,17,0,11,,0.33,0.14,4.7,58.6
高田ありさ,2011-01,東レアローズ,6,30,83,33,4,39.8,34.9,0,0,0,4,79,1,9,17,73,51,0,38,,1.1,0.13,3.8,69.9
高田ありさ,2011-02,東レアローズ,6,31,41,17,2,41.5,36.6,0,0,0,0,63,1,4,17,68,37,0,18,,0.55,0.0,6.7,54.4
高田ありさ,2011-03,東レアローズ,6,8,14,7,1,50.0,42.9,1,0,0,0,20,1,1,8,16,13,0,8,0.0,0.88,0.0,13.8,81.2
鶴田桂子,2010-11,久光製薬スプリングス,3,10,4,2,0,50.0,50.0,0,0,0,2,40,0,0,11,0,0,0,4,,0.2,0.2,6.9,
鶴田桂子,2010-12,久光製薬スプリングス,3,23,11,6,0,54.5,54.5,0,0,0,2,74,2,5,17,1,0,0,10,,0.26,0.09,6.8,0.0
鶴田桂子,2011-01,久光製薬スプリングス,3,31,12,3,0,25.0,25.0,0,0,0,6,119,5,4,25,0,0,0,14,,0.1,0.19,8.6,
鶴田桂子,2011-02,久光製薬スプリングス,3,27,2,1,0,50.0,50.0,0,0,0,0,61,0,2,19,1,0,0,1,,0.04,0.0,7.0,0.0
鶴田桂子,2011-03,久光製薬スプリングス,3,4,2,1,0,50.0,50.0,0,0,0,0,16,0,0,3,0,0,0,1,,0.25,0.0,4.7,
