名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
吉田みなみ,2014-03,岡山シーガルズ,1,18,15,5,11,18,5,2,27.8,16.7,0,0,0,0,2,0,0,0,13,10,0,5,,0.45,0.0,0.0,76.9
吉田真未,2013-11,パイオニアレッドウィングス,20,0,3,0,2,0,0,0,,,0,0,0,0,0,0,0,0,4,2,0,0,,0.0,0.0,,50.0
吉田真未,2013-12,パイオニアレッドウィングス,20,10,10,2,19,0,0,0,,,0,0,0,0,0,0,0,0,58,41,0,0,,0.0,0.0,,70.7
吉田真未,2014-01,パイオニアレッドウィングス,20,2,18,0,20,0,0,0,,,0,0,0,0,0,0,0,0,58,37,0,0,,0.0,0.0,,63.8
吉田真未,2014-02,パイオニアレッドウィングス,20,4,24,0,28,0,0,0,,,0,0,0,0,0,0,0,0,85,55,0,0,,0.0,0.0,,64.7
吉田真未,2014-03,パイオニアレッドウィングス,20,11,23,1,34,0,0,0,,,0,0,0,0,0,0,0,0,80,62,0,0,,0.0,0.0,,77.5
和田麻里江,2014-03,日立リヴァーレ,2,11,15,2,1,3,1,1,33.3,0.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
堀口夏実,2013-11,岡山シーガルズ,6,3,1,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
堀口夏実,2013-12,岡山シーガルズ,6,5,3,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
堀口夏実,2014-01,岡山シーガルズ,6,9,0,3,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
堀川真理,2013-11,東レアローズ,13,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
堀川真理,2013-12,東レアローズ,13,14,10,4,9,11,3,0,27.3,27.3,0,0,0,1,0,0,0,0,1,0,0,4,,0.33,0.11,,0.0
堀川真理,2014-01,東レアローズ,13,17,8,5,19,57,26,3,45.6,40.4,0,0,0,5,4,0,1,1,0,0,0,31,,1.37,0.26,0.0,
堀川真理,2014-02,東レアローズ,13,17,16,5,24,85,40,3,47.1,43.5,10,4,0,6,10,0,2,3,0,0,0,46,40.0,1.67,0.25,2.5,
堀川真理,2014-03,東レアローズ,13,15,18,4,20,64,19,5,29.7,21.9,10,2,3,2,18,1,1,1,0,0,0,22,20.0,0.95,0.1,5.6,
大升知春,2014-02,岡山シーガルズ,25,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野果奈,2013-11,NECレッドロケッツ,13,1,3,0,4,24,7,2,29.2,20.8,0,0,0,4,14,0,1,5,1,1,0,11,,1.75,1.0,7.1,100.0
大野果奈,2013-12,NECレッドロケッツ,13,8,12,1,20,80,38,4,47.5,42.5,0,0,0,14,83,5,2,29,7,5,0,57,,1.9,0.7,14.2,71.4
大野果奈,2014-01,NECレッドロケッツ,13,13,12,3,25,146,52,6,35.6,31.5,0,0,0,12,96,7,9,34,5,3,0,71,,2.08,0.48,13.8,60.0
大野果奈,2014-02,NECレッドロケッツ,13,18,13,5,30,153,43,12,28.1,20.3,0,0,0,11,118,1,4,48,2,1,0,55,,1.43,0.37,10.2,50.0
大野果奈,2014-03,NECレッドロケッツ,13,15,16,3,22,56,18,1,32.1,30.4,0,0,0,1,34,2,0,11,1,1,0,21,,0.82,0.05,14.0,100.0
奥村麻依,2013-11,JTマーヴェラス,3,3,1,1,4,23,8,0,34.8,34.8,0,0,0,3,13,0,0,7,2,2,0,11,,2.0,0.75,13.5,100.0
奥村麻依,2013-12,JTマーヴェラス,3,12,11,4,23,161,62,6,38.5,34.8,0,0,0,16,71,2,11,20,7,1,0,80,,2.7,0.7,6.0,14.3
奥村麻依,2014-01,JTマーヴェラス,3,8,16,1,24,164,52,2,31.7,30.5,0,0,0,22,65,1,9,22,2,0,0,75,,2.17,0.92,6.5,0.0
奥村麻依,2014-02,JTマーヴェラス,3,8,23,1,31,237,81,4,34.2,32.5,1,0,0,25,72,1,5,15,2,2,0,107,0.0,2.61,0.81,4.9,100.0
奥村麻依,2014-03,JTマーヴェラス,3,18,14,5,32,254,83,5,32.7,30.7,0,0,0,33,85,1,11,29,3,2,0,117,,2.59,1.03,6.5,66.7
宮下遥,2013-11,岡山シーガルズ,14,3,1,1,4,3,1,0,33.3,33.3,0,0,0,1,16,0,0,6,0,0,0,2,,0.25,0.25,9.4,
宮下遥,2013-12,岡山シーガルズ,14,13,8,3,21,8,6,0,75.0,75.0,0,0,0,10,80,1,0,26,0,0,0,17,,0.29,0.48,9.4,
宮下遥,2014-01,岡山シーガルズ,14,14,6,4,20,6,3,0,50.0,50.0,0,0,0,11,78,5,2,33,3,0,0,19,,0.15,0.55,16.3,0.0
宮下遥,2014-02,岡山シーガルズ,14,14,15,4,29,20,7,1,35.0,30.0,1,0,0,10,118,0,5,41,2,0,0,17,0.0,0.24,0.34,7.6,0.0
宮下遥,2014-03,岡山シーガルズ,14,18,15,5,33,10,3,1,30.0,20.0,0,0,0,10,117,3,3,39,1,0,0,16,,0.09,0.3,10.3,0.0
宮田由佳里,2013-11,東レアローズ,8,0,3,0,3,8,3,1,37.5,25.0,0,0,0,0,8,0,0,3,0,0,0,3,,1.0,0.0,9.4,
宮田由佳里,2013-12,東レアローズ,8,14,10,4,22,68,26,2,38.2,35.3,0,0,0,7,58,2,4,10,1,1,0,35,,1.18,0.32,6.0,100.0
宮田由佳里,2014-01,東レアローズ,8,17,8,5,19,57,20,4,35.1,28.1,0,0,0,2,46,2,3,17,2,2,0,24,,1.05,0.11,12.0,100.0
宮田由佳里,2014-02,東レアローズ,8,17,16,5,3,6,2,2,33.3,0.0,0,0,0,0,5,0,1,1,0,0,0,2,,0.67,0.0,0.0,
宮田由佳里,2014-03,東レアローズ,8,15,18,4,21,82,38,3,46.3,42.7,0,0,0,7,69,2,1,26,5,2,0,47,,1.81,0.33,12.0,40.0
家高七央子,2014-02,NECレッドロケッツ,19,13,9,4,12,44,17,3,38.6,31.8,0,0,0,4,22,0,3,14,0,0,0,21,,1.42,0.33,12.5,
家高七央子,2014-03,NECレッドロケッツ,19,12,16,2,10,7,3,1,42.9,28.6,0,0,0,0,17,3,2,6,0,0,0,6,,0.3,0.0,23.5,
寺井有美,2014-01,JTマーヴェラス,18,3,12,0,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
寺井有美,2014-02,JTマーヴェラス,18,6,17,1,13,46,19,1,41.3,39.1,0,0,0,2,29,0,1,5,0,0,0,21,,1.46,0.15,3.4,
寺井有美,2014-03,JTマーヴェラス,18,15,10,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小山綾菜,2013-12,NECレッドロケッツ,17,3,3,1,1,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
小山綾菜,2014-02,NECレッドロケッツ,17,15,13,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小山綾菜,2014-03,NECレッドロケッツ,17,15,16,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小平花織,2013-11,東レアローズ,9,0,3,0,3,0,0,0,,,0,0,0,0,0,0,0,0,9,1,0,0,,0.0,0.0,,11.1
小平花織,2013-12,東レアローズ,9,14,10,4,24,0,0,0,,,0,0,0,0,0,0,0,0,178,113,0,0,,0.0,0.0,,63.5
小平花織,2014-01,東レアローズ,9,17,8,5,25,0,0,0,,,0,0,0,0,0,0,0,0,85,61,0,0,,0.0,0.0,,71.8
小平花織,2014-02,東レアローズ,9,17,16,5,33,0,0,0,,,0,0,0,0,0,0,0,0,114,73,0,0,,0.0,0.0,,64.0
小平花織,2014-03,東レアローズ,9,15,18,4,33,0,0,0,,,0,0,0,0,0,0,0,0,139,82,0,0,,0.0,0.0,,59.0
山口かなめ,2013-11,JTマーヴェラス,7,3,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山口かなめ,2013-12,JTマーヴェラス,7,12,11,4,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
山口かなめ,2014-01,JTマーヴェラス,7,8,16,1,6,0,0,0,,,0,0,0,0,8,0,1,2,0,0,0,0,,0.0,0.0,3.1,
山口かなめ,2014-02,JTマーヴェラス,7,8,23,1,10,2,0,0,0.0,0.0,0,0,0,1,23,1,2,10,0,0,0,2,,0.0,0.1,13.0,
山口かなめ,2014-03,JTマーヴェラス,7,18,14,5,5,1,1,0,100.0,100.0,0,0,0,0,6,0,1,1,0,0,0,1,,0.2,0.0,0.0,
山口舞,2013-11,岡山シーガルズ,2,3,1,1,4,19,9,2,47.4,36.8,0,0,0,5,14,1,1,2,0,0,0,15,,2.25,1.25,8.9,
山口舞,2013-12,岡山シーガルズ,2,13,8,3,17,79,35,4,44.3,39.2,0,0,0,6,49,0,2,11,9,6,0,41,,2.06,0.35,4.6,66.7
山口舞,2014-01,岡山シーガルズ,2,14,6,4,20,136,62,5,45.6,41.9,0,0,0,11,53,1,1,6,5,3,0,74,,3.1,0.55,4.2,60.0
山口舞,2014-02,岡山シーガルズ,2,14,15,4,24,111,53,1,47.7,46.8,0,0,0,11,58,0,4,18,7,4,0,64,,2.21,0.46,6.0,57.1
山口舞,2014-03,岡山シーガルズ,2,18,15,5,29,165,78,4,47.3,44.8,0,0,0,12,73,0,3,14,5,4,0,90,,2.69,0.41,3.8,80.0
山本陽子,2013-11,トヨタ車体クインシーズ,3,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本陽子,2013-12,トヨタ車体クインシーズ,3,3,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山河加苗,2014-02,岡山シーガルズ,16,0,6,0,1,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,0,,0.0,0.0,,0.0
山田侑樹,2013-11,トヨタ車体クインシーズ,16,1,3,0,3,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,0,,0.0,0.0,0.0,
山田侑樹,2013-12,トヨタ車体クインシーズ,16,8,11,2,16,0,0,0,,,0,0,0,0,24,2,4,10,7,3,0,2,,0.0,0.0,14.6,42.9
山田侑樹,2014-01,トヨタ車体クインシーズ,16,13,10,4,18,3,1,0,33.3,33.3,0,0,0,0,32,6,6,12,6,1,0,7,,0.06,0.0,23.4,16.7
山田侑樹,2014-02,トヨタ車体クインシーズ,16,7,7,2,11,0,0,0,,,0,0,0,0,15,2,2,3,9,3,0,2,,0.0,0.0,15.0,33.3
山田侑樹,2014-03,トヨタ車体クインシーズ,16,13,17,4,15,0,0,0,,,0,0,0,0,19,0,3,4,26,9,0,0,,0.0,0.0,1.3,34.6
山田真里,2013-11,トヨタ車体クインシーズ,12,1,3,0,3,0,0,0,,,0,0,0,0,4,0,0,1,5,3,0,0,,0.0,0.0,6.2,60.0
山田真里,2013-12,トヨタ車体クインシーズ,12,8,11,2,17,45,14,4,31.1,22.2,0,0,0,1,36,1,1,11,60,28,0,16,,0.82,0.06,9.7,46.7
山田真里,2014-01,トヨタ車体クインシーズ,12,13,10,4,23,127,41,10,32.3,24.4,2,0,0,5,84,6,10,29,165,75,0,52,0.0,1.78,0.22,12.8,45.5
山田真里,2014-02,トヨタ車体クインシーズ,12,17,12,5,28,150,51,15,34.0,24.0,0,0,0,6,113,11,11,39,253,133,0,68,,1.82,0.21,15.9,52.6
山田真里,2014-03,トヨタ車体クインシーズ,12,13,14,4,26,152,44,14,28.9,19.7,1,0,0,7,77,3,8,32,247,144,0,54,0.0,1.69,0.27,11.7,58.3
岩坂名奈,2013-11,久光製薬スプリングス,4,3,0,1,3,14,7,1,50.0,42.9,0,0,0,2,10,0,0,9,1,1,0,9,,2.33,0.67,22.5,100.0
岩坂名奈,2013-12,久光製薬スプリングス,4,12,13,2,19,48,18,4,37.5,29.2,0,0,0,16,73,2,7,35,4,2,0,36,,0.95,0.84,12.3,50.0
岩坂名奈,2014-01,久光製薬スプリングス,4,13,9,4,22,80,27,6,33.8,26.2,1,0,0,24,72,2,7,28,9,8,0,53,0.0,1.23,1.09,10.1,88.9
岩坂名奈,2014-02,久光製薬スプリングス,4,24,1,8,25,89,46,5,51.7,46.1,0,0,0,21,87,3,7,32,8,7,0,70,,1.84,0.84,10.6,87.5
岩坂名奈,2014-03,久光製薬スプリングス,4,24,5,8,29,75,31,3,41.3,37.3,0,0,0,22,106,10,3,54,1,1,0,63,,1.07,0.76,21.5,100.0
岩崎紗也加,2013-11,NECレッドロケッツ,10,1,3,0,4,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,0,,0.0,0.0,,0.0
岩崎紗也加,2013-12,NECレッドロケッツ,10,8,12,1,18,0,0,0,,,0,0,0,0,0,0,0,0,6,3,0,0,,0.0,0.0,,50.0
岩崎紗也加,2014-01,NECレッドロケッツ,10,8,9,2,17,0,0,0,,,0,0,0,0,0,0,0,0,57,33,0,0,,0.0,0.0,,57.9
峯村沙紀,2013-12,東レアローズ,10,12,7,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
峯村沙紀,2014-01,東レアローズ,10,17,8,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
峯村沙紀,2014-02,東レアローズ,10,17,16,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
峯村沙紀,2014-03,東レアローズ,10,15,18,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
島村春世,2013-11,NECレッドロケッツ,8,1,3,0,4,33,8,1,24.2,21.2,0,0,0,7,15,1,1,3,1,1,0,16,,2.0,1.75,10.0,100.0
島村春世,2013-12,NECレッドロケッツ,8,8,12,1,20,135,57,10,42.2,34.8,1,0,0,7,61,3,5,24,5,4,0,67,0.0,2.85,0.35,12.7,80.0
島村春世,2014-01,NECレッドロケッツ,8,13,12,3,25,187,72,8,38.5,34.2,1,0,0,13,75,4,6,32,7,5,0,89,0.0,2.88,0.52,14.0,71.4
島村春世,2014-02,NECレッドロケッツ,8,18,13,5,23,155,69,6,44.5,40.6,0,0,0,11,51,0,4,19,8,8,0,80,,3.0,0.48,7.4,100.0
島村春世,2014-03,NECレッドロケッツ,8,15,16,3,31,272,119,11,43.8,39.7,2,1,0,12,114,9,7,39,2,0,0,140,50.0,3.84,0.39,14.9,0.0
川島亜依美,2013-11,岡山シーガルズ,28,3,1,1,4,14,5,1,35.7,28.6,0,0,0,4,10,1,2,3,1,1,0,10,,1.25,1.0,12.5,100.0
川島亜依美,2013-12,岡山シーガルズ,28,13,8,3,18,62,26,1,41.9,40.3,0,0,0,6,50,1,7,22,4,1,0,33,,1.44,0.33,9.5,25.0
川島亜依美,2014-01,岡山シーガルズ,28,14,6,4,19,88,28,2,31.8,29.5,0,0,0,4,69,1,1,35,3,1,0,33,,1.47,0.21,13.8,33.3
川島亜依美,2014-02,岡山シーガルズ,28,14,15,4,26,74,32,2,43.2,40.5,0,0,0,4,64,3,4,25,2,1,0,39,,1.23,0.15,12.9,50.0
川島亜依美,2014-03,岡山シーガルズ,28,18,15,5,26,90,34,0,37.8,37.8,0,0,0,11,64,3,6,18,2,1,0,48,,1.31,0.42,9.4,50.0
川島里華,2013-12,トヨタ車体クインシーズ,8,0,3,0,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
川島里華,2014-01,トヨタ車体クインシーズ,8,13,10,4,3,14,5,1,35.7,28.6,0,0,0,2,2,0,0,1,3,2,0,7,,1.67,0.67,12.5,66.7
川島里華,2014-02,トヨタ車体クインシーズ,8,17,12,5,6,6,0,0,0.0,0.0,0,0,0,2,5,0,0,1,0,0,0,2,,0.0,0.33,5.0,
川島里華,2014-03,トヨタ車体クインシーズ,8,13,17,4,16,66,21,3,31.8,27.3,0,0,0,4,7,0,1,4,14,3,0,25,,1.31,0.25,10.7,21.4
川村小捺,2013-12,日立リヴァーレ,15,7,11,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
川村小捺,2014-01,日立リヴァーレ,15,1,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
川村小捺,2014-02,日立リヴァーレ,15,12,9,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
川畑夏希,2014-01,岡山シーガルズ,24,8,6,2,11,0,0,0,,,0,0,0,0,10,0,1,5,14,5,0,0,,0.0,0.0,10.0,35.7
川畑夏希,2014-02,岡山シーガルズ,24,14,15,4,22,0,0,0,,,0,0,0,0,24,0,0,10,15,10,0,0,,0.0,0.0,10.4,66.7
川畑夏希,2014-03,岡山シーガルズ,24,18,15,5,26,1,0,0,0.0,0.0,0,0,0,0,34,1,0,9,26,14,0,1,,0.0,0.0,9.6,53.8
川畑愛希,2013-11,岡山シーガルズ,8,3,1,1,4,61,19,0,31.1,31.1,1,0,0,1,16,0,0,4,10,8,0,20,0.0,4.75,0.25,6.2,80.0
川畑愛希,2013-12,岡山シーガルズ,8,13,8,3,21,237,88,11,37.1,32.5,2,1,0,5,71,2,0,31,87,45,0,95,50.0,4.19,0.24,13.7,51.7
川畑愛希,2014-01,岡山シーガルズ,8,14,6,4,20,219,70,10,32.0,27.4,2,1,0,3,81,4,0,33,50,28,0,77,50.0,3.5,0.15,15.1,56.0
川畑愛希,2014-02,岡山シーガルズ,8,14,15,4,25,240,78,6,32.5,30.0,2,0,0,7,71,4,0,28,64,30,0,89,0.0,3.12,0.28,15.5,46.9
川畑愛希,2014-03,岡山シーガルズ,8,18,15,5,30,338,96,17,28.4,23.4,3,0,0,3,86,3,1,22,76,42,0,102,0.0,3.2,0.1,9.6,55.3
平井香菜子,2013-11,久光製薬スプリングス,9,3,0,1,3,13,3,2,23.1,7.7,0,0,0,1,5,0,1,3,0,0,0,4,,1.0,0.33,10.0,
平井香菜子,2013-12,久光製薬スプリングス,9,10,10,2,12,29,13,3,44.8,34.5,0,0,0,7,33,0,1,16,4,3,0,20,,1.08,0.58,11.4,75.0
平井香菜子,2014-01,久光製薬スプリングス,9,13,9,4,21,85,33,9,38.8,28.2,0,0,0,7,60,2,4,22,5,4,0,42,,1.57,0.33,10.8,80.0
平井香菜子,2014-02,久光製薬スプリングス,9,24,1,8,25,120,54,5,45.0,40.8,0,0,0,20,87,6,5,30,13,11,0,80,,2.16,0.8,14.1,84.6
平井香菜子,2014-03,久光製薬スプリングス,9,24,5,8,24,98,51,5,52.0,46.9,0,0,0,14,69,1,4,29,2,2,0,66,,2.12,0.58,10.5,100.0
平松美有紀,2013-11,トヨタ車体クインシーズ,5,1,3,0,3,23,7,2,30.4,21.7,0,0,0,3,8,0,0,1,5,4,0,10,,2.33,1.0,3.1,80.0
平松美有紀,2013-12,トヨタ車体クインシーズ,5,8,11,2,19,117,48,4,41.0,37.6,0,0,0,10,51,3,9,8,3,2,0,61,,2.53,0.53,5.4,66.7
平松美有紀,2014-01,トヨタ車体クインシーズ,5,13,10,4,23,133,59,8,44.4,38.3,0,0,0,8,53,1,6,11,16,11,0,68,,2.57,0.35,4.2,68.8
平松美有紀,2014-02,トヨタ車体クインシーズ,5,17,12,5,29,175,82,8,46.9,42.3,0,0,0,12,83,6,11,20,2,2,0,100,,2.83,0.41,9.9,100.0
平松美有紀,2014-03,トヨタ車体クインシーズ,5,13,17,4,27,145,62,6,42.8,38.6,0,0,0,21,89,3,9,23,3,2,0,86,,2.3,0.78,7.3,66.7
座安琴希,2013-11,久光製薬スプリングス,10,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
座安琴希,2013-12,久光製薬スプリングス,10,8,7,2,10,0,0,0,,,0,0,0,0,0,0,0,0,45,35,0,0,,0.0,0.0,,77.8
引地舞,2013-11,日立リヴァーレ,6,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
引地舞,2013-12,日立リヴァーレ,6,10,12,2,2,1,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.5,,
引地舞,2014-01,日立リヴァーレ,6,11,12,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
引地舞,2014-02,日立リヴァーレ,6,17,15,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
引地舞,2014-03,日立リヴァーレ,6,12,19,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
戸江真奈,2013-12,久光製薬スプリングス,18,2,3,0,1,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
戸江真奈,2014-02,久光製薬スプリングス,18,15,0,5,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
戸江真奈,2014-03,久光製薬スプリングス,18,6,2,2,3,0,0,0,,,0,0,0,0,5,0,0,3,8,3,0,0,,0.0,0.0,15.0,37.5
持丸結美子,2013-11,パイオニアレッドウィングス,16,0,3,0,2,0,0,0,,,0,0,0,0,0,0,0,0,13,5,0,0,,0.0,0.0,,38.5
持丸結美子,2013-12,パイオニアレッドウィングス,16,10,10,2,5,0,0,0,,,0,0,0,0,7,0,1,2,0,0,0,0,,0.0,0.0,3.6,
持丸結美子,2014-01,パイオニアレッドウィングス,16,2,18,0,13,50,11,3,22.0,16.0,0,0,0,0,32,0,2,12,55,22,0,11,,0.85,0.0,7.8,40.0
持丸結美子,2014-02,パイオニアレッドウィングス,16,4,24,0,10,5,1,0,20.0,20.0,0,0,0,0,12,0,2,3,15,9,0,1,,0.1,0.0,2.1,60.0
持丸結美子,2014-03,パイオニアレッドウィングス,16,11,23,1,3,0,0,0,,,0,0,0,0,2,0,0,0,2,0,0,0,,0.0,0.0,0.0,0.0
斎田杏,2013-11,日立リヴァーレ,17,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
斎田杏,2013-12,日立リヴァーレ,17,10,12,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
斎田杏,2014-01,日立リヴァーレ,17,11,12,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
斎田杏,2014-02,日立リヴァーレ,17,17,15,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
斎田杏,2014-03,日立リヴァーレ,17,15,21,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
新鍋理沙,2013-11,久光製薬スプリングス,3,3,0,1,3,21,7,1,33.3,28.6,0,0,0,1,8,1,1,4,6,2,0,9,,2.33,0.33,21.9,33.3
新鍋理沙,2013-12,久光製薬スプリングス,3,12,13,2,25,181,60,9,33.1,28.2,0,0,0,6,80,2,13,20,114,76,0,68,,2.4,0.24,4.7,66.7
新鍋理沙,2014-01,久光製薬スプリングス,3,13,9,4,22,179,56,13,31.3,24.0,8,4,0,5,93,5,8,30,122,91,0,66,50.0,2.55,0.23,11.3,74.6
新鍋理沙,2014-02,久光製薬スプリングス,3,24,1,8,25,227,74,8,32.6,29.1,10,3,0,15,108,6,15,45,144,111,0,95,30.0,2.96,0.6,12.5,77.1
新鍋理沙,2014-03,久光製薬スプリングス,3,18,3,6,20,143,53,10,37.1,30.1,7,3,2,9,68,5,9,22,83,61,0,67,42.9,2.65,0.45,12.1,73.5
日隈佑,2014-03,トヨタ車体クインシーズ,7,13,17,4,17,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
早坂梢依,2013-11,JTマーヴェラス,15,3,1,1,4,20,5,4,25.0,5.0,0,0,0,3,11,0,2,3,0,0,0,8,,1.25,0.75,2.3,
早坂梢依,2013-12,JTマーヴェラス,15,12,11,4,23,106,37,6,34.9,29.2,0,0,0,6,88,5,3,34,1,0,0,48,,1.61,0.26,14.5,0.0
早坂梢依,2014-01,JTマーヴェラス,15,8,16,1,20,117,34,6,29.1,23.9,0,0,0,8,72,1,4,29,0,0,0,43,,1.7,0.4,10.1,
早坂梢依,2014-02,JTマーヴェラス,15,8,23,1,28,144,36,12,25.0,16.7,4,0,1,8,104,4,7,36,1,0,0,48,0.0,1.29,0.29,10.8,0.0
早坂梢依,2014-03,JTマーヴェラス,15,18,14,5,16,12,1,0,8.3,8.3,0,0,0,0,11,0,2,3,0,0,0,1,,0.06,0.0,2.3,
星野絵美,2014-02,トヨタ車体クインシーズ,10,4,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
服部晃佳,2013-11,パイオニアレッドウィングス,5,0,3,0,3,25,12,5,48.0,28.0,1,0,1,0,8,0,0,3,10,5,0,12,0.0,4.0,0.0,9.4,50.0
服部晃佳,2013-12,パイオニアレッドウィングス,5,10,10,2,20,147,43,8,29.3,23.8,0,0,0,6,54,1,2,22,124,69,0,50,,2.15,0.3,11.1,55.6
服部晃佳,2014-01,パイオニアレッドウィングス,5,2,18,0,14,87,22,5,25.3,19.5,0,0,0,2,44,0,3,11,80,41,0,24,,1.57,0.14,4.5,51.2
服部晃佳,2014-02,パイオニアレッドウィングス,5,4,24,0,19,115,35,14,30.4,18.3,0,0,0,3,44,0,3,10,128,67,0,38,,1.84,0.16,4.0,52.3
服部晃佳,2014-03,パイオニアレッドウィングス,5,11,23,1,23,15,4,1,26.7,20.0,0,0,0,1,6,0,1,3,35,18,0,5,,0.17,0.04,8.3,51.4
服部梨花,2013-12,パイオニアレッドウィングス,12,10,10,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
服部梨花,2014-01,パイオニアレッドウィングス,12,2,18,0,3,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.33,0.0,,
服部梨花,2014-02,パイオニアレッドウィングス,12,4,24,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
服部梨花,2014-03,パイオニアレッドウィングス,12,6,11,1,10,26,6,5,23.1,3.8,0,0,0,9,23,0,0,7,1,1,0,15,,0.6,0.9,7.6,100.0
木村美里,2013-11,東レアローズ,12,0,3,0,2,0,0,0,,,0,0,0,0,0,0,0,0,4,1,0,0,,0.0,0.0,,25.0
木村美里,2013-12,東レアローズ,12,14,10,4,18,0,0,0,,,0,0,0,0,0,0,0,0,25,13,0,0,,0.0,0.0,,52.0
木村美里,2014-01,東レアローズ,12,17,8,5,13,0,0,0,,,0,0,0,0,0,0,0,0,20,10,0,0,,0.0,0.0,,50.0
木村美里,2014-02,東レアローズ,12,17,16,5,8,0,0,0,,,0,0,0,0,0,0,0,0,3,1,0,0,,0.0,0.0,,33.3
木村美里,2014-03,東レアローズ,12,15,18,4,6,0,0,0,,,0,0,0,0,0,0,0,0,7,4,0,0,,0.0,0.0,,57.1
杉原若葉,2014-02,東レアローズ,20,3,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉原若葉,2014-03,東レアローズ,20,11,13,3,1,2,1,1,50.0,0.0,0,0,0,0,2,0,0,0,1,0,0,1,,1.0,0.0,0.0,0.0
村田しおり,2013-11,久光製薬スプリングス,13,3,0,1,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
